	ini注释名称	副本分组场景刷新属性包	对象类型	Npc类型	实力包编号	AI类型	表现AI包编号	是否转身	模型编号	模型半径	图片	材质类型	脚本编号	级别	怪物强度	跑步速度	修为经验	掉落	技能表	主动被动	响应范围	走路速度	锁定位移攻击	选择操作	拾取权限清空时间	无拾取物消失时间	最大消失时间	触发特效	巡逻模式	巡逻半径	路径ID	是否随机出现	鼠标形状	模型缩放	武器名称	武器持握方式	武器类型	出生状态	随机动作	刷新时间	NPC种类ID	门派	称号	籍贯	阵营	名字表序号	生平表序号	生平	进入切磋前对话	结束切磋后对话	空闲状态对话	进入战斗对话	脱离战斗对话	死亡对话	召唤对话	受到伤害状态对话	敌人NPC编号表	队友编号	能否攻击	能不能被攻击	不能被杀死	能否移动	是否停止AI	攻击防御比重	"战斗频率,毫秒"	使用锁定技能概率	锁定技能间隔	召唤ID	召唤半径	召唤类型	表演概率	表演时间	"追击范围,米"	附加随机能力编号	普通攻击	AI编辑包	直接触发	格挡方式(-1表示不格挡)	存在时间	防御概率	连招表	播放的动作名	npc等待时间	只关心距离脱离战斗	使用轻功	穿云纵速度	是否可以战斗
tdrop13606	唐门迷魂镖		AttackNpc	2	1	1	4		npc\monster243	0.909767	icon\monster\monster243.png			136	6	5		Treasure136_139	"Npc_tm_mhb01,1,15;Npc_tm_mhb02,1,10;Npc_tm_mhb03,1,5;Npc_tm_mhb04,1,10;Npc_tm_mhb06,1,5;Npc_tm_mhb07,1,10;Npc_tm_mhb08,1,10;"	0	8	1.5	0	2	180	8	300	npc_foundplayer	0	0						hand1_1				-1	0																								1500	100	1000		5	1			25				1	-1									
tdrop13607	极乐追风刀		AttackNpc	2	1	1	4		npc\fbfunnpc00222	0.909767	icon\monster\fbfunnpc00222.png			136	7	5		Treasure136_139	"Npc_jl_zfd01,1,15;Npc_jl_zfd02,1,10;Npc_jl_zfd03,1,10;Npc_jl_zfd04,1,10;Npc_jl_zfd06,1,5;Npc_jl_zfd07,1,10;"	0	8	1.5	0	2	180	8	300	npc_foundplayer	0	0					db_r_42	gblade1_1				-1	0																								1500	100	1000		5	1			25				1	-1									
tdrop13608	锦衣掌法		AttackNpc	2	1	1	4		npc\monster134	0.909767	icon\monster\monster134.png			136	8	5		Treasure136_139	"Npc_jy_yzq01,1,15;Npc_jy_yzq02,1,10;Npc_jy_yzq03,1,5;Npc_jy_yzq04,1,10;Npc_jy_yzq06,1,5;Npc_jy_yzq07,1,10;Npc_jy_yzq08,1,15;"	0	8	1.5	0	2	180	8	300	npc_foundplayer	0	0						hand1_1				-1	0																								1500	100	1000		5	1			25				1	-1									
tdrop13609	唐门迷魂镖		AttackNpc	2	1	1	4		npc\monster243	0.909767	icon\monster\monster243.png			136	9	5		Treasure136_139	"Npc_tm_mhb01,1,15;Npc_tm_mhb02,1,10;Npc_tm_mhb03,1,5;Npc_tm_mhb04,1,10;Npc_tm_mhb06,1,5;Npc_tm_mhb07,1,10;Npc_tm_mhb08,1,10;"	0	8	1.5	0	2	180	8	300	npc_foundplayer	0	0						hand1_1				-1	0																								1500	100	1000		5	1			25				1	-1									
tdrop13610	极乐追风刀		AttackNpc	2	1	1	4		npc\fbfunnpc00222	0.909767	icon\monster\fbfunnpc00222.png			136	10	5		Treasure136_139	"Npc_jl_zfd01,1,15;Npc_jl_zfd02,1,10;Npc_jl_zfd03,1,10;Npc_jl_zfd04,1,10;Npc_jl_zfd06,1,5;Npc_jl_zfd07,1,10;"	0	8	1.5	0	2	180	8	300	npc_foundplayer	0	0					db_r_42	gblade1_1				-1	0																								1500	100	1000		5	1			25				1	-1									
tdrop13705	锦衣掌法精英		AttackNpc	2	2	1	4		npc\fbnpc019002	0.909767	icon\funcnpc\fbnpc019002.png			137	5	5		Treasure136_139	"Npc_jl_zfd01,1,15;Npc_jl_zfd02,1,10;Npc_jl_zfd03,1,10;Npc_jl_zfd04,1,10;Npc_jl_zfd06,1,5;Npc_jl_zfd07,1,10;"	0	8	1.5	0	2	180	8	300	npc_foundplayer	0	0					db_r_42	gblade1_1				-1	0																								1500	100	1000		5	1			25				1	-1									
tdrop13706	少林太祖长拳		AttackNpc	2	1	1	4		npc\monster145	0.909767	icon\monster\monster145.png			137	6	5		Treasure136_139	"Npc_sl_djgq08,1,20;Npc_sl_djgq02,1,10;Npc_sl_djgq03,1,10;Npc_sl_djgq04,1,5;Npc_sl_djgq06,1,5;Npc_sl_djgq07,1,10;"	0	5	1.5	0	2	180	8	300	npc_foundplayer	0	0						hand1_1				-1	0																								1500	100	1000		5	1			25				1	-1									
tdrop13707	丐帮莲花掌		AttackNpc	2	1	1	4		npc\worldnpc292	0.909767	icon\funcnpc\worldnpc292.png			137	7	5		Treasure136_139	"Npc_gb_lhz01,1,20;Npc_gb_lhz02,1,10;Npc_gb_lhz03,1,10;Npc_gb_lhz04,1,15;Npc_gb_lhz06,1,10;Npc_gb_lhz07,1,10;Npc_gb_lhz08,1,10;"	0	5	1.5	0	2	180	8	300	npc_foundplayer	0	0						hand1_1				-1	0																								1500	100	1000		5	1			25				1	-1									
tdrop13708	武当太极剑		AttackNpc	2	1	1	4		npc\monster517	0.909767	icon\monster\monster517.png			137	8	5		Treasure136_139	"Npc_wd_tjj01,1,10;Npc_wd_tjj02,1,2;Npc_wd_tjj03,1,5;Npc_wd_tjj04,1,15;Npc_wd_tjj05,1,10;Npc_wd_tjj07,1,5;Npc_wd_tjj08,1,15;Npc_wd_tjj09,1,10;"	0	5	1.5	0	2	180	8	300	npc_foundplayer	0	0					s_r_npcitem026	sword1_1				-1	0																								1500	100	1000		5	1			25				1	-1									
tdrop13709	君子风花雪月		AttackNpc	2	1	1	4		npc\worldnpc067_02	0.909767	icon\funcnpc\worldnpc067_02.png			137	9	5		Treasure136_139	"Npc_jz_lyfh01,1,15;Npc_jz_lyfh02,1,10;Npc_jz_lyfh03,1,10;Npc_jz_lyfh05,1,10;Npc_jz_lyfh06,1,5;Npc_jz_lyfh07,1,5;Npc_jz_lyfh08,1,10"	0	5	1.5	0	2	180	8	300	npc_foundplayer	0	0					s_r_npcitem026	sword1_1				-1	0																								1500	100	1000		5	1			25				1	-1									
tdrop13710	锦衣掌法		AttackNpc	2	1	1	4		npc\monster134	0.909767	icon\monster\monster134.png			137	10	5		Treasure136_139	"Npc_jy_yzq01,1,15;Npc_jy_yzq02,1,10;Npc_jy_yzq03,1,5;Npc_jy_yzq04,1,10;Npc_jy_yzq06,1,5;Npc_jy_yzq07,1,10;Npc_jy_yzq08,1,15;"	0	5	1.5	0	2	180	8	300	npc_foundplayer	0	0						hand1_2				-1	0																								1500	100	1000		5	1			25				1	-1									
tdrop13805	唐门迷魂镖		AttackNpc	2	1	1	4		npc\monster243	0.909767	icon\monster\monster243.png			138	5	5		Treasure136_139	"Npc_tm_mhb01,1,15;Npc_tm_mhb02,1,10;Npc_tm_mhb03,1,5;Npc_tm_mhb04,1,10;Npc_tm_mhb06,1,5;Npc_tm_mhb07,1,10;Npc_tm_mhb08,1,10;"	0	5	1.5	0	2	180	8	300	npc_foundplayer	0	0						hand1_1				-1	0																								1500	100	1000		5	1			25				1	-1									
tdrop13806	唐门迷魂镖		AttackNpc	2	1	1	4		npc\fbnpc019002	0.909767	icon\monster\npc\fbnpc019002.png			138	6	5		Treasure136_139	"Npc_tm_mhb01,1,15;Npc_tm_mhb02,1,10;Npc_tm_mhb03,1,5;Npc_tm_mhb04,1,10;Npc_tm_mhb06,1,5;Npc_tm_mhb07,1,10;Npc_tm_mhb08,1,10;"	0	5	1.5	0	2	180	8	300	npc_foundplayer	0	0						hand1_1				-1	0																								1500	100	1000		5	1			25				1	-1									
tdrop13807	少林达摩棍法		AttackNpc	2	1	1	4		npc\monster512	0.909767	icon\monster\monster512.png			138	7	5		Treasure136_139	"Npc_sl_dmgf01,1,15;Npc_sl_dmgf02,1,10;Npc_sl_dmgf03,1,10;Npc_sl_dmgf05,1,5;Npc_sl_dmgf06,1,10;Npc_sl_dmgf07,1,10;"	0	5	1.5	0	2	180	8	300	npc_foundplayer	0	0					lst_r_npcitem316	lstuff1_1				-1	0																								1500	100	1000		5	1			25				1	-1									
tdrop13808	峨眉掌法		AttackNpc	2	1	1	4		npc\monster450	0.909767	icon\monster\monster450.png			138	8	5		Treasure136_139	"Npc_em_jdmz01,1,15;Npc_em_jdmz02,1,10;Npc_em_jdmz03,1,10;Npc_em_jdmz05,1,10;Npc_em_jdmz06,1,5;Npc_em_jdmz07,1,10;Npc_em_jdmz08,1,10;"	0	5	1.5	0	2	180	8	300	npc_foundplayer	0	0						hand1_2				-1	0																								1500	100	1000		5	1			25				1	-1									
tdrop13809	武当清风剑法		AttackNpc	2	1	1	4		npc\monster518	0.909767	icon\monster\monster518.png			138	9	5		Treasure136_139	"Npc_wd_qfjf01,1,15;Npc_wd_qfjf02,1,10;Npc_wd_qfjf03,1,15;Npc_wd_qfjf04,1,10;Npc_wd_qfjf06,1,5;Npc_wd_qfjf07,1,10;"	0	5	1.5	0	2	180	8	300	npc_foundplayer	0	0					s_r_npcitem026	sword1_1				-1	0																								1500	100	1000		5	1			25				1	-1									
tdrop13810	极乐追风刀		AttackNpc	2	1	1	4		npc\fbfunnpc00222	0.909767	icon\monster\fbfunnpc00222.png			138	10	5		Treasure136_139	"Npc_jl_zfd01,1,15;Npc_jl_zfd02,1,10;Npc_jl_zfd03,1,10;Npc_jl_zfd04,1,10;Npc_jl_zfd06,1,5;Npc_jl_zfd07,1,10;"	0	5	1.5	0	2	180	8	300	npc_foundplayer	0	0					db_r_42	gblade1_1				-1	0																								1500	100	1000		5	1			25				1	-1									
tdrop13905	黑衣卫		AttackNpc	2	1	1	4		npc\fbnpc00006	0.909767	icon\funcnpc\fbfunnpc00006.png			139	5	5		Treasure136_139	"clone003_qianxizhi_1,1,10;clone003_qianxizhi_2,1,10;clone003_qianxizhi_3,1,10;clone003_qianxizhi_4,1,10;clone003_qianxizhi_5,1,10;clone003_qianxizhi_6,1,10;"	0	5	1.5	0	2	180	8	300	npc_foundplayer	0	0					b_r_npcitem061	blade1_1				-1	0																								1500	100	1000		5	1			25				1	-1									
tdrop13906	锦衣掌法		AttackNpc	2	1	1	4		npc\monster134	0.909767	icon\monster\monster134.png			139	6	5		Treasure136_139	"Npc_jy_yzq01,1,15;Npc_jy_yzq02,1,10;Npc_jy_yzq03,1,5;Npc_jy_yzq04,1,10;Npc_jy_yzq06,1,5;Npc_jy_yzq07,1,10;Npc_jy_yzq08,1,15;"	0	8	1.5	0	2	180	8	300	npc_foundplayer	0	0						hand1_1				-1	0																								1500	100	1000		5	1			25				1	-1									
tdrop13907	唐门迷魂镖		AttackNpc	2	1	1	4		npc\monster243	0.909767	icon\monster\monster243.png			139	7	5		Treasure136_139	"Npc_tm_mhb01,1,15;Npc_tm_mhb02,1,10;Npc_tm_mhb03,1,5;Npc_tm_mhb04,1,10;Npc_tm_mhb06,1,5;Npc_tm_mhb07,1,10;Npc_tm_mhb08,1,10;"	0	8	1.5	0	2	180	8	300	npc_foundplayer	0	0						hand1_1				-1	0																								1500	100	1000		5	1			25				1	-1									
tdrop13908	极乐追风刀		AttackNpc	2	1	1	4		npc\fbfunnpc00222	0.909767	icon\monster\fbfunnpc00222.png			139	8	5		Treasure136_139	"Npc_jl_zfd01,1,15;Npc_jl_zfd02,1,10;Npc_jl_zfd03,1,10;Npc_jl_zfd04,1,10;Npc_jl_zfd06,1,5;Npc_jl_zfd07,1,10;"	0	8	1.5	0	2	180	8	300	npc_foundplayer	0	0					db_r_42	gblade1_1				-1	0																								1500	100	1000		5	1			25				1	-1									
tdrop13909	锦衣掌法		AttackNpc	2	1	1	4		npc\monster134	0.909767	icon\monster\monster134.png			139	9	5		Treasure136_139	"Npc_jy_yzq01,1,15;Npc_jy_yzq02,1,10;Npc_jy_yzq03,1,5;Npc_jy_yzq04,1,10;Npc_jy_yzq06,1,5;Npc_jy_yzq07,1,10;Npc_jy_yzq08,1,15;"	0	8	1.5	0	2	180	8	300	npc_foundplayer	0	0						hand1_1				-1	0																								1500	100	1000		5	1			25				1	-1									
tdrop13910	唐门迷魂镖		AttackNpc	2	1	1	4		npc\monster243	0.909767	icon\monster\monster243.png			139	10	5		Treasure136_139	"Npc_tm_mhb01,1,15;Npc_tm_mhb02,1,10;Npc_tm_mhb03,1,5;Npc_tm_mhb04,1,10;Npc_tm_mhb06,1,5;Npc_tm_mhb07,1,10;Npc_tm_mhb08,1,10;"	0	8	1.5	0	2	180	8	300	npc_foundplayer	0	0						hand1_1				-1	0																								1500	100	1000		5	1			25				1	-1									
tdrop14005	极乐追风刀		AttackNpc	2	1	1	4		npc\fbfunnpc00222	0.909767	icon\monster\fbfunnpc00222.png			140	5	5		Treasure140_143	"Npc_jl_zfd01,1,15;Npc_jl_zfd02,1,10;Npc_jl_zfd03,1,10;Npc_jl_zfd04,1,10;Npc_jl_zfd06,1,5;Npc_jl_zfd07,1,10;"	0	8	1.5	0	2	180	8	300	npc_foundplayer	0	0					db_r_42	gblade1_1				-1	0																								1500	100	1000		5	1			25				1	-1									
tdrop14006	锦衣掌法精英		AttackNpc	2	2	1	4		npc\fbnpc019002	0.909767	icon\funcnpc\fbnpc019002.png			140	6	5		Treasure140_143	"Npc_jl_zfd01,1,15;Npc_jl_zfd02,1,10;Npc_jl_zfd03,1,10;Npc_jl_zfd04,1,10;Npc_jl_zfd06,1,5;Npc_jl_zfd07,1,10;"	0	8	1.5	0	2	180	8	300	npc_foundplayer	0	0					db_r_42	gblade1_1				-1	0																								1500	100	1000		5	1			25				1	-1									
tdrop14007	少林太祖长拳		AttackNpc	2	1	1	4		npc\monster145	0.909767	icon\monster\monster145.png			140	7	5		Treasure140_143	"Npc_sl_djgq08,1,20;Npc_sl_djgq02,1,10;Npc_sl_djgq03,1,10;Npc_sl_djgq04,1,5;Npc_sl_djgq06,1,5;Npc_sl_djgq07,1,10;"	0	5	1.5	0	2	180	8	300	npc_foundplayer	0	0						hand1_1				-1	0																								1500	100	1000		5	1			25				1	-1									
tdrop14008	丐帮莲花掌		AttackNpc	2	1	1	4		npc\worldnpc292	0.909767	icon\funcnpc\worldnpc292.png			140	8	5		Treasure140_143	"Npc_gb_lhz01,1,20;Npc_gb_lhz02,1,10;Npc_gb_lhz03,1,10;Npc_gb_lhz04,1,15;Npc_gb_lhz06,1,10;Npc_gb_lhz07,1,10;Npc_gb_lhz08,1,10;"	0	5	1.5	0	2	180	8	300	npc_foundplayer	0	0						hand1_1				-1	0																								1500	100	1000		5	1			25				1	-1									
tdrop14009	武当太极剑		AttackNpc	2	1	1	4		npc\monster517	0.909767	icon\monster\monster517.png			140	9	5		Treasure140_143	"Npc_wd_tjj01,1,10;Npc_wd_tjj02,1,2;Npc_wd_tjj03,1,5;Npc_wd_tjj04,1,15;Npc_wd_tjj05,1,10;Npc_wd_tjj07,1,5;Npc_wd_tjj08,1,15;Npc_wd_tjj09,1,10;"	0	5	1.5	0	2	180	8	300	npc_foundplayer	0	0					s_r_npcitem026	sword1_1				-1	0																								1500	100	1000		5	1			25				1	-1									
tdrop14010	君子风花雪月		AttackNpc	2	1	1	4		npc\worldnpc067_02	0.909767	icon\funcnpc\worldnpc067_02.png			140	10	5		Treasure140_143	"Npc_jz_lyfh01,1,15;Npc_jz_lyfh02,1,10;Npc_jz_lyfh03,1,10;Npc_jz_lyfh05,1,10;Npc_jz_lyfh06,1,5;Npc_jz_lyfh07,1,5;Npc_jz_lyfh08,1,10"	0	5	1.5	0	2	180	8	300	npc_foundplayer	0	0					s_r_npcitem026	sword1_1				-1	0																								1500	100	1000		5	1			25				1	-1									
tdrop14105	锦衣掌法		AttackNpc	2	1	1	4		npc\monster134	0.909767	icon\monster\monster134.png			141	5	5		Treasure140_143	"Npc_jy_yzq01,1,15;Npc_jy_yzq02,1,10;Npc_jy_yzq03,1,5;Npc_jy_yzq04,1,10;Npc_jy_yzq06,1,5;Npc_jy_yzq07,1,10;Npc_jy_yzq08,1,15;"	0	5	1.5	0	2	180	8	300	npc_foundplayer	0	0						hand1_2				-1	0																								1500	100	1000		5	1			25				1	-1									
tdrop14106	唐门迷魂镖		AttackNpc	2	1	1	4		npc\monster243	0.909767	icon\monster\monster243.png			141	6	5		Treasure140_143	"Npc_tm_mhb01,1,15;Npc_tm_mhb02,1,10;Npc_tm_mhb03,1,5;Npc_tm_mhb04,1,10;Npc_tm_mhb06,1,5;Npc_tm_mhb07,1,10;Npc_tm_mhb08,1,10;"	0	5	1.5	0	2	180	8	300	npc_foundplayer	0	0						hand1_1				-1	0																								1500	100	1000		5	1			25				1	-1									
tdrop14107	唐门迷魂镖		AttackNpc	2	1	1	4		npc\fbnpc019002	0.909767	icon\monster\npc\fbnpc019002.png			141	7	5		Treasure140_143	"Npc_tm_mhb01,1,15;Npc_tm_mhb02,1,10;Npc_tm_mhb03,1,5;Npc_tm_mhb04,1,10;Npc_tm_mhb06,1,5;Npc_tm_mhb07,1,10;Npc_tm_mhb08,1,10;"	0	5	1.5	0	2	180	8	300	npc_foundplayer	0	0						hand1_1				-1	0																								1500	100	1000		5	1			25				1	-1									
tdrop14108	少林达摩棍法		AttackNpc	2	1	1	4		npc\monster512	0.909767	icon\monster\monster512.png			141	8	5		Treasure140_143	"Npc_sl_dmgf01,1,15;Npc_sl_dmgf02,1,10;Npc_sl_dmgf03,1,10;Npc_sl_dmgf05,1,5;Npc_sl_dmgf06,1,10;Npc_sl_dmgf07,1,10;"	0	5	1.5	0	2	180	8	300	npc_foundplayer	0	0					lst_r_npcitem316	lstuff1_1				-1	0																								1500	100	1000		5	1			25				1	-1									
tdrop14109	峨眉掌法		AttackNpc	2	1	1	4		npc\monster450	0.909767	icon\monster\monster450.png			141	9	5		Treasure140_143	"Npc_em_jdmz01,1,15;Npc_em_jdmz02,1,10;Npc_em_jdmz03,1,10;Npc_em_jdmz05,1,10;Npc_em_jdmz06,1,5;Npc_em_jdmz07,1,10;Npc_em_jdmz08,1,10;"	0	5	1.5	0	2	180	8	300	npc_foundplayer	0	0						hand1_2				-1	0																								1500	100	1000		5	1			25				1	-1									
tdrop14110	武当清风剑法		AttackNpc	2	1	1	4		npc\monster518	0.909767	icon\monster\monster518.png			141	10	5		Treasure140_143	"Npc_wd_qfjf01,1,15;Npc_wd_qfjf02,1,10;Npc_wd_qfjf03,1,15;Npc_wd_qfjf04,1,10;Npc_wd_qfjf06,1,5;Npc_wd_qfjf07,1,10;"	0	5	1.5	0	2	180	8	300	npc_foundplayer	0	0					s_r_npcitem026	sword1_1				-1	0																								1500	100	1000		5	1			25				1	-1									
tdrop14205	极乐追风刀		AttackNpc	2	1	1	4		npc\fbfunnpc00222	0.909767	icon\monster\fbfunnpc00222.png			142	5	5		Treasure140_143	"Npc_jl_zfd01,1,15;Npc_jl_zfd02,1,10;Npc_jl_zfd03,1,10;Npc_jl_zfd04,1,10;Npc_jl_zfd06,1,5;Npc_jl_zfd07,1,10;"	0	5	1.5	0	2	180	8	300	npc_foundplayer	0	0					db_r_42	gblade1_1				-1	0																								1500	100	1000		5	1			25				1	-1									
tdrop14206	黑衣卫		AttackNpc	2	1	1	4		npc\fbnpc00006	0.909767	icon\funcnpc\fbfunnpc00006.png			142	6	5		Treasure140_143	"clone003_qianxizhi_1,1,10;clone003_qianxizhi_2,1,10;clone003_qianxizhi_3,1,10;clone003_qianxizhi_4,1,10;clone003_qianxizhi_5,1,10;clone003_qianxizhi_6,1,10;"	0	5	1.5	0	2	180	8	300	npc_foundplayer	0	0					b_r_npcitem061	blade1_1				-1	0																								1500	100	1000		5	1			25				1	-1									
tdrop14207	锦衣掌法		AttackNpc	2	1	1	4		npc\monster134	0.909767	icon\monster\monster134.png			142	7	5		Treasure140_143	"Npc_jy_yzq01,1,15;Npc_jy_yzq02,1,10;Npc_jy_yzq03,1,5;Npc_jy_yzq04,1,10;Npc_jy_yzq06,1,5;Npc_jy_yzq07,1,10;Npc_jy_yzq08,1,15;"	0	8	1.5	0	2	180	8	300	npc_foundplayer	0	0						hand1_1				-1	0																								1500	100	1000		5	1			25				1	-1									
tdrop14208	唐门迷魂镖		AttackNpc	2	1	1	4		npc\monster243	0.909767	icon\monster\monster243.png			142	8	5		Treasure140_143	"Npc_tm_mhb01,1,15;Npc_tm_mhb02,1,10;Npc_tm_mhb03,1,5;Npc_tm_mhb04,1,10;Npc_tm_mhb06,1,5;Npc_tm_mhb07,1,10;Npc_tm_mhb08,1,10;"	0	8	1.5	0	2	180	8	300	npc_foundplayer	0	0						hand1_1				-1	0																								1500	100	1000		5	1			25				1	-1									
tdrop14209	极乐追风刀		AttackNpc	2	1	1	4		npc\fbfunnpc00222	0.909767	icon\monster\fbfunnpc00222.png			142	9	5		Treasure140_143	"Npc_jl_zfd01,1,15;Npc_jl_zfd02,1,10;Npc_jl_zfd03,1,10;Npc_jl_zfd04,1,10;Npc_jl_zfd06,1,5;Npc_jl_zfd07,1,10;"	0	8	1.5	0	2	180	8	300	npc_foundplayer	0	0					db_r_42	gblade1_1				-1	0																								1500	100	1000		5	1			25				1	-1									
tdrop14210	锦衣掌法		AttackNpc	2	1	1	4		npc\monster134	0.909767	icon\monster\monster134.png			142	10	5		Treasure140_143	"Npc_jy_yzq01,1,15;Npc_jy_yzq02,1,10;Npc_jy_yzq03,1,5;Npc_jy_yzq04,1,10;Npc_jy_yzq06,1,5;Npc_jy_yzq07,1,10;Npc_jy_yzq08,1,15;"	0	8	1.5	0	2	180	8	300	npc_foundplayer	0	0						hand1_1				-1	0																								1500	100	1000		5	1			25				1	-1									
tdrop14305	唐门迷魂镖		AttackNpc	2	1	1	4		npc\monster243	0.909767	icon\monster\monster243.png			143	5	5		Treasure140_143	"Npc_tm_mhb01,1,15;Npc_tm_mhb02,1,10;Npc_tm_mhb03,1,5;Npc_tm_mhb04,1,10;Npc_tm_mhb06,1,5;Npc_tm_mhb07,1,10;Npc_tm_mhb08,1,10;"	0	8	1.5	0	2	180	8	300	npc_foundplayer	0	0						hand1_1				-1	0																								1500	100	1000		5	1			25				1	-1									
tdrop14306	极乐追风刀		AttackNpc	2	1	1	4		npc\fbfunnpc00222	0.909767	icon\monster\fbfunnpc00222.png			143	6	5		Treasure140_143	"Npc_jl_zfd01,1,15;Npc_jl_zfd02,1,10;Npc_jl_zfd03,1,10;Npc_jl_zfd04,1,10;Npc_jl_zfd06,1,5;Npc_jl_zfd07,1,10;"	0	8	1.5	0	2	180	8	300	npc_foundplayer	0	0					db_r_42	gblade1_1				-1	0																								1500	100	1000		5	1			25				1	-1									
tdrop14307	锦衣掌法精英		AttackNpc	2	2	1	4		npc\fbnpc019002	0.909767	icon\funcnpc\fbnpc019002.png			143	7	5		Treasure140_143	"Npc_jl_zfd01,1,15;Npc_jl_zfd02,1,10;Npc_jl_zfd03,1,10;Npc_jl_zfd04,1,10;Npc_jl_zfd06,1,5;Npc_jl_zfd07,1,10;"	0	8	1.5	0	2	180	8	300	npc_foundplayer	0	0					db_r_42	gblade1_1				-1	0																								1500	100	1000		5	1			25				1	-1									
tdrop14308	少林太祖长拳		AttackNpc	2	1	1	4		npc\monster145	0.909767	icon\monster\monster145.png			143	8	5		Treasure140_143	"Npc_sl_djgq08,1,20;Npc_sl_djgq02,1,10;Npc_sl_djgq03,1,10;Npc_sl_djgq04,1,5;Npc_sl_djgq06,1,5;Npc_sl_djgq07,1,10;"	0	5	1.5	0	2	180	8	300	npc_foundplayer	0	0						hand1_1				-1	0																								1500	100	1000		5	1			25				1	-1									
tdrop14309	丐帮莲花掌		AttackNpc	2	1	1	4		npc\worldnpc292	0.909767	icon\funcnpc\worldnpc292.png			143	9	5		Treasure140_143	"Npc_gb_lhz01,1,20;Npc_gb_lhz02,1,10;Npc_gb_lhz03,1,10;Npc_gb_lhz04,1,15;Npc_gb_lhz06,1,10;Npc_gb_lhz07,1,10;Npc_gb_lhz08,1,10;"	0	5	1.5	0	2	180	8	300	npc_foundplayer	0	0						hand1_1				-1	0																								1500	100	1000		5	1			25				1	-1									
tdrop14310	武当太极剑		AttackNpc	2	1	1	4		npc\monster517	0.909767	icon\monster\monster517.png			143	10	5		Treasure140_143	"Npc_wd_tjj01,1,10;Npc_wd_tjj02,1,2;Npc_wd_tjj03,1,5;Npc_wd_tjj04,1,15;Npc_wd_tjj05,1,10;Npc_wd_tjj07,1,5;Npc_wd_tjj08,1,15;Npc_wd_tjj09,1,10;"	0	5	1.5	0	2	180	8	300	npc_foundplayer	0	0					s_r_npcitem026	sword1_1				-1	0																								1500	100	1000		5	1			25				1	-1									
tdrop14405	君子风花雪月		AttackNpc	2	1	1	4		npc\worldnpc067_02	0.909767	icon\funcnpc\worldnpc067_02.png			144	5	5		Treasure144_147	"Npc_jz_lyfh01,1,15;Npc_jz_lyfh02,1,10;Npc_jz_lyfh03,1,10;Npc_jz_lyfh05,1,10;Npc_jz_lyfh06,1,5;Npc_jz_lyfh07,1,5;Npc_jz_lyfh08,1,10"	0	5	1.5	0	2	180	8	300	npc_foundplayer	0	0					s_r_npcitem026	sword1_1				-1	0																								1500	100	1000		5	1			25				1	-1									
tdrop14406	锦衣掌法		AttackNpc	2	1	1	4		npc\monster134	0.909767	icon\monster\monster134.png			144	6	5		Treasure144_147	"Npc_jy_yzq01,1,15;Npc_jy_yzq02,1,10;Npc_jy_yzq03,1,5;Npc_jy_yzq04,1,10;Npc_jy_yzq06,1,5;Npc_jy_yzq07,1,10;Npc_jy_yzq08,1,15;"	0	5	1.5	0	2	180	8	300	npc_foundplayer	0	0						hand1_2				-1	0																								1500	100	1000		5	1			25				1	-1									
tdrop14407	唐门迷魂镖		AttackNpc	2	1	1	4		npc\monster243	0.909767	icon\monster\monster243.png			144	7	5		Treasure144_147	"Npc_tm_mhb01,1,15;Npc_tm_mhb02,1,10;Npc_tm_mhb03,1,5;Npc_tm_mhb04,1,10;Npc_tm_mhb06,1,5;Npc_tm_mhb07,1,10;Npc_tm_mhb08,1,10;"	0	5	1.5	0	2	180	8	300	npc_foundplayer	0	0						hand1_1				-1	0																								1500	100	1000		5	1			25				1	-1									
tdrop14408	唐门迷魂镖		AttackNpc	2	1	1	4		npc\fbnpc019002	0.909767	icon\monster\npc\fbnpc019002.png			144	8	5		Treasure144_147	"Npc_tm_mhb01,1,15;Npc_tm_mhb02,1,10;Npc_tm_mhb03,1,5;Npc_tm_mhb04,1,10;Npc_tm_mhb06,1,5;Npc_tm_mhb07,1,10;Npc_tm_mhb08,1,10;"	0	5	1.5	0	2	180	8	300	npc_foundplayer	0	0						hand1_1				-1	0																								1500	100	1000		5	1			25				1	-1									
tdrop14409	少林达摩棍法		AttackNpc	2	1	1	4		npc\monster512	0.909767	icon\monster\monster512.png			144	9	5		Treasure144_147	"Npc_sl_dmgf01,1,15;Npc_sl_dmgf02,1,10;Npc_sl_dmgf03,1,10;Npc_sl_dmgf05,1,5;Npc_sl_dmgf06,1,10;Npc_sl_dmgf07,1,10;"	0	5	1.5	0	2	180	8	300	npc_foundplayer	0	0					lst_r_npcitem316	lstuff1_1				-1	0																								1500	100	1000		5	1			25				1	-1									
tdrop14410	峨眉掌法		AttackNpc	2	1	1	4		npc\monster450	0.909767	icon\monster\monster450.png			144	10	5		Treasure144_147	"Npc_em_jdmz01,1,15;Npc_em_jdmz02,1,10;Npc_em_jdmz03,1,10;Npc_em_jdmz05,1,10;Npc_em_jdmz06,1,5;Npc_em_jdmz07,1,10;Npc_em_jdmz08,1,10;"	0	5	1.5	0	2	180	8	300	npc_foundplayer	0	0						hand1_2				-1	0																								1500	100	1000		5	1			25				1	-1									
