NPC编号	对象类型	名称	模型编号	NPC类型	NPC种类ID	响应范围	触发事件编号	触发类型	触发任务ID	是否可见	交互顺序	脚本编号	AI编辑包	触发条件	世界触发器相关	存在时间	触发高度
		//达摩派-悟我论禅															
EventNpc_dmp_wwlc_001	EventNpc	悟我论禅活动	npc\worldnpc140	47	4	2		2		1							
EventNpc_dmp_wwlc_002	EventNpc	悟我论禅活动	npc\worldnpc140	47	4	2		2		1							
EventNpc_dmp_wwlc_003	EventNpc	悟我论禅活动	npc\worldnpc140	47	4	25		2		1							
EventNpc_dmp_wwlc_004	EventNpc	悟我论禅活动	npc\worldnpc140	47	4	25		2		1							
EventNpc_dmp_wwlc_005	EventNpc	悟我论禅活动	npc\worldnpc140	47	4	25		2		1							
EventNpc_dmp_wwlc_006	EventNpc	悟我论禅活动	npc\worldnpc140	47	4	25		2		1							
EventNpc_dmp_wwlc_007	EventNpc	悟我论禅活动	npc\worldnpc140	47	4	25		2		1							
EventNpc_dmp_wwlc_008	EventNpc	悟我论禅活动	npc\worldnpc140	47	4	25		2		1							
EventNpc_dmp_wwlc_009	EventNpc	悟我论禅活动	npc\worldnpc140	47	4	33		2		1							
EventNpc_dmp_wwlc_010	EventNpc	悟我论禅活动	npc\worldnpc140	47	4	25		2		1							
																	
																	
EventNpc_ptgy_yxc001	EventNpc	菩提诡影触发	npc\worldnpc140	47	4	10		2		1							
		//达摩日常悟禅															
EventNpc_dmp_rc_wc_01	EventNpc	触发NPC	npc\worldnpc140	47	4	5		2	21791	1							
EventNpc_dmp_rc_wc_02	EventNpc	触发NPC	npc\worldnpc140	47	4	5		2	21791	1							
EventNpc_dmp_rc_wc_03	EventNpc	触发NPC	npc\worldnpc140	47	4	5		2	21791	1							
EventNpc_dmp_rc_wc_04	EventNpc	触发NPC	npc\worldnpc140	47	4	5		2	21793	1							
EventNpc_dmp_rc_wc_05	EventNpc	触发NPC	npc\worldnpc140	47	4	5		2	21793	1							
EventNpc_dmp_rc_wc_06	EventNpc	触发NPC	npc\worldnpc140	47	4	5		2	21793	1							
EventNpc_dmp_rc_wc_07	EventNpc	触发NPC	npc\worldnpc140	47	4	5		2	21794	1							
EventNpc_dmp_rc_wc_08	EventNpc	触发NPC	npc\worldnpc140	47	4	5		2	21794	1							
EventNpc_dmp_rc_wc_09	EventNpc	触发NPC	npc\worldnpc140	47	4	5		2	21794	1							
EventNpc_dmp_rc_wc_10	EventNpc	触发NPC	npc\worldnpc140	47	4	5		2	21795	1							
EventNpc_dmp_rc_wc_11	EventNpc	触发NPC	npc\worldnpc140	47	4	5		2	21795	1							
EventNpc_dmp_rc_wc_12	EventNpc	触发NPC	npc\worldnpc140	47	4	5		2	21795	1							
																	
		//达摩派主线剧情任务															
EventNpc_dmpjq_001	EventNpc	鸣沙谷	npc\worldnpc140	47	4	10		2	21810	1	2						
EventNpc_dmpjq_002	EventNpc	练功房	npc\worldnpc140	47	4	10	8863	8	21812	1				113479			
EventNpc_dmpjq_003	EventNpc	伏魔窟	npc\worldnpc140	47	4	10		2	21815	1	2						
EventNpc_dmpjq_004	EventNpc	伏魔窟	npc\worldnpc140	47	4	10		2	21816	1	3						
EventNpc_dmpjq_005	EventNpc		npc\worldnpc140	47	4	10	8864	8		1				113480			
EventNpc_dmpjq_006	EventNpc	白马寺	npc\worldnpc140	47	4	10		2	21819	1	3						
EventNpc_dmpjq_007	EventNpc		npc\worldnpc140	47	4	10		2		1							
EventNpc_dmpjq_008	EventNpc		npc\worldnpc140	47	4	10		2	21812	1							
EventNpc_dmpjq_009	EventNpc		npc\worldnpc140	47	4	30		2		1							
EventNpc_dmpwuyi_001	EventNpc		npc\worldnpc140	47	4	35		2		1							
																	
EventNpc_wywl_gujzqjz001	EventNpc	阵前叫阵外域触发	npc\worldnpc140	47	4	25		2		1							
EventNpc_wywl_gujzqjz002	EventNpc	阵前叫阵中原触发	npc\worldnpc140	47	4	25		2		1							
																	
																	
EventNpc_ruqin_wy_001	EventNpc	黑幕电影	npc\worldnpc140	47	4	5	9760	4	70807	1	1						
																	
		//恶人谷外域入侵剧情向任务															
																	
EventNpc_wyrq_001	EventNpc	进入任务70903	npc\worldnpc140	47	4	25	8877	8		1				113629			
EventNpc_wyrq_002	EventNpc	进入任务70908	npc\worldnpc140	47	4	25	8878	8		1				113692			
EventNpc_wyrq_003	EventNpc	进入任务70913	npc\worldnpc140	47	4	25	8879	8		1				113693			
juqingxiang_005	EventNpc	进入任务70913	npc\worldnpc140	47	4	49		8		1							
juqingxiang_006	EventNpc	进入任务70913	npc\worldnpc140	47	4	49		8		1							
																	
		//恶人谷机关															
EventNpc_ergjg_gl03	EventNpc	眼花缭乱	npc\worldnpc140	355	4	6		6		1	1				1		
EventNpc_ergjg_gl04	EventNpc	昏迷	npc\worldnpc140	355	4	6		6		1	1				1		
EventNpc_ergjg_gl05	EventNpc	减速	npc\worldnpc140	355	4	6		6		1	1				1		
																	
		//凌波微步-修炼															
EventNpc_lbsl_1	EventNpc	玩法触发	npc\worldnpc140	47	4	10		2		1							
																	
		//凌波微步-奇遇															
EventNpc_lbqy_1	EventNpc	玩法触发	npc\worldnpc140	47	4	10		2		1							
EventNpc_lbqy_2	EventNpc	玩法触发	npc\worldnpc140	47	4	1		2		1							
EventNpc_lbqy_3	EventNpc	玩法触发	npc\worldnpc140	47	4	1		2		1							
																	
		//东方世家-夜巡															
EventNpc_dfsj_yx_001	EventNpc	东方世家进入	npc\worldnpc140	47	4	20		2		1							
																	
		//燕门世家															
EventNpc_ymsj_guj_wst001	EventNpc	燕门世家五色台玩法--地狱	npc\worldnpc140	47	4	180		2		1							
EventNpc_ymsj_guj_wst003	EventNpc	燕门世家五色台玩法--简单	npc\worldnpc140	47	4	180		2		1							
																	
		//燕门世家--八阵图															
EventNpc_ymsj_lzy_bzt001	EventNpc	燕门世家八阵图随机传送	npc\worldnpc140	47	4	10		2		1							
EventNpc_ymsj_lzy_bzt002	EventNpc	燕门世家八阵图随机传送	npc\itemnpc057_tg1.ini	47	4	1		2		0							
																	
		//燕门世家--草药玩法															
EventNpc_ymsj_guj_caoyao001	EventNpc	燕门世家-草药玩法	npc\worldnpc140	47	4	10		2		1							
																	
		//燕门世家--拼图玩法															
EventNpc_ymsj_guj_pintu001	EventNpc	燕门世家-拼图玩法	npc\worldnpc140	47	4	10		2		1							
																	
EventNpc_ymsj_guj_fenwei002	EventNpc	燕门世家氛围玩法	npc\worldnpc140	47	4	10		2		1							
																	
																	
		//燕门世家剧情															
Eventnpc_ymzyb_001	EventNpc	坟墓	npc\worldnpc140	47	4	10		2		1							
Eventnpc_ymzyb_002	EventNpc	回去	npc\worldnpc140	47	4	10		2	71154	1	3						
Eventnpc_ymzyb_003	EventNpc	牡丹花	npc\worldnpc140	47	4	10		2	71155	1	3						
Eventnpc_ymzyb_004	EventNpc	牡丹花	npc\worldnpc140	47	4	10		2	71155	1	3						
Eventnpc_ymzyb_005	EventNpc	牡丹大师	npc\worldnpc140	47	4	10		2	71157	1	1						
Eventnpc_ymzyb_006	EventNpc	驸马府	npc\worldnpc140	47	4	10		2	71159	1	2						
Eventnpc_ymzyb_007	EventNpc	离开	npc\worldnpc140	47	4	10		2	71160	1	3						
Eventnpc_ymzyb_008	EventNpc	离开	npc\worldnpc140	47	4	10		2	71161	1	2						
Eventnpc_ymzyb_009	EventNpc	离开	npc\worldnpc140	47	4	10		2	71164	1	3						
Eventnpc_ymzyb_010	EventNpc	兰姬	npc\worldnpc140	47	4	10		2	71166	1	2						
Eventnpc_ymzyb_011	EventNpc	回去	npc\worldnpc140	47	4	10		2	71168	1	3						
Eventnpc_ymzyb_012	EventNpc	科尔沁部族	npc\worldnpc140	47	4	10		2	71171	1	1						
Eventnpc_ymzyb_013	EventNpc	驸马府	npc\worldnpc140	47	4	10		2	71158	1	3						
Eventnpc_ymzyb_014	EventNpc	驸马府	npc\worldnpc140	47	4	30	8957	8		1				114426			
																	
																	
EventNpc_ngsj_shp_001	EventNpc	南宫世家玩法	npc\worldnpc140	47	4	10	8951	8		1				114263			
EventNpc_ngsj_shp_002	EventNpc	南宫世家玩法	npc\worldnpc140	47	4	10	8952	8		1				114264			
EventNpc_ngsj_shp_003	EventNpc	南宫世家玩法	npc\worldnpc140	47	4	10	8953	8		1				114265			
EventNpc_ngsj_shp_004	EventNpc	南宫世家玩法	npc\worldnpc140	47	4	10	8954	8		1				114266			
																	
		//慕容世家-逃离															
EventNpc_lpf_mr001	EventNpc	一阶段玩法进入触发NPC	npc\worldnpc140	47	4	10		2		1							
EventNpc_lpf_mr002	EventNpc	二阶段玩法进入触发NPC	npc\worldnpc140	47	4	10		2		1							
EventNpc_lpf_mr003	EventNpc	三阶段玩法进入触发NPC	npc\worldnpc140	47	4	10		2		1							
EventNpc_lpf_mr004	EventNpc	四阶段玩法进入触发NPC	npc\worldnpc140	47	4	10		2		1							
																	
		//东方世家-藏剑阁															
EventNpc_dfsj_cjg_001	EventNpc	东方世家进入	npc\worldnpc140	47	4	20		2		1							
																	
		//东方世家-铸剑藏剑															
EventNpc_dfsjzjcj_001	EventNpc	东方世家进入	npc\worldnpc140	47	4	20		2		1							
																	
		//南宫世家--剧情															
EventNpc_ngsj_guj_jqi001	EventNpc	南宫世家剧情触发	npc\worldnpc140	47	4	10		2	71363	1							
EventNpc_ngsj_guj_jqi002	EventNpc	南宫世家剧情触发-罂粟地	npc\worldnpc140	47	4	10		2	71363	1							
EventNpc_ngsj_guj_jqi003	EventNpc	南宫世家剧情触发-村子	npc\worldnpc140	47	4	10		2	71364	1							
EventNpc_ngsj_guj_jqi004	EventNpc	南宫世家剧情触发-南宫丑	npc\worldnpc140	47	4	5		2		1							
EventNpc_ngsj_guj_jqi005	EventNpc	南宫世家剧情触发-烧罂粟	npc\worldnpc140	47	4	10		2		1							
EventNpc_ngsj_guj_jqi006	EventNpc	南宫世家剧情触发-南宫玉真处	npc\worldnpc140	47	4	10		2		1							
EventNpc_ngsj_guj_jqi007	EventNpc	南宫世家剧情触发-查明真相	npc\worldnpc140	47	4	30		2		1							
																	
		//东方世家剧情															
Eventnpc_zybdf_001	EventNpc	兵器库	npc\worldnpc140	47	4	10		2	71213	1	5						
Eventnpc_zybdf_002	EventNpc	离开	npc\worldnpc140	47	4	10		2	71217	1	1						
Eventnpc_zybdf_003	EventNpc	阻止事发	npc\worldnpc140	47	4	10		2	71218	1	4						
Eventnpc_zybdf_004	EventNpc	前去探路	npc\worldnpc140	47	4	10		2	71224	1	5						
Eventnpc_zybdf_005	EventNpc	继续探路	npc\worldnpc140	47	4	10		2	71224	1	7						
Eventnpc_zybdf_006	EventNpc	魔教	npc\worldnpc140	47	4	30	8959	8		1				114622			
																	
		//燕门世家															
EventNpc_ymsj_guj_msz001	EventNpc	燕门世家迷石阵玩法-陷阱	npc\worldnpc140	47	4	3		2		1							
EventNpc_ymsj_guj_msz002	EventNpc	燕门世家迷石阵玩法-陷阱	npc\worldnpc140	47	4	3		2		1							
EventNpc_ymsj_guj_msz003	EventNpc	燕门世家迷石阵玩法-陷阱	npc\worldnpc140	47	4	3		2		1							
EventNpc_ymsj_guj_msz004	EventNpc	燕门世家迷石阵玩法-陷阱	npc\worldnpc140	47	4	3		2		1							
EventNpc_ymsj_guj_msz005	EventNpc	燕门世家迷石阵玩法-陷阱	npc\worldnpc140	47	4	3		2		1							
EventNpc_ymsj_guj_msz006	EventNpc	燕门世家迷石阵玩法	npc\worldnpc140	47	4	10		2		1							
EventNpc_ymsj_guj_msz007	EventNpc	燕门世家迷石阵玩法-陷阱	npc\worldnpc140	47	4	3		2		1							
EventNpc_ymsj_guj_msz008	EventNpc	燕门世家迷石阵玩法-陷阱	npc\worldnpc140	47	4	3		2		1							
EventNpc_ymsj_guj_msz009	EventNpc	燕门世家迷石阵玩法-陷阱	npc\worldnpc140	47	4	3		2		1							
EventNpc_ymsj_guj_msz010	EventNpc	燕门世家迷石阵玩法-前置	npc\worldnpc140	47	4	3		2		1							
EventNpc_ymsj_guj_msz011	EventNpc	燕门世家迷石阵玩法-前置	npc\worldnpc140	47	4	3		2		1							
EventNpc_ymsj_guj_msz012	EventNpc	燕门世家迷石阵玩法-前置	npc\worldnpc140	47	4	3		2		1							
																	
		//慕容世家剧情															
EventNpc_mrzyb_001	EventNpc	兵器库	npc\worldnpc140	47	4	10		2	71226	1	3						
EventNpc_mrzyb_002	EventNpc	兵器库	npc\worldnpc140	47	4	10		2	71228	1	2						
EventNpc_mrzyb_003	EventNpc	兵器库	npc\worldnpc140	47	4	10		2	71229	1	2						
EventNpc_mrzyb_004	EventNpc	兵器库	npc\worldnpc140	47	4	10		2	71229	1	4						
EventNpc_mrzyb_005	EventNpc	兵器库	npc\worldnpc140	47	4	10		2	71230	1	2						
EventNpc_mrzyb_006	EventNpc	兵器库	npc\worldnpc140	47	4	10		2	71236	1	2						
																	
		//外域情报															
EventNpc_wyqb_hd_001	EventNpc	外域情报进入1	npc\worldnpc140	47	4	20		2		1							
EventNpc_wyqb_hd_002	EventNpc	外域情报进入2	npc\worldnpc140	47	4	20		2		1							
EventNpc_wyqb_hd_003	EventNpc	外域情报进入3	npc\worldnpc140	47	4	20		2		1							
																	
EventNpc_guild_biaoche_001	EventNpc	帮会镖车目的地	npc\worldnpc140	47	4	20		2		1							
EventNpc_guild_biaoche_002	EventNpc	帮会镖车目的地	npc\worldnpc140	47	4	20		2		1							
EventNpc_guild_biaoche_003	EventNpc	帮会镖车目的地	npc\worldnpc140	47	4	20		2		1							
EventNpc_guild_biaoche_004	EventNpc	帮会镖车目的地	npc\worldnpc140	47	4	20		2		1							
																	
		//三盟争霸															
EventNpc_smzb	EventNpc	事件刷新	npc\worldnpc140	47	4	20		2		1							
EventNpc_smzb_tianwei	EventNpc	天威触发安全区	npc\worldnpc140	47	4	50		2		1							
EventNpc_smzb_tianwu	EventNpc	天武触发安全区	npc\worldnpc140	47	4	50		2		1							
EventNpc_smzb_tianqi	EventNpc	天启触发安全区	npc\worldnpc140	47	4	50		2		1							
																	
Event_qygp_dy_55580	EventNpc	奇遇古谱太极拳	npc\itemnpc057e	47	4	25		2	55580	1	4						
																	
		//琴古谱参悟															
EventNpc_gujqingupu_001	EventNpc	琴古谱参悟触发NPC	npc\worldnpc140	47	4	50		2		1							
																	
		剧情玩法npc1															
EventNpc_jqwf_xjq_001	EventNpc	进入剧情玩法恶人谷到触发进分组	npc\worldnpc140	47	4	10	9014	8		1				29145			
EventNpc_jqwf_xjq_001_a	EventNpc	进入剧情玩法恶人谷到触发进分组后空NPC	npc\worldnpc140	47	4	10		2		1							
EventNpc_jqwf_xjq_001_b	EventNpc	进入剧情玩法恶人谷到谷外后触发动画	npc\worldnpc140	47	4	10	9840	4	72307	1	5						
EventNpc_jqwf_xjq_002	EventNpc	进入剧情玩法粮草弟子分组内NPC	npc\worldnpc140	47	4	20		2		1							
EventNpc_jqwf_xjq_003	EventNpc	进入剧情玩法摘星门进入分组内npc	npc\worldnpc140	47	4	20		2		1							
EventNpc_jqwf_xjq_004	EventNpc	进入剧情玩法素云宫触发进分组	npc\worldnpc140	47	4	10	9018	8		1				29147			
EventNpc_jqwf_xjq_005	EventNpc	进入剧情玩法素云宫进入分组内NPC	npc\worldnpc140	47	4	20		2		1							
EventNpc_jqwf_xjq_006	EventNpc	进入剧情玩法昆仑派触发房中刺客动画	npc\worldnpc140	47	4	20		4		1							
EventNpc_jqwf_xjq_007	EventNpc	进入剧情玩法昆仑派剑圣池外触发进分组	npc\worldnpc140	47	4	10	9019	8		1				29143			
EventNpc_jqwf_xjq_008	EventNpc	进入剧情玩法昆仑派剑圣池分组内NPC	npc\worldnpc140	47	4	20		2		1							
EventNpc_jqwf_xjq_009	EventNpc	进入剧情玩法昆仑派进入分组大殿	npc\worldnpc140	47	4	10	9020	8		1				29144			
EventNpc_jqwf_xjq_010	EventNpc	进入剧情玩法昆仑派进入大殿后的NPC	npc\worldnpc140	47	4	20		2		1							
EventNpc_jqwf_xjq_011	EventNpc	剧情玩法进入中原营地触发动画	npc\worldnpc140	47	4	10	9848	4	72336	1	3						
EventNpc_jqwf_xjq_012	EventNpc	剧情玩法东方氏村触发进分组	npc\worldnpc140	47	4	10	9021	8		1				29140			
EventNpc_jqwf_xjq_013	EventNpc	剧情玩法东方氏村进入分组后NPC	npc\worldnpc140	47	4	20		2		1							
EventNpc_jqwf_xjq_014	EventNpc	剧情玩法进入恶人谷谷道触发进分组	npc\worldnpc140	47	4	10	9022	8		1				29146			
EventNpc_jqwf_xjq_015	EventNpc	剧情玩法恶人谷谷道进入分组后NPC	npc\worldnpc140	47	4	20		2		1							
																	
EventNpc_wywl_001	EventNpc	少林风水宝地位置	npc\worldnpc140	47	4	20		2	72310	1	2						
EventNpc_wywl_002	EventNpc	阵眼发动位置	npc\worldnpc140	47	4	20		2	72317	1	3						
EventNpc_wywl_003	EventNpc	恶人谷跳跃结束触发点	npc\worldnpc140	47	4	20		2	72302	1	1						
																	
		//4月版本活动触发NPC															
EventNpc_guj_04yue_001	EventNpc	活动触发	npc\worldnpc140	47	4	50		2		1							
EventNpc_guj_04yue_002	EventNpc	活动触发	npc\worldnpc140	47	4	3		2		1							
EventNpc_guj_04yue_003	EventNpc	活动触发	npc\worldnpc140	47	4	10		2		1							
																	
EventNpc_activity_jw	EventNpc	朝鲜将领刷新—洛阳	npc\itemnpc057	52	4	1		2		1			5165				
																	
EventNpc_jqwf_xjq_016	EventNpc	剧情玩法恶人谷触发黑白子被困动画	npc\worldnpc140	47	4	10	9851	4	72338	1	2						
EventNpc_jqwf_xjq_017	EventNpc	剧情玩法恶人谷去黑泥谷途中触发麻袋电影	npc\worldnpc140	47	4	10	9852	4	72339	1	2						
EventNpc_jqwf_xjq_018	EventNpc	剧情玩法恶人谷返回途中触发进分组击杀穆万离	npc\worldnpc140	47	4	10	9023	8		1				29176			
EventNpc_jqwf_xjq_019	EventNpc	剧情玩法恶人谷返回途中触发进分组内NPC	npc\worldnpc140	47	4	20		2		1							
EventNpc_jqwf_xjq_020	EventNpc	剧情玩法恶人谷内谷触发进分组击杀黎镇丘	npc\worldnpc140	47	4	10	9024	8		1				29177			
EventNpc_jqwf_xjq_021	EventNpc	剧情玩法恶人谷内谷触发进分组内的NPC击杀黎镇丘	npc\worldnpc140	47	4	20		2		1							
EventNpc_jqwf_xjq_022	EventNpc	剧情玩法恶人谷前往黑泥谷触发进决战分组	npc\worldnpc140	47	4	10	9025	8		1				29178			
EventNpc_jqwf_xjq_023	EventNpc	剧情玩法恶人谷前往黑泥谷触发进入分组后的npc决战	npc\worldnpc140	47	4	20		2		1							
EventNpc_hd_201751_001	EventNpc	马棚	npc\worldnpc140	47	4	10		2		1							
																	
cbt_danrenwanfa_001	EventNpc	藏宝图单人玩法1	npc\worldnpc140	47	4	50		2		1							
cbt_danrenwanfa_002	EventNpc	藏宝图单人玩法2	npc\worldnpc140	47	4	50		2		1							
																	
EventNpc_lzy_cbt_drrw_chuangchu	EventNpc	传出	npc\worldnpc140	47	4	30		2		1							
EventNpc_lzy_cbt_drrw001	EventNpc	成都	npc\worldnpc140	47	4	10		2		1							
EventNpc_lzy_cbt_drrw002	EventNpc	苏州	npc\worldnpc140	47	4	10		2		1							
EventNpc_lzy_cbt_drrw003	EventNpc	金陵	npc\worldnpc140	47	4	10		2		1							
EventNpc_lzy_cbt_drrw004	EventNpc	洛阳	npc\worldnpc140	47	4	10		2		1							
EventNpc_lzy_cbt_drrw005	EventNpc	燕京	npc\worldnpc140	47	4	10		2		1							
																	
EventNpc_lzy_cbtdrwf_zpjg001	EventNpc	藏宝图单人玩法2	npc\worldnpc140	47	4	50		2		1							
EventNpc_lzy_cbtdrwf_tsbd001	EventNpc	藏宝图单人玩法3	npc\worldnpc140	47	4	50		2		1							
EventNpc_lzy_cbtdrwf_tsbd002	EventNpc	藏宝图单人玩法3-光源	npc\itemnpc057_lzyguangyuan	47	4	5		2		1							
EventNpc_lzy_cbtdrwf_tsbd011	EventNpc	武器架	npc\worldnpc140	202	4	1.5		2		1							
EventNpc_lzy_cbtdrwf_tsbd012	EventNpc	箱子	npc\worldnpc140	202	4	2		3		1							
EventNpc_lzy_cbtdrwf_tsbd013	EventNpc	书柜	npc\worldnpc140	202	4	1.5		2		1							
EventNpc_lzy_cbtdrwf_tsbd014	EventNpc	火盆	npc\worldnpc140	202	4	2		3		1							
EventNpc_lzy_cbtdrwf_tsbd015	EventNpc	书桌1	npc\worldnpc140	202	4	1.5		2		1							
EventNpc_lzy_cbtdrwf_tsbd016	EventNpc	书桌2	npc\worldnpc140	202	4	1.5		2		1							
EventNpc_lzy_cbtdrwf_tsbd017	EventNpc	石雕1	npc\worldnpc140	202	4	3		3		1							
EventNpc_lzy_cbtdrwf_tsbd018	EventNpc	石雕2	npc\worldnpc140	202	4	3		3		1							
EventNpc_lzy_cbtdrwf_tsbd019	EventNpc	灯1	npc\worldnpc140	202	4	1.5		2		1							
EventNpc_lzy_cbtdrwf_tsbd020	EventNpc	灯2	npc\worldnpc140	202	4	1.5		2		1							
EventNpc_lzy_cbtdrwf_tsbd021	EventNpc	灯3	npc\worldnpc140	202	4	1.5		2		1							
EventNpc_lzy_cbtdrwf_tsbd022	EventNpc	灯4	npc\worldnpc140	202	4	1.5		2		1							
EventNpc_lzy_cbtdrwf_tsbd023	EventNpc	灯5	npc\worldnpc140	202	4	1.5		2		1							
EventNpc_lzy_cbtdrwf_tsbd024	EventNpc	书桌3	npc\worldnpc140	202	4	1.5		2		1							
EventNpc_lzy_cbtdrwf_yczk001	EventNpc	藏宝图单人玩法1	npc\worldnpc140	47	4	50		2		1							
																	
		//王朝宝藏多人珍稀图事件6触发NPC															
EventNpc_guj_zxtcbt_001	EventNpc	普通图结束传送	npc\worldnpc140	47	4	50		2		1							
EventNpc_guj_zxtcbt_002	EventNpc	珍稀图事件触发	npc\worldnpc140	47	4	50		2		1							
																	
		//王朝宝藏多人珍稀图事件8触发NPC															
EventNpc_guj_zxtcbt_003	EventNpc	普通图结束传送	npc\worldnpc140	47	4	50		2		1							
EventNpc_guj_zxtcbt_004	EventNpc	珍稀图事件触发	npc\worldnpc140	47	4	50		2		1							
																	
		//王朝宝藏多人珍稀图事件8触发NPC															
EventNpc_guj_zxtcbt_005	EventNpc	珍稀图事件触发	npc\worldnpc140	47	4	50		2		1							
																	
		//王朝宝藏多人触发NPC															
EventNpc_lpf_bg	EventNpc	八卦事件	npc\worldnpc140	47	4	50		2		1							
EventNpc_lpf_dt	EventNpc	打探事件	npc\worldnpc140	47	4	50		2		1							
EventNpc_lpf_dt_1	EventNpc	血池触发圈	npc\itemnpc057_lengpf035	202	4	2		2		0						30000	
EventNpc_lpf_by_0	EventNpc	开始搬运事件	npc\worldnpc140	47	4	50		2		1							
EventNpc_lpf_by_1	EventNpc	结束搬运事件	npc\itemnpc057_lengpf034	202	4	5		2		0							
EventNpc_lpf_9c_1	EventNpc	九层妖塔-刷怪点1	npc\itemnpc057_lengpf032	202	4	2		2		0							
EventNpc_lpf_9c_2	EventNpc	九层妖塔-刷怪点2	npc\itemnpc057_lengpf032	202	4	2		2		0							
EventNpc_lpf_9c_3	EventNpc	九层妖塔-刷怪点3	npc\itemnpc057_lengpf032	202	4	2		2		0							
EventNpc_lpf_9c_4	EventNpc	九层妖塔-触发	npc\worldnpc140	47	4	50		2		1							
																	
		//明教NPC															
eventnpc_zybmj_001	EventNpc	司空清哲	npc\worldnpc140	47	4	10		2	72706	1	4						
eventnpc_zybmj_002	EventNpc	梅花针	npc\worldnpc140	47	4	10		2	72708	1	3						
eventnpc_zybmj_003	EventNpc	梅花针	npc\worldnpc140	47	4	10		2	72708	1	4						
eventnpc_zybmj_004	EventNpc	藏身处	npc\worldnpc140	47	4	3		2	72709	1	1						
eventnpc_zybmj_005	EventNpc	黑衣人	npc\worldnpc140	47	4	10		2	72707	1	3						
eventnpc_zybmj_006	EventNpc	宇文蓉进分组	npc\worldnpc140	47	4	5	9047	8		1				116309			
