NPC编号	ini注释名称	对象类型	NPC类型	实力包编号	级别	修为经验	怪物强度	掉落	掉落数量	走路速度	跑步速度	武器持握方式	是否转身	模型编号	模型半径	图片	npc声音	材质类型	脚本编号	技能表	AI类型	主动被动	响应范围	锁定位移攻击	选择操作	拾取权限清空时间	无拾取物消失时间	最大消失时间	刷新时间	触发特效	巡逻模式	巡逻半径	路径ID	是否随机出现	武器名称	武器类型	出生状态	表现AI包编号	NPC种类ID	门派	称号	籍贯	阵营	名字表序号	生平表序号	生平	空闲状态对话	进入战斗对话	脱离战斗对话	死亡对话	召唤对话	受到伤害状态对话	敌人NPC编号表	队友编号	能否攻击	能不能被攻击	不能被杀死	攻击防御比重	防御概率	"战斗频率,毫秒"	无法被硬直	锁定技能间隔	召唤类型	召唤ID	召唤半径	表演概率	表演时间	"追击范围,米"	只关心距离脱离战斗	附加随机能力编号	普通攻击	势力归属	势力关系表	AI编辑包	直接触发	NPC可战斗设置	动作集	存在时间	缩放尺寸	格挡类型
newschoolwar3_swmon_jlg01	极乐谷初级弟子	CommonNpc	2	4	60		2			1.25	5	hand1_1		npc\worldnpc544	0.925	icon\funcnpc\worldnpc544.png				"Npc_jl_fgz01,1,10;Npc_jl_fgz02,1,10;Npc_jl_fgz03,1,10;Npc_jl_fgz04,1,10;Npc_jl_fgz05,1,10;Npc_jl_fgz07,1,10"	1			0	2	120	120	120	120000									1																						1500	1	1000	0					50				639			1	1				
newschoolwar3_swmon_jlg02	极乐谷毒使弟子	CommonNpc	2	4	60		2			1.25	5	hand1_1		npc\worldnpc200	0.905	icon\funcnpc\worldnpc200.png				"Npc_jl_fgz01,1,10;Npc_jl_fgz02,1,10;Npc_jl_fgz03,1,10;Npc_jl_fgz04,1,10;Npc_jl_fgz05,1,10;Npc_jl_fgz07,1,10"	1			0	2	120	120	120	120000									1																						1500	1	1000	0					50				639			1	1				
newschoolwar3_swmon_jlg03	梨园守卫	CommonNpc	2	4	65		2			1.25	5	hand1_1		npc\worldnpc200	0.91	icon\funcnpc\worldnpc200.png				"Npc_jl_fgz01,1,10;Npc_jl_fgz02,1,10;Npc_jl_fgz03,1,10;Npc_jl_fgz04,1,10;Npc_jl_fgz05,1,10;Npc_jl_fgz07,1,10"	1			0	2	120	120	120	120000									1																						1500	1	1000	0					50				639			1	1				
newschoolwar3_swmon_jlg04	药房守卫	CommonNpc	2	4	65		2			1.25	5	hand1_1		npc\worldnpc200	0.89	icon\funcnpc\worldnpc200.png				"Npc_jl_fgz01,1,10;Npc_jl_fgz02,1,10;Npc_jl_fgz03,1,10;Npc_jl_fgz04,1,10;Npc_jl_fgz05,1,10;Npc_jl_fgz07,1,10"	1			0	2	120	120	120	120000									1																						1500	1	1000	0					50				639			1	1				
newschoolwar3_swmon_jlg05	极乐谷尸使弟子	CommonNpc	2	4	65		2			1.25	5	hand1_1		npc\monster243	0.95	icon\monster\monster243.png				"Npc_jl_fgz01,1,10;Npc_jl_fgz02,1,10;Npc_jl_fgz03,1,10;Npc_jl_fgz04,1,10;Npc_jl_fgz05,1,10;Npc_jl_fgz07,1,10"	1			0	2	120	120	120	120000									1																						1500	1	1000	0					50				639			1	1				
newschoolwar3_swmon_jlg06	极乐谷高级男弟子	CommonNpc	2	4	65		2			1.25	5	hand1_1		npc\worldnpc545	0.955	icon\funcnpc\worldnpc545.png				"Npc_jl_fgz01,1,10;Npc_jl_fgz02,1,10;Npc_jl_fgz03,1,10;Npc_jl_fgz04,1,10;Npc_jl_fgz05,1,10;Npc_jl_fgz07,1,10"	1			0	2	120	120	120	120000									1																						1500	1	1000	0					50				639			1	1				
newschoolwar3_swmon_jlg07	极乐谷高级女弟子	CommonNpc	2	4	65		2			1.25	5	hand1_2		npc\monster156	0.925	icon\monster\monster156.png				"Npc_jl_fgz01,1,10;Npc_jl_fgz02,1,10;Npc_jl_fgz03,1,10;Npc_jl_fgz04,1,10;Npc_jl_fgz05,1,10;Npc_jl_fgz07,1,10"	1			0	2	120	120	120	120000									1																						1500	1	1000	0					50				639			1	1				
newschoolwar3_swmon_jlg08	极乐殿守卫	CommonNpc	2	4	60		2			1.25	5	hand1_1		npc\monster243	0.97	icon\monster\monster243.png				"Npc_jl_fgz01,1,10;Npc_jl_fgz02,1,10;Npc_jl_fgz03,1,10;Npc_jl_fgz04,1,10;Npc_jl_fgz05,1,10;Npc_jl_fgz07,1,10"	1			0	2	120	120	120	120000									1																						1500	1	1000	0					50				639			1	1				
newschoolwar3_swmon_jlg09	极乐谷鬼使弟子	CommonNpc	2	4	60		2			1.25	5	hand1_2		npc\monster134	0.97	icon\monster\monster134.png				"Npc_jl_fgz01,1,10;Npc_jl_fgz02,1,10;Npc_jl_fgz03,1,10;Npc_jl_fgz04,1,10;Npc_jl_fgz05,1,10;Npc_jl_fgz07,1,10"	1			0	2	120	120	120	120000									1																						1500	1	1000	0					50				639			1	1				
newschoolwar3_swmon_jlg10	忘仙阁守卫	CommonNpc	2	4	70		2			1.25	5	hand1_1		npc\worldnpc393	0.939861	icon\funcnpc\worldnpc393.png				"Npc_jl_fgz01,1,10;Npc_jl_fgz02,1,10;Npc_jl_fgz03,1,10;Npc_jl_fgz04,1,10;Npc_jl_fgz05,1,10;Npc_jl_fgz07,1,10"	1			0	2	120	120	120	120000									1																						1500	1	1000	0					50				639			1	1				
newschoolwar3_swmon_jlg11	极乐谷佛使弟子	CommonNpc	2	4	70		2			1.25	5	hand1_1		npc\worldnpc544	0.939861	icon\funcnpc\worldnpc544.png				"Npc_jl_fgz01,1,10;Npc_jl_fgz02,1,10;Npc_jl_fgz03,1,10;Npc_jl_fgz04,1,10;Npc_jl_fgz05,1,10;Npc_jl_fgz07,1,10"	1			0	2	120	120	120	120000									1																						1500	1	1000	0					50				639			1	1				
newschoolwar3_swmon_jlg12	极乐谷盅使弟子	CommonNpc	2	4	70		2			1.25	5	hand1_1		npc\worldnpc544	0.939861	icon\funcnpc\worldnpc544.png				"Npc_jl_fgz01,1,10;Npc_jl_fgz02,1,10;Npc_jl_fgz03,1,10;Npc_jl_fgz04,1,10;Npc_jl_fgz05,1,10;Npc_jl_fgz07,1,10"	1			0	2	120	120	120	120000									1																						1500	1	1000	0					50				639			1	1				
							2																																																																									
	//唐门-school05						2																																																																									
newschoolwar3_swmon_tm01	唐门男弟子	CommonNpc	2	4	60		2			1.25	5	hand1_1		npc\monster378	0.95	icon\monster\monster378.png				"Npc_tm_mhb01,1,10;Npc_tm_mhb02,1,10;Npc_tm_mhb03,1,10;Npc_tm_mhb04,1,10;Npc_tm_mhb05,1,10;Npc_tm_mhb06,1,10"	1			0	2	120	120	120	120000									1																						1500	1	1000	0					50				639			1	1				
newschoolwar3_swmon_tm02	唐门女弟子	CommonNpc	2	4	60		2			1.25	5	hand1_2		npc\worldnpc388	0.955	icon\funcnpc\worldnpc388.png				"Npc_tm_mhb01,1,10;Npc_tm_mhb02,1,10;Npc_tm_mhb03,1,10;Npc_tm_mhb04,1,10;Npc_tm_mhb05,1,10;Npc_tm_mhb06,1,10"	1			0	2	120	120	120	120000									1																						1500	1	1000	0					50				639			1	1				
newschoolwar3_swmon_tm03	唐门外堂弟子	CommonNpc	2	4	65		2			1.25	5	hand1_1		npc\monster379	0.925	icon\monster\monster379.png				"Npc_tm_mhb01,1,10;Npc_tm_mhb02,1,10;Npc_tm_mhb03,1,10;Npc_tm_mhb04,1,10;Npc_tm_mhb05,1,10;Npc_tm_mhb06,1,10"	1			0	2	120	120	120	120000									1																						1500	1	1000	0					50				639			1	1				
newschoolwar3_swmon_tm04	唐门内堂弟子	CommonNpc	2	4	65		2			1.25	5	hand1_1		npc\monster377	0.97	icon\monster\monster377.png				"Npc_tm_mhb01,1,10;Npc_tm_mhb02,1,10;Npc_tm_mhb03,1,10;Npc_tm_mhb04,1,10;Npc_tm_mhb05,1,10;Npc_tm_mhb06,1,10"	1			0	2	120	120	120	120000									1																						1500	1	1000	0					50				639			1	1				
newschoolwar3_swmon_tm05	唐家堡守卫	CommonNpc	2	4	65		2			1.25	5	hand1_1		npc\monster378	0.95	icon\monster\monster378.png				"Npc_tm_mhb01,1,10;Npc_tm_mhb02,1,10;Npc_tm_mhb03,1,10;Npc_tm_mhb04,1,10;Npc_tm_mhb05,1,10;Npc_tm_mhb06,1,10"	1			0	2	120	120	120	120000									1																						1500	1	1000	0					50				639			1	1				
newschoolwar3_swmon_tm06	唐家堡高手	CommonNpc	2	54	70		2			1.25	5	hand1_1		npc\monster168	0.95	icon\monster\monster168.png				"Npc_tm_mhb01,1,10;Npc_tm_mhb02,1,10;Npc_tm_mhb03,1,10;Npc_tm_mhb04,1,10;Npc_tm_mhb05,1,10;Npc_tm_mhb06,1,10"	1			0	2	120	120	120	120000									1																						1500	1	1000	0					50				639			1	1				
newschoolwar3_swmon_tm07	唐门高级男弟子	CommonNpc	2	4	70		2			1.25	5	hand1_1		npc\monster379	0.925	icon\monster\monster379.png				"Npc_tm_mhb01,1,10;Npc_tm_mhb02,1,10;Npc_tm_mhb03,1,10;Npc_tm_mhb04,1,10;Npc_tm_mhb05,1,10;Npc_tm_mhb06,1,10"	1			0	2	120	120	120	120000									1																						1500	1	1000	0					50				639			1	1				
newschoolwar3_swmon_tm08	唐门高级女弟子	CommonNpc	2	4	70		2			1.25	5	hand1_2		npc\worldnpc386	0.95	icon\funcnpc\worldnpc386.png				"Npc_tm_mhb01,1,10;Npc_tm_mhb02,1,10;Npc_tm_mhb03,1,10;Npc_tm_mhb04,1,10;Npc_tm_mhb05,1,10;Npc_tm_mhb06,1,10"	1			0	2	120	120	120	120000									1																						1500	1	1000	0					50				639			1	1				
							2																																																													50												
	//峨眉-school06						2																																																													50												
newschoolwar3_swmon_em01	峨眉派护山弟子	CommonNpc	2	4	65		2			1.25	5	dknife1_2		npc\worldnpc527	0.925	icon\funcnpc\worldnpc527.png				"Npc_em_jdmz07,1,10;Npc_em_jdmz01,1,10;Npc_em_jdmz02,1,10;Npc_em_jdmz03,1,10;Npc_em_jdmz05,1,10;Npc_em_jdmz06,1,10"	1			0	2	120	120	120	120000						dk_r_701	13		1																						1500	1	1000	0					50				639			1	1				
newschoolwar3_swmon_em02	峨眉桂系弟子	CommonNpc	2	4	65		2			1.25	5	knife1_2		npc\worldnpc306	0.905	icon\funcnpc\worldnpc306.png				"Npc_em_jdmz07,1,10;Npc_em_jdmz01,1,10;Npc_em_jdmz02,1,10;Npc_em_jdmz03,1,10;Npc_em_jdmz05,1,10;Npc_em_jdmz06,1,10"	1			0	2	120	120	120	120000						k_r_504	3		1																						1500	1	1000	0					50				639			1	1				
newschoolwar3_swmon_em03	峨眉梅系弟子	CommonNpc	2	4	65		2			1.25	5	dknife3_2		npc\worldnpc382	0.91	icon\funcnpc\worldnpc382.png				"Npc_em_jdmz07,1,10;Npc_em_jdmz01,1,10;Npc_em_jdmz02,1,10;Npc_em_jdmz03,1,10;Npc_em_jdmz05,1,10;Npc_em_jdmz06,1,10"	1			0	2	120	120	120	120000						dk_r_621	13		1																						1500	1	1000	0					50				639			1	1				
newschoolwar3_swmon_em04	峨眉荷系弟子	CommonNpc	2	4	65		2			1.25	5	sword1_2		npc\worldnpc381	0.89	icon\funcnpc\worldnpc381.png				"Npc_em_jdmz07,1,10;Npc_em_jdmz01,1,10;Npc_em_jdmz02,1,10;Npc_em_jdmz03,1,10;Npc_em_jdmz05,1,10;Npc_em_jdmz06,1,10"	1			0	2	120	120	120	120000						s_r_220	2		1																						1500	1	1000	0					50				639			1	1				
newschoolwar3_swmon_em05	峨眉兰系弟子	CommonNpc	2	4	65		2			1.25	5	sword2_2		npc\worldnpc382	0.95	icon\funcnpc\worldnpc382.png				"Npc_em_jdmz07,1,10;Npc_em_jdmz01,1,10;Npc_em_jdmz02,1,10;Npc_em_jdmz03,1,10;Npc_em_jdmz05,1,10;Npc_em_jdmz06,1,10"	1			0	2	120	120	120	120000						s_r_220	2		1																						1500	1	1000	0					50				639			1	1				
newschoolwar3_swmon_em06	峨眉桂系高级弟子	CommonNpc	2	4	70		2			1.25	5	knife1_2		npc\monster078	0.955	icon\monster\monster078.png				"Npc_em_jdmz07,1,10;Npc_em_jdmz01,1,10;Npc_em_jdmz02,1,10;Npc_em_jdmz03,1,10;Npc_em_jdmz05,1,10;Npc_em_jdmz06,1,10"	1			0	2	120	120	120	120000						k_r_504	3		1																						1500	1	1000	0					50				639			1	1				
newschoolwar3_swmon_em07	峨眉梅系高级弟子	CommonNpc	2	4	70		2			1.25	5	dknife3_2		npc\worldnpc055	0.925	icon\funcnpc\worldnpc055.png				"Npc_em_jdmz07,1,10;Npc_em_jdmz01,1,10;Npc_em_jdmz02,1,10;Npc_em_jdmz03,1,10;Npc_em_jdmz05,1,10;Npc_em_jdmz06,1,10"	1			0	2	120	120	120	120000						dk_r_621	13		1																						1500	1	1000	0					50				639			1	1				
newschoolwar3_swmon_em08	峨眉荷系高级弟子	CommonNpc	2	4	70		2			1.25	5	sword1_2		npc\worldnpc387	0.97	icon\funcnpc\worldnpc387.png				"Npc_em_jdmz07,1,10;Npc_em_jdmz01,1,10;Npc_em_jdmz02,1,10;Npc_em_jdmz03,1,10;Npc_em_jdmz05,1,10;Npc_em_jdmz06,1,10"	1			0	2	120	120	120	120000						s_r_220	2		1																						1500	1	1000	0					50				639			1	1				
newschoolwar3_swmon_em09	峨眉兰系高级弟子	CommonNpc	2	4	70		2			1.25	5	sword2_2		npc\worldnpc382	0.97	icon\funcnpc\worldnpc382.png				"Npc_em_jdmz07,1,10;Npc_em_jdmz01,1,10;Npc_em_jdmz02,1,10;Npc_em_jdmz03,1,10;Npc_em_jdmz05,1,10;Npc_em_jdmz06,1,10"	1			0	2	120	120	120	120000						s_r_220	2		1																						1500	1	1000	0					50				639			1	1				
							2																																																													50												
	//武当-school07						2																																																													50												
newschoolwar3_swmon_wd01	武当弟子	CommonNpc	2	4	60		2			1.25	5	hand1_1		npc\monster160	0.925	icon\monster\monster160.png				"Npc_wdzp_tjq01,1,10;Npc_wdzp_tjq02,1,10;Npc_wdzp_tjq03,1,10;Npc_wdzp_tjq04,1,10;Npc_wdzp_tjq05,1,10;Npc_wdzp_tjq06,1,10;Npc_wdzp_tjq07,1,10;Npc_wdzp_tjq08,1,10"	1			0	2	120	120	120	120000									1																						1500	1	1000	0					50				639			1	1				
newschoolwar3_swmon_wd02	小道童	CommonNpc	2	4	60		2			1.25	5	hand1_1		npc\monster568	0.905	icon\monster\monster568.png				"Npc_wdzp_tjq01,1,10;Npc_wdzp_tjq02,1,10;Npc_wdzp_tjq03,1,10;Npc_wdzp_tjq04,1,10;Npc_wdzp_tjq05,1,10;Npc_wdzp_tjq06,1,10;Npc_wdzp_tjq07,1,10;Npc_wdzp_tjq08,1,10"	1			0	2	120	120	120	120000									1																						1500	1	1000	0					50				639			1	1				
newschoolwar3_swmon_wd03	丹房守卫	CommonNpc	2	4	60		2			1.25	5	hand1_2		npc\monster159	0.91	icon\monster\monster159.png				"Npc_wdzp_tjq01,1,10;Npc_wdzp_tjq02,1,10;Npc_wdzp_tjq03,1,10;Npc_wdzp_tjq04,1,10;Npc_wdzp_tjq05,1,10;Npc_wdzp_tjq06,1,10;Npc_wdzp_tjq07,1,10;Npc_wdzp_tjq08,1,10"	1			0	2	120	120	120	120000									1																						1500	1	1000	0					50				639			1	1				
newschoolwar3_swmon_wd04	药房守卫	CommonNpc	2	4	60		2			1.25	5	hand1_2		npc\monster161	0.89	icon\monster\monster161.png				"Npc_wdzp_tjq01,1,10;Npc_wdzp_tjq02,1,10;Npc_wdzp_tjq03,1,10;Npc_wdzp_tjq04,1,10;Npc_wdzp_tjq05,1,10;Npc_wdzp_tjq06,1,10;Npc_wdzp_tjq07,1,10;Npc_wdzp_tjq08,1,10"	1			0	2	120	120	120	120000									1																						1500	1	1000	0					50				639			1	1				
newschoolwar3_swmon_wd05	紫霄殿守卫	CommonNpc	2	4	60		2			1.25	5	hand1_1		npc\monster564	0.95	icon\monster\monster564.png				"Npc_wdzp_tjq01,1,10;Npc_wdzp_tjq02,1,10;Npc_wdzp_tjq03,1,10;Npc_wdzp_tjq04,1,10;Npc_wdzp_tjq05,1,10;Npc_wdzp_tjq06,1,10;Npc_wdzp_tjq07,1,10;Npc_wdzp_tjq08,1,10"	1			0	2	120	120	120	120000									1																						1500	1	1000	0					50				639			1	1				
newschoolwar3_swmon_wd06	剑宗高级弟子	CommonNpc	2	4	70		2			1.25	5	hand1_1		npc\monster563	0.955	icon\monster\monster563.png				"Npc_wdzp_tjq01,1,10;Npc_wdzp_tjq02,1,10;Npc_wdzp_tjq03,1,10;Npc_wdzp_tjq04,1,10;Npc_wdzp_tjq05,1,10;Npc_wdzp_tjq06,1,10;Npc_wdzp_tjq07,1,10;Npc_wdzp_tjq08,1,10"	1			0	2	120	120	120	120000									1																						1500	1	1000	0					50				639			1	1				
newschoolwar3_swmon_wd07	气宗高级弟子	CommonNpc	2	4	70		2			1.25	5	hand1_1		npc\monster160	0.925	icon\monster\monster160.png				"Npc_wdzp_tjq01,1,10;Npc_wdzp_tjq02,1,10;Npc_wdzp_tjq03,1,10;Npc_wdzp_tjq04,1,10;Npc_wdzp_tjq05,1,10;Npc_wdzp_tjq06,1,10;Npc_wdzp_tjq07,1,10;Npc_wdzp_tjq08,1,10"	1			0	2	120	120	120	120000									1																						1500	1	1000	0					50				639			1	1				
newschoolwar3_swmon_wd08	养心殿守卫	CommonNpc	2	4	65		2			1.25	5	hand1_1		npc\monster565	0.97	icon\monster\monster565.png				"Npc_wdzp_tjq01,1,10;Npc_wdzp_tjq02,1,10;Npc_wdzp_tjq03,1,10;Npc_wdzp_tjq04,1,10;Npc_wdzp_tjq05,1,10;Npc_wdzp_tjq06,1,10;Npc_wdzp_tjq07,1,10;Npc_wdzp_tjq08,1,10"	1			0	2	120	120	120	120000									1																						1500	1	1000	0					50				639			1	1				
newschoolwar3_swmon_wd09	纯阳宫守卫	CommonNpc	2	4	65		2			1.25	5	hand1_1		npc\monster565	0.97	icon\monster\monster565.png				"Npc_wdzp_tjq01,1,10;Npc_wdzp_tjq02,1,10;Npc_wdzp_tjq03,1,10;Npc_wdzp_tjq04,1,10;Npc_wdzp_tjq05,1,10;Npc_wdzp_tjq06,1,10;Npc_wdzp_tjq07,1,10;Npc_wdzp_tjq08,1,10"	1			0	2	120	120	120	120000									1																						1500	1	1000	0					50				639			1	1				
newschoolwar3_swmon_wd10	广场守卫	CommonNpc	2	4	60		2			1.25	5	hand_0		npc\worldnpc090	0.939861	icon\funcnpc\worldnpc090.png				"Npc_wdzp_tjq01,1,10;Npc_wdzp_tjq02,1,10;Npc_wdzp_tjq03,1,10;Npc_wdzp_tjq04,1,10;Npc_wdzp_tjq05,1,10;Npc_wdzp_tjq06,1,10;Npc_wdzp_tjq07,1,10;Npc_wdzp_tjq08,1,10"	1			0	2	120	120	120	120000									1																						1500	1	1000	0					50				639			1	1				
							2																																																																									
	//少林-school08						2																																																																									
newschoolwar3_swmon_sl01	小沙弥	CommonNpc	2	4	60		2			1.25	5	hand1_1		npc\monster126	0.939861	icon\monster\monster126.png				"Npc_sl_djgq02,1,10;Npc_sl_djgq03,1,10;Npc_sl_djgq04,1,10;Npc_sl_djgq05,1,10;Npc_sl_djgq06,1,10;Npc_sl_djgq07,1,10"	1			0	2	120	120	120	120000									1																						1500	1	1000	0					50				639			1	1				
newschoolwar3_swmon_sl02	少林棍僧	CommonNpc	2	4	60		2			1.25	5	hand1_1		npc\monster140	0.939861	icon\monster\monster140.png				"Npc_sl_djgq02,1,10;Npc_sl_djgq03,1,10;Npc_sl_djgq04,1,10;Npc_sl_djgq05,1,10;Npc_sl_djgq06,1,10;Npc_sl_djgq07,1,10"	1			0	2	120	120	120	120000									1																						1500	1	1000	0					50				639			1	1				
newschoolwar3_swmon_sl03	少林精英弟子	CommonNpc	2	4	60		2			1.25	5	hand1_1		npc\monster145	0.939861	icon\monster\monster145.png				"Npc_sl_djgq02,1,10;Npc_sl_djgq03,1,10;Npc_sl_djgq04,1,10;Npc_sl_djgq05,1,10;Npc_sl_djgq06,1,10;Npc_sl_djgq07,1,10"	1			0	2	120	120	120	120000									1																						1500	1	1000	0					50				639			1	1				
newschoolwar3_swmon_sl04	罗汉堂弟子	CommonNpc	2	4	65		2			1.25	5	hand1_1		npc\monster155	0.939861	icon\monster\monster155.png				"Npc_sl_djgq02,1,10;Npc_sl_djgq03,1,10;Npc_sl_djgq04,1,10;Npc_sl_djgq05,1,10;Npc_sl_djgq06,1,10;Npc_sl_djgq07,1,10"	1			0	2	120	120	120	120000									1																						1500	1	1000	0					50				639			1	1				
newschoolwar3_swmon_sl05	般若堂弟子	CommonNpc	2	4	65		2			1.25	5	hand1_1		npc\worldnpc049	0.939861	icon\monster\worldnpc049.png				"Npc_sl_djgq02,1,10;Npc_sl_djgq03,1,10;Npc_sl_djgq04,1,10;Npc_sl_djgq05,1,10;Npc_sl_djgq06,1,10;Npc_sl_djgq07,1,10"	1			0	2	120	120	120	120000									1																						1500	1	1000	0					50				639			1	1				
newschoolwar3_swmon_sl06	戒律院弟子	CommonNpc	2	4	65		2			1.25	5	hand1_1		npc\monster512	0.939861	icon\monster\monster512.png				"Npc_sl_djgq02,1,10;Npc_sl_djgq03,1,10;Npc_sl_djgq04,1,10;Npc_sl_djgq05,1,10;Npc_sl_djgq06,1,10;Npc_sl_djgq07,1,10"	1			0	2	120	120	120	120000									1																						1500	1	1000	0					50				639			1	1				
newschoolwar3_swmon_sl07	达摩院弟子	CommonNpc	2	4	65		2			1.25	5	lstuff1_1		npc\monster514	0.939861	icon\monster\monster514.png			npc\clone\schoolwar12\swmon_sl07.lua	"Npc_sl_djgq02,1,10;Npc_sl_djgq03,1,10;Npc_sl_djgq04,1,10;Npc_sl_djgq05,1,10;Npc_sl_djgq06,1,10;Npc_sl_djgq07,1,10"	1			0	2	120	120	120	120000						lst_r_npcitem056	38		1																						1500	1	1000	0					50				639			1	1				
newschoolwar3_swmon_sl08	菩提院弟子	CommonNpc	2	4	65		2			1.25	5	hand1_1		npc\monster516	0.939861	icon\monster\monster516.png				"Npc_sl_djgq02,1,10;Npc_sl_djgq03,1,10;Npc_sl_djgq04,1,10;Npc_sl_djgq05,1,10;Npc_sl_djgq06,1,10;Npc_sl_djgq07,1,10"	1			0	2	120	120	120	120000									1																						1500	1	1000	0					50				639			1	1				
newschoolwar3_swmon_sl09	守卫弟子	CommonNpc	2	4	70		2			1.25	5	hand1_1		npc\monster516	0.939861	icon\monster\monster516.png				"Npc_sl_djgq02,1,10;Npc_sl_djgq03,1,10;Npc_sl_djgq04,1,10;Npc_sl_djgq05,1,10;Npc_sl_djgq06,1,10;Npc_sl_djgq07,1,10"	1			0	2	120	120	120	120000									1																						1500	1	1000	0					50				639			1	1				
newschoolwar3_swmon_sl10	立雪亭僧人	CommonNpc	2	4	65		2			1.25	5	hand1_1		npc\monster527	0.939861	icon\monster\monster527.png				"Npc_sl_djgq02,1,10;Npc_sl_djgq03,1,10;Npc_sl_djgq04,1,10;Npc_sl_djgq05,1,10;Npc_sl_djgq06,1,10;Npc_sl_djgq07,1,10"	1			0	2	120	120	120	120000									1																						1500	1	1000	0					50				639			1	1				
newschoolwar3_swmon_sl11	护法弟子	CommonNpc	2	4	70		2			1.25	5	hand1_1		npc\monster512	0.939861	icon\monster\monster512.png				"Npc_sl_djgq02,1,10;Npc_sl_djgq03,1,10;Npc_sl_djgq04,1,10;Npc_sl_djgq05,1,10;Npc_sl_djgq06,1,10;Npc_sl_djgq07,1,10"	1			0	2	120	120	120	120000									1																						1500	1	1000	0					50				639			1	1				
newschoolwar3_swmon_sl12	木人守卫	CommonNpc	2	4	70		2			1.25	5	hand_0		npc\fbboss00083	0.939861	icon\monster\fbboss00083.png				"Npc_sl_djgq02,1,10;Npc_sl_djgq03,1,10;Npc_sl_djgq04,1,10;Npc_sl_djgq05,1,10;Npc_sl_djgq06,1,10;Npc_sl_djgq07,1,10"	1			0	2	120	120	120	120000									1																						1500	1	1000	0					50				639			1	1				
																																																																																
	//明教-school06																																																																															
newschoolwar3_swmon_mj01	明教苍火坛弟子	CommonNpc	2	4	65		1			1.25	5			npc\worldnpc1613	1					"Npc_jh_gymmc01,1,10;Npc_jh_gymmc02,1,10;Npc_jh_gymmc03,1,10;Npc_jh_gymmc04,1,10;Npc_jh_gymmc05,1,10;Npc_jh_gymmc07,1,10;Npc_jh_gymmc08,1,10"	1			0	2	120	120	120	120000									1																						1500	1	1000	0					50			skill_wjd_ci	639			1	1	3H			
newschoolwar3_swmon_mj02	明教玄阳坛弟子	CommonNpc	2	4	65		1			1.25	5			npc\worldnpc1617	1					"Npc_jh_gymmc01,1,10;Npc_jh_gymmc02,1,10;Npc_jh_gymmc03,1,10;Npc_jh_gymmc04,1,10;Npc_jh_gymmc05,1,10;Npc_jh_gymmc07,1,10;Npc_jh_gymmc08,1,10"	1			0	2	120	120	120	120000									1																						1500	1	1000	0					50			skill_wjd_dao	639			1	1	1H			
newschoolwar3_swmon_mj03	明教苍火坛散人	CommonNpc	2	4	65		1			1.25	5			npc\worldnpc1614	1					"Npc_jh_gymmc01,1,10;Npc_jh_gymmc02,1,10;Npc_jh_gymmc03,1,10;Npc_jh_gymmc04,1,10;Npc_jh_gymmc05,1,10;Npc_jh_gymmc07,1,10;Npc_jh_gymmc08,1,10"	1			0	2	120	120	120	120000									1																						1500	1	1000	0					50			skill_wjd_ci	639			1	1	3H			
newschoolwar3_swmon_mj04	明教玄阳坛散人	CommonNpc	2	4	65		1			1.25	5			npc\worldnpc1618	1					"Npc_jh_gymmc01,1,10;Npc_jh_gymmc02,1,10;Npc_jh_gymmc03,1,10;Npc_jh_gymmc04,1,10;Npc_jh_gymmc05,1,10;Npc_jh_gymmc07,1,10;Npc_jh_gymmc08,1,10"	1			0	2	120	120	120	120000									1																						1500	1	1000	0					50			skill_wjd_dao	639			1	1	1H			
newschoolwar3_swmon_mj05	明教苍火坛高手	CommonNpc	2	4	65		1			1.25	5			npc\worldnpc1615	1					"Npc_jh_gymmc01,1,10;Npc_jh_gymmc02,1,10;Npc_jh_gymmc03,1,10;Npc_jh_gymmc04,1,10;Npc_jh_gymmc05,1,10;Npc_jh_gymmc07,1,10;Npc_jh_gymmc08,1,10"	1			0	2	120	120	120	120000									1																						1500	1	1000	0					50			skill_wjd_ci	639			1	1	3H			
newschoolwar3_swmon_mj06	明教玄阳坛高手	CommonNpc	2	4	70		1			1.25	5			npc\worldnpc1616	1					"Npc_jh_gymmc01,1,10;Npc_jh_gymmc02,1,10;Npc_jh_gymmc03,1,10;Npc_jh_gymmc04,1,10;Npc_jh_gymmc05,1,10;Npc_jh_gymmc07,1,10;Npc_jh_gymmc08,1,10"	1			0	2	120	120	120	120000									1																						1500	1	1000	0					50			skill_wjd_dao	639			1	1	1H			
newschoolwar3_swmon_mj07	明教梅系高级弟子	CommonNpc	2	4	70		1			1.25	5			npc\worldnpc1619	1					"Npc_jh_gymmc01,1,10;Npc_jh_gymmc02,1,10;Npc_jh_gymmc03,1,10;Npc_jh_gymmc04,1,10;Npc_jh_gymmc05,1,10;Npc_jh_gymmc07,1,10;Npc_jh_gymmc08,1,10"	1			0	2	120	120	120	120000									1																						1500	1	1000	0					50			skill_wjd_ci	639			1	1	3H			
