NPC编号	对象类型	ini注释名称	NPC乞讨信息	表现AI包编号	NPC类型	NPC对话类型	选择操作	鼠标形状	停留时间	是否转身	走路速度	跑步速度	武器持握方式	模型编号	模型半径	图片	出生状态	组成材料	武器名称	NPC种类ID	脚本编号	触发特效	AI类型	巡逻模式	巡逻半径	路径ID	是否随机出现	响应范围	门派	称号	籍贯	阵营	名字表序号	生平表序号	生平	能否切磋	随机对话	下棋玩家的最小等级	NPC身上挂的棋谱包	NPC事件包编号	恩怨响应包编号			建筑耐久	商店ID	洗红名功能	仓库ID	职业ID	宝石游戏NPC ID	接任务表	交任务表	可以加入的门派表	可获得的身份表	复活点	驿站	对话规则	输入关系包编号	是否有公会功能	帮派地块购买	是否有门派战功能	是否有帮派仓库	AI条件执行编码表	实力包编号	级别	修为经验	怪物强度	掉落	武器类型	锁定位移攻击	拾取权限清空时间	无拾取物消失时间	最大消失时间	附加随机能力编号	普通攻击	技能表	主动被动	固定NPC重生时间	敌人NPC编号表	队友编号	能否攻击	能不能被攻击	不能被杀死	攻防比重	"战斗频率,毫秒"	"追击范围,米"	无法被硬直	锁定技能间隔	召唤ID	召唤半径	召唤类型	表演概率	表演时间	势力归属	势力关系表	战斗开始的召唤ID	主功能类型	主功能类型	是否是门牌	公会功能类型	相关属性包	对应等级	所属帮会地块编号	AI编辑包	直接触发	npc功能分类	NPC优先显示	随机商店ID
GuildWarDoor	GuildFuncNpc	 帮派战传送门			72		2	2			0	0	#N/A	npc\funcnpc019		icon\funcnpc\idoor.png				0	War\GuildWar\guild_war_door.lua		0	0	0			4																																																																														1	
GuildWarRevival	GuildFuncNpc	帮派战复活点			72		2	2			0	0		npc\1701_fuhuodian		icon\funcnpc\itemnpc046.png				0	War\GuildWar\guild_war_relive_point.lua		0	0	0			4																																																																														1	
GuildWarCityDoor	GuildFuncNpc	 帮派战传送门			72		2	2			0	0		npc\funcnpc019		icon\funcnpc\idoor.png				0	War\GuildWar\guild_war_updercity.lua		0	0	0			4																																																																														1	
GuildBuildingNPC045	GuildBuildingNpc	马棚		8	76		0	0			0	0		npc\1701_mapeng						0			0	0	0			100																5000																																																				14	0	0				1701					
GuildBuildingNPC046	GuildBuildingNpc	马棚门牌		8	72		2	2			1.25	5	hand1_1	npc\worldnpc239		icon\funcnpc\worldnpc239.png				0	npc\guild_npc_with_fire.lua		0	0	0			20																																																																				14	0	1				1701					
GuildBuildingNPC095	GuildBuildingNpc	马棚		8	76		0	0			0	0		npc\1701_mapeng						0			0	0	0			100																5000																																																				14	0	0				1702					
GuildBuildingNPC096	GuildBuildingNpc	马棚门牌		8	72		2	2			1.25	5	hand1_1	npc\worldnpc239		icon\funcnpc\worldnpc239.png				0	npc\guild_npc_with_fire.lua		0	0	0			20																																																																				14	0	1				1702					
GuildBuildingNPC145	GuildBuildingNpc	马棚		8	76		0	0			0	0		npc\itemnpc057						0			0	0	0			100																5000																																																				14	0	0				1703					
GuildBuildingNPC146	GuildBuildingNpc	马棚门牌		8	72		2	2			1.25	5	hand1_1	npc\worldnpc239		icon\funcnpc\worldnpc239.png				0	npc\guild_npc_with_fire.lua		0	0	0			20																																																																				14	0	1				1703					
GuildBuildingNPC195	GuildBuildingNpc	马棚		8	76		0	0			0	0		npc\1701_mapeng						0			0	0	0			100																5000																																																				14	0	0				1704					
GuildBuildingNPC196	GuildBuildingNpc	马棚门牌		8	72		2	2			1.25	5	hand1_1	npc\worldnpc239		icon\funcnpc\worldnpc239.png				0	npc\guild_npc_with_fire.lua		0	0	0			20																																																																				14	0	1				1704					
GuildBuildingNPC245	GuildBuildingNpc	马棚		8	76		0	0			0	0		npc\itemnpc057						0			0	0	0			100																5000																																																				14	0	0				101					
GuildBuildingNPC246	GuildBuildingNpc	马棚门牌		8	72		2	2			1.25	5	hand1_1	npc\worldnpc239		icon\funcnpc\worldnpc239.png				0	npc\guild_npc_with_fire.lua		0	0	0			20																																																																				14	0	1				101					
GuildBuildingNPC345	GuildBuildingNpc	马棚		8	76		0	0			0	0		npc\1701_mapeng						0			0	0	0			100																5000																																																				14	0	0				103					
GuildBuildingNPC346	GuildBuildingNpc	马棚门牌		8	72		2	2			1.25	5	hand1_1	npc\worldnpc239		icon\funcnpc\worldnpc239.png				0	npc\guild_npc_with_fire.lua		0	0	0			20																																																																				14	0	1				103					
GuildBuildingNPC395	GuildBuildingNpc	马棚		8	76		0	0			0	0		npc\1701_mapeng						0			0	0	0			100																5000																																																				14	0	0				401					
GuildBuildingNPC396	GuildBuildingNpc	马棚门牌		8	72		2	2			1.25	5	hand1_1	npc\worldnpc239		icon\funcnpc\worldnpc239.png				0	npc\guild_npc_with_fire.lua		0	0	0			20																																																																				14	0	1				401					
GuildBuildingNPC445	GuildBuildingNpc	马棚		8	76		0	0			0	0		npc\itemnpc057						0			0	0	0			100																5000																																																				14	0	0				402					
GuildBuildingNPC446	GuildBuildingNpc	马棚门牌		8	72		2	2			1.25	5	hand1_1	npc\worldnpc239		icon\funcnpc\worldnpc239.png				0	npc\guild_npc_with_fire.lua		0	0	0			20																																																																				14	0	1				402					
GuildBuildingNPC495	GuildBuildingNpc	马棚		8	76		0	0			0	0		npc\1701_mapeng						0			0	0	0			100																5000																																																				14	0	0				201					
GuildBuildingNPC496	GuildBuildingNpc	马棚门牌		8	72		2	2			1.25	5	hand1_1	npc\worldnpc239		icon\funcnpc\worldnpc239.png				0	npc\guild_npc_with_fire.lua		0	0	0			20																																																																				14	0	1				201					
GuildBuildingNPC545	GuildBuildingNpc	马棚		8	76		0	0			0	0		npc\1701_mapeng						0			0	0	0			100																5000																																																				14	0	0				202					
GuildBuildingNPC546	GuildBuildingNpc	马棚门牌		8	72		2	2			1.25	5	hand1_1	npc\worldnpc239		icon\funcnpc\worldnpc239.png				0	npc\guild_npc_with_fire.lua		0	0	0			20																																																																				14	0	1				202					
GuildBuildingNPC595	GuildBuildingNpc	马棚		8	76		0	0			0	0		npc\1701_mapeng						0			0	0	0			100																5000																																																				14	0	0				301					
GuildBuildingNPC596	GuildBuildingNpc	马棚门牌		8	72		2	2			1.25	5	hand1_1	npc\worldnpc239		icon\funcnpc\worldnpc239.png				0	npc\guild_npc_with_fire.lua		0	0	0			20																																																																				14	0	1				301					
GuildBuildingNPC645	GuildBuildingNpc	马棚		8	76		0	0			0	0		npc\itemnpc057						0			0	0	0			100																5000																																																				14	0	0				302					
GuildBuildingNPC646	GuildBuildingNpc	马棚门牌		8	72		2	2			1.25	5	hand1_1	npc\worldnpc239		icon\funcnpc\worldnpc239.png				0	npc\guild_npc_with_fire.lua		0	0	0			20																																																																				14	0	1				302					
GuildBuildingNPC745	GuildBuildingNpc	马棚		8	76		0	0			0	0		npc\itemnpc057						0			0	0	0			100																5000																																																				14	0	0				1301					
GuildBuildingNPC746	GuildBuildingNpc	马棚门牌		8	72		2	2			1.25	5	hand1_1	npc\worldnpc239		icon\funcnpc\worldnpc239.png				0	npc\guild_npc_with_fire.lua		0	0	0			20																																																																				14	0	1				1301					
GuildBuildingNPC795	GuildBuildingNpc	马棚		8	76		0	0			0	0		npc\1701_mapeng						0			0	0	0			100																5000																																																				14	0	0				1304					
GuildBuildingNPC796	GuildBuildingNpc	马棚门牌		8	72		2	2			1.25	5	hand1_1	npc\worldnpc239		icon\funcnpc\worldnpc239.png				0	npc\guild_npc_with_fire.lua		0	0	0			20																																																																				14	0	1				1304					
GuildBuildingNPC845	GuildBuildingNpc	马棚		8	76		0	0			0	0		npc\1701_mapeng						0			0	0	0			100																5000																																																				14	0	0				1401					
GuildBuildingNPC846	GuildBuildingNpc	马棚门牌		8	72		2	2			1.25	5	hand1_1	npc\worldnpc239		icon\funcnpc\worldnpc239.png				0	npc\guild_npc_with_fire.lua		0	0	0			20																																																																				14	0	1				1401					
GuildBuildingNPC895	GuildBuildingNpc	马棚		8	76		0	0			0	0		npc\itemnpc057						0			0	0	0			100																5000																																																				14	0	0				1404					
GuildBuildingNPC896	GuildBuildingNpc	马棚门牌		8	72		2	2			1.25	5	hand1_1	npc\worldnpc239		icon\funcnpc\worldnpc239.png				0	npc\guild_npc_with_fire.lua		0	0	0			20																																																																				14	0	1				1404					
GuildBuildingNPC945	GuildBuildingNpc	马棚		8	76		0	0			0	0		npc\1701_mapeng						0			0	0	0			100																5000																																																				14	0	0				1602					
GuildBuildingNPC946	GuildBuildingNpc	马棚门牌		8	72		2	2			1.25	5	hand1_1	npc\worldnpc239		icon\funcnpc\worldnpc239.png				0	npc\guild_npc_with_fire.lua		0	0	0			20																																																																				14	0	1				1602					
GuildBuildingNPC995	GuildBuildingNpc	马棚		8	76		0	0			0	0		npc\1701_mapeng						0			0	0	0			100																5000																																																				14	0	0				1603					
GuildBuildingNPC996	GuildBuildingNpc	马棚门牌		8	72		2	2			1.25	5	hand1_1	npc\worldnpc239		icon\funcnpc\worldnpc239.png				0	npc\guild_npc_with_fire.lua		0	0	0			20																																																																				14	0	1				1603					
GuildBuildingNPC1045	GuildBuildingNpc	马棚		8	76		0	0			0	0		npc\1701_mapeng						0			0	0	0			100																5000																																																				14	0	0				501					
GuildBuildingNPC1046	GuildBuildingNpc	马棚门牌		8	72		2	2			1.25	5	hand1_1	npc\worldnpc239		icon\funcnpc\worldnpc239.png				0	npc\guild_npc_with_fire.lua		0	0	0			20																																																																				14	0	1				501					
GuildBuildingNPC1095	GuildBuildingNpc	马棚		8	76		0	0			0	0		npc\itemnpc057						0			0	0	0			100																5000																																																				14	0	0				503					
GuildBuildingNPC1096	GuildBuildingNpc	马棚门牌		8	72		2	2			1.25	5	hand1_1	npc\worldnpc239		icon\funcnpc\worldnpc239.png				0	npc\guild_npc_with_fire.lua		0	0	0			20																																																																				14	0	1				503					
GuildBuildingNPC1145	GuildBuildingNpc	马棚		8	76		0	0			0	0		npc\1701_mapeng						0			0	0	0			100																5000																																																				14	0	0				601					
GuildBuildingNPC1146	GuildBuildingNpc	马棚门牌		8	72		2	2			1.25	5	hand1_1	npc\worldnpc239		icon\funcnpc\worldnpc239.png				0	npc\guild_npc_with_fire.lua		0	0	0			20																																																																				14	0	1				601					
GuildBuildingNPC1195	GuildBuildingNpc	马棚		8	76		0	0			0	0		npc\itemnpc057						0			0	0	0			100																5000																																																				14	0	0				602					
GuildBuildingNPC1196	GuildBuildingNpc	马棚门牌		8	72		2	2			1.25	5	hand1_1	npc\worldnpc239		icon\funcnpc\worldnpc239.png				0	npc\guild_npc_with_fire.lua		0	0	0			20																																																																				14	0	1				602					
GuildBuildingNPC1245	GuildBuildingNpc	马棚		8	76		0	0			0	0		npc\1701_mapeng						0			0	0	0			100																5000																																																				14	0	0				701					
GuildBuildingNPC1246	GuildBuildingNpc	马棚门牌		8	72		2	2			1.25	5	hand1_1	npc\worldnpc239		icon\funcnpc\worldnpc239.png				0	npc\guild_npc_with_fire.lua		0	0	0			20																																																																				14	0	1				701					
GuildBuildingNPC1295	GuildBuildingNpc	马棚		8	76		0	0			0	0		npc\itemnpc057						0			0	0	0			100																5000																																																				14	0	0				703					
GuildBuildingNPC1296	GuildBuildingNpc	马棚门牌		8	72		2	2			1.25	5	hand1_1	npc\worldnpc239		icon\funcnpc\worldnpc239.png				0	npc\guild_npc_with_fire.lua		0	0	0			20																																																																				14	0	1				703					
GuildBuildingNPC1345	GuildBuildingNpc	马棚		8	76		0	0			0	0		npc\itemnpc057						0			0	0	0			100																5000																																																				14	0	0				801					
GuildBuildingNPC1346	GuildBuildingNpc	马棚门牌		8	72		2	2			1.25	5	hand1_1	npc\worldnpc239		icon\funcnpc\worldnpc239.png				0	npc\guild_npc_with_fire.lua		0	0	0			20																																																																				14	0	1				801					
GuildBuildingNPC1395	GuildBuildingNpc	马棚		8	76		0	0			0	0		npc\1701_mapeng						0			0	0	0			100																5000																																																				14	0	0				803					
GuildBuildingNPC1396	GuildBuildingNpc	马棚门牌		8	72		2	2			1.25	5	hand1_1	npc\worldnpc239		icon\funcnpc\worldnpc239.png				0	npc\guild_npc_with_fire.lua		0	0	0			20																																																																				14	0	1				803					
GuildBuildingNPC1445	GuildBuildingNpc	马棚		8	76		0	0			0	0		npc\itemnpc057						0			0	0	0			100																5000																																																				14	0	0				902					
GuildBuildingNPC1446	GuildBuildingNpc	马棚门牌		8	72		2	2			1.25	5	hand1_1	npc\worldnpc239		icon\funcnpc\worldnpc239.png				0	npc\guild_npc_with_fire.lua		0	0	0			20																																																																				14	0	1				902					
GuildBuildingNPC1495	GuildBuildingNpc	马棚		8	76		0	0			0	0		npc\1701_mapeng						0			0	0	0			100																5000																																																				14	0	0				903					
GuildBuildingNPC1496	GuildBuildingNpc	马棚门牌		8	72		2	2			1.25	5	hand1_1	npc\worldnpc239		icon\funcnpc\worldnpc239.png				0	npc\guild_npc_with_fire.lua		0	0	0			20																																																																				14	0	1				903					
GuildBuildingNPC1545	GuildBuildingNpc	马棚		8	76		0	0			0	0		npc\1701_mapeng						0			0	0	0			100																5000																																																				14	0	0				1003					
GuildBuildingNPC1546	GuildBuildingNpc	马棚门牌		8	72		2	2			1.25	5	hand1_1	npc\worldnpc239		icon\funcnpc\worldnpc239.png				0	npc\guild_npc_with_fire.lua		0	0	0			20																																																																				14	0	1				1003					
GuildBuildingNPC1595	GuildBuildingNpc	马棚		8	76		0	0			0	0		npc\itemnpc057						0			0	0	0			100																5000																																																				14	0	0				1001					
GuildBuildingNPC1596	GuildBuildingNpc	马棚门牌		8	72		2	2			1.25	5	hand1_1	npc\worldnpc239		icon\funcnpc\worldnpc239.png				0	npc\guild_npc_with_fire.lua		0	0	0			20																																																																				14	0	1				1001					
GuildBuildingNPC1645	GuildBuildingNpc	马棚		8	76		0	0			0	0		npc\1701_mapeng						0			0	0	0			100																5000																																																				14	0	0				1101					
GuildBuildingNPC1646	GuildBuildingNpc	马棚门牌		8	72		2	2			1.25	5	hand1_1	npc\worldnpc239		icon\funcnpc\worldnpc239.png				0	npc\guild_npc_with_fire.lua		0	0	0			20																																																																				14	0	1				1101					
GuildBuildingNPC1695	GuildBuildingNpc	马棚		8	76		0	0			0	0		npc\1701_mapeng						0			0	0	0			100																5000																																																				14	0	0				1102					
