NPC编号	ini注释名称	对象类型	Npc类型	级别	实力包编号	修为经验	怪物强度	掉落	走路速度	跑步速度	武器持握方式	是否转身	模型编号	性别	模型半径	图片	npc声音	材质类型	脚本编号	技能表	连招表	AI类型	主动被动	响应范围	锁定位移攻击	禁播受击动作	选择操作	拾取权限清空时间	无拾取物消失时间	最大消失时间	触发特效	巡逻模式	巡逻半径	路径ID	是否随机出现	武器名称	武器类型	出生状态	刷新时间	表现AI包编号	NPC种类ID	门派	称号	籍贯	阵营	名字表序号	生平表序号	生平	势力归属	势力关系表	剥皮范围	剥皮动作	读条时间	技能编号	技能等级	最大剥皮次数	剩余剥皮次数	是否在剥皮中	生活工具限制包ID	消耗体力	消耗工具耐久	排行榜积分	显示掉落	生活掉落包ID	生活心得	敌人NPC编号表	队友编号	不能被杀死	攻击防御比重	"战斗频率,毫秒"	无法被硬直	锁定技能间隔	召唤ID	召唤半径	召唤类型	表演概率	表演时间	"追击范围,米"	附加随机能力编号	普通攻击	AI编辑包	直接触发	使用轻功	格挡模式	破防几率	破防技能	动作集	生存时间	进入战斗对话	超过距离就脱战	脱战回血	无视玩家	仇恨
monc020706	通缉要犯	AttackNpc	1	22	14		1	NormalMon00701	1.25	4	hand1_1		npc\worldnpc552		0.91	icon\funcnpc\worldnpc552.png				"feiti_nan,1,30;jidianshi_nan,1,30"		1					2	30	10	60	npc_foundplayer		3						-1	1	0																													2000		2000						30															
qy_jysm_zz	毒蜘蛛	AttackNpc	7	50	47		1		0.8	1.5	hand_0		npc\monster006		0.283695	icon\monster\monster006.png						1					2	1	1	1	npc_foundplayer		3						-1	1	0																													2000		2000						30						-1									
qy_120401_shaolin_ss3	绳子	AttackNpc	81	50	34		1		0	0			npc\itemnpc607		0.283695	icon\monster\monster006.png			Adventure\qy_120401_shaolin_ss3.lua			1	1	30			2	30	10	60			3						-1	1	0																													2000		2000						30															
qy_120401_adv011_01	黑衣人	AttackNpc	1	65	46		1		1.25	4	hand1_1		npc\monster124		0.975	icon\monster\monster124.png						1	0	2			2	30	10	60	npc_foundplayer								-1	1	0																													2000		2000						30															
qy_120401_adv011_02	祖澄禅师	AttackNpc	1	65	9		1		1.25	4	hand1_1		npc\worldnpc152		0.975	icon\monster\monster124.png			Adventure\yd\qy_sl_zucheng_dead_zc.lua	"Npc_sl_djgq05,7,30;Npc_sl_djgq06,7,100;Npc_sl_djgq03,7,100;Npc_sl_djgq02,7,100;Npc_sl_djgq07,7,100;Npc_sl_djgq04,7,100;Npc_sl_djgq08,7,100"		1	0	2			2	30	10	60	npc_foundplayer								-1	1	0																													1000		2000						100															
qy_120401_clone021_01	祖澄禅师	AttackNpc	1	45	69		1		1.25	4	hand1_1		npc\worldnpc152		0.975	icon\monster\monster124.png				"Npc_sl_djgq05,7,30;Npc_sl_djgq06,7,100;Npc_sl_djgq03,7,100;Npc_sl_djgq02,7,100;Npc_sl_djgq07,7,100;Npc_sl_djgq04,7,100;Npc_sl_djgq08,7,100"		1	0	2			2	30	10	60	npc_foundplayer								-1	1	0																													1000		2000						100															
monc021302	野蛮求剑人	AttackNpc	1	67	6		2	NormalMon02401	1.25	4	hand1_1		npc\monster189		0.938074	icon\monster\monster189.png						1					2	30	10	60	npc_foundplayer		3						-1	1	0																													2000		2000						30															
																																																																																													
spynpcyd_xl	刺探NPC	AttackNpc	1	8	35		1		1.25	4	hand1_1		npc\fbboss00124		0.91	icon\funcnpc\fbboss00124.png						1	0	20			2	30	10	60										1																																									2016			-1									
lootnpcyd_hs	夺书NPC	AttackNpc	1	11	35		1		1.25	4	hand1_1		npc\worldnpc270		0.91	icon\funcnpc\worldnpc270.png						1	0	20			2	30	10	60										1																																									2017			-1									
																																																																																													
		//篝火大会																																																																																											
boss_big_ghdh_001	老怪（一内阶段）	AttackNpc	523	16	341		1	drop_zybgn_hd_001	1	4	hand1_1		npc\monster189	1	1.645							1	0				2	50	10	100									-1	1	0																													2000		2000						25												1			
boss_big_ghdh_002	小怪（一内阶段）	AttackNpc	523	7	340		1	drop_zybgn_hd_002	1	4	hand1_1		npc\monster413	1	1.645							1	0				2	50	10	100									-1	1	0																													2000		2000						25												1			
boss_big_ghdh_003	老怪（二内阶段）	AttackNpc	523	31	341		1	drop_zybgn_hd_001	1	4	hand1_1		npc\monster189	1	1.645							1	0				2	50	10	100									-1	1	0																													2000		2000						25												1			
boss_big_ghdh_004	小怪（二内阶段）	AttackNpc	523	22	340		1	drop_zybgn_hd_002	1	4	hand1_1		npc\monster413	1	1.645							1	0				2	50	10	100									-1	1	0																													2000		2000						25												1			
boss_big_ghdh_005	老怪（三内阶段）	AttackNpc	523	41	341		1	drop_zybgn_hd_001	1	4	hand1_1		npc\monster189	1	1.645							1	0				2	50	10	100									-1	1	0																													2000		2000						25												1			
boss_big_ghdh_006	小怪（三内阶段）	AttackNpc	523	32	340		1	drop_zybgn_hd_002	1	4	hand1_1		npc\monster413	1	1.645							1	0				2	50	10	100									-1	1	0																													2000		2000						25												1			
boss_big_ghdh_007	老怪（四及以上阶段）	AttackNpc	523	51	341		1	drop_zybgn_hd_001	1	4	hand1_1		npc\monster189	1	1.645							1	0				2	50	10	100									-1	1	0																													2000		2000						25												1			
boss_big_ghdh_008	小怪（四及以上阶段）	AttackNpc	523	42	340		1	drop_zybgn_hd_002	1	4	hand1_1		npc\monster413	1	1.645							1	0				2	50	10	100									-1	1	0																													2000		2000						25												1			
		//移花宫																																																																																											
monyhg001	连环坞杀手	AttackNpc	1	67	72		1		1.25	5	blade1_1		npc\worldnpc403							"Npc_lhw_tjzldf_010,1,30;Npc_lhw_tjzldf_011,1,20"		1	0	10	1		2	1	1	1						b_r_npcitem323			-1	1	0																									yhgnpc001				1000		1000						15		Npc_lhw_tjzldf_009	2033	1		-1				300000					
monyhg002	连环坞杀手	AttackNpc	1	67	72		1		1.25	5	blade1_1		npc\worldnpc403							"Npc_lhw_tjzldf_010,1,30;Npc_lhw_tjzldf_011,1,20"		1	0	10	1		2	1	1	1						b_r_npcitem323			-1	1	0																									yhgnpc002				1000		1000						15		Npc_lhw_tjzldf_009	2033	1		-1				300000					
monyhg003	连环坞杀手	AttackNpc	1	67	72		1		1.25	5	blade1_1		npc\worldnpc403							"Npc_lhw_tjzldf_010,1,30;Npc_lhw_tjzldf_011,1,20"		1	0	10	1		2	1	1	1						b_r_npcitem323			-1	1	0																									yhgnpc003				1000		1000						15		Npc_lhw_tjzldf_009	2033	1		-1				300000					
monyhg004	连环坞杀手	AttackNpc	1	67	72		1		1.25	5	blade1_1		npc\worldnpc403							"Npc_lhw_tjzldf_010,1,30;Npc_lhw_tjzldf_011,1,20"		1	0	10	1		2	1	1	1						b_r_npcitem323			-1	1	0																									yhgnpc004				1000		1000						15		Npc_lhw_tjzldf_009	2033	1		-1				300000					
monyhg005	连环坞杀手	AttackNpc	1	67	72		1		1.25	5	blade1_1		npc\worldnpc403							"Npc_lhw_tjzldf_010,1,30;Npc_lhw_tjzldf_011,1,20"		1	0	10	1		2	1	1	1						b_r_npcitem323			-1	1	0																									yhgnpc005				1000		1000						15		Npc_lhw_tjzldf_009	2033	1		-1				300000					
monyhg006	连环坞杀手	AttackNpc	1	67	72		1		1.25	5	blade1_1		npc\worldnpc403							"Npc_lhw_tjzldf_010,1,30;Npc_lhw_tjzldf_011,1,20"		1	0	10	1		2	1	1	1						b_r_npcitem323			-1	1	0																									yhgnpc006				1000		1000						15		Npc_lhw_tjzldf_009	2033	1		-1				300000					
monyhg007	连环坞杀手	AttackNpc	1	67	72		1		1.25	5	blade1_1		npc\worldnpc403							"Npc_lhw_tjzldf_010,1,30;Npc_lhw_tjzldf_011,1,20"		1	0	10	1		2	1	1	1						b_r_npcitem323			-1	1	0																									yhgnpc007				1000		1000						15		Npc_lhw_tjzldf_009	2033	1		-1				300000					
monyhg008	连环坞杀手	AttackNpc	1	67	72		1		1.25	5	blade1_1		npc\worldnpc403							"Npc_lhw_tjzldf_010,1,30;Npc_lhw_tjzldf_011,1,20"		1	0	10	1		2	1	1	1						b_r_npcitem323			-1	1	0																									yhgnpc008				1000		1000						15		Npc_lhw_tjzldf_009	2033	1		-1				300000					
monyhg009	连环坞杀手	AttackNpc	1	67	72		1		1.25	5	blade1_1		npc\worldnpc403							"Npc_lhw_tjzldf_010,1,30;Npc_lhw_tjzldf_011,1,20"		1	0	10	1		2	1	1	1						b_r_npcitem323			-1	1	0																									yhgnpc009				1000		1000						15		Npc_lhw_tjzldf_009	2033	1		-1				300000					
monyhg010	连环坞杀手	AttackNpc	1	67	72		1		1.25	5	blade1_1		npc\worldnpc403							"Npc_lhw_tjzldf_010,1,30;Npc_lhw_tjzldf_011,1,20"		1	0	10	1		2	1	1	1						b_r_npcitem323			-1	1	0																									yhgnpc010				1000		1000						15		Npc_lhw_tjzldf_009	2033	1		-1				300000					
monyhg011	连环坞杀手	AttackNpc	1	67	72		1		1.25	5	blade1_1		npc\worldnpc403							"Npc_lhw_tjzldf_010,1,30;Npc_lhw_tjzldf_011,1,20"		1	0	10	1		2	1	1	1						b_r_npcitem323			-1	1	0																									yhgnpc011				1000		1000						15		Npc_lhw_tjzldf_009	2033	1		-1				300000					
monyhg012	连环坞杀手	AttackNpc	1	67	72		1		1.25	5	blade1_1		npc\worldnpc403							"Npc_lhw_tjzldf_010,1,30;Npc_lhw_tjzldf_011,1,20"		1	0	10	1		2	1	1	1						b_r_npcitem323			-1	1	0																									yhgnpc012				1000		1000						15		Npc_lhw_tjzldf_009	2033	1		-1				300000					
monyhg013	连环坞杀手	AttackNpc	1	67	72		1		1.25	5	blade1_1		npc\worldnpc403							"Npc_lhw_tjzldf_010,1,30;Npc_lhw_tjzldf_011,1,20"		1	0	10	1		2	1	1	1						b_r_npcitem323			-1	1	0																									yhgnpc013				1000		1000						15		Npc_lhw_tjzldf_009	2033	1		-1				300000					
monyhg014	连环坞杀手	AttackNpc	1	67	72		1		1.25	5	blade1_1		npc\worldnpc403							"Npc_lhw_tjzldf_010,1,30;Npc_lhw_tjzldf_011,1,20"		1	0	10	1		2	1	1	1						b_r_npcitem323			-1	1	0																									yhgnpc014				1000		1000						15		Npc_lhw_tjzldf_009	2033	1		-1				300000					
monyhg015	连环坞杀手	AttackNpc	1	67	72		1		1.25	5	blade1_1		npc\worldnpc403							"Npc_lhw_tjzldf_010,1,30;Npc_lhw_tjzldf_011,1,20"		1	0	10	1		2	1	1	1						b_r_npcitem323			-1	1	0																									yhgnpc015				1000		1000						15		Npc_lhw_tjzldf_009	2033	1		-1				300000					
monyhg016	连环坞杀手	AttackNpc	1	67	72		1		1.25	5	blade1_1		npc\worldnpc403							"Npc_lhw_tjzldf_010,1,30;Npc_lhw_tjzldf_011,1,20"		1	0	10	1		2	1	1	1						b_r_npcitem323			-1	1	0																									yhgnpc016				1000		1000						15		Npc_lhw_tjzldf_009	2033	1		-1				300000					
monyhg017	连环坞杀手	AttackNpc	1	67	72		1		1.25	5	blade1_1		npc\worldnpc403							"Npc_lhw_tjzldf_010,1,30;Npc_lhw_tjzldf_011,1,20"		1	0	10	1		2	1	1	1						b_r_npcitem323			-1	1	0																									yhgnpc017				1000		1000						15		Npc_lhw_tjzldf_009	2033	1		-1				300000					
monyhg018	连环坞杀手	AttackNpc	1	67	72		1		1.25	5	blade1_1		npc\worldnpc403							"Npc_lhw_tjzldf_010,1,30;Npc_lhw_tjzldf_011,1,20"		1	0	10	1		2	1	1	1						b_r_npcitem323			-1	1	0																									yhgnpc018				1000		1000						15		Npc_lhw_tjzldf_009	2033	1		-1				300000					
monyhg019	连环坞杀手	AttackNpc	1	67	72		1		1.25	5	blade1_1		npc\worldnpc403							"Npc_lhw_tjzldf_010,1,30;Npc_lhw_tjzldf_011,1,20"		1	0	10	1		2	1	1	1						b_r_npcitem323			-1	1	0																									yhgnpc019				1000		1000						15		Npc_lhw_tjzldf_009	2033	1		-1				300000					
monyhg020	连环坞杀手	AttackNpc	1	67	72		1		1.25	5	blade1_1		npc\worldnpc403							"Npc_lhw_tjzldf_010,1,30;Npc_lhw_tjzldf_011,1,20"		1	0	10	1		2	1	1	1						b_r_npcitem323			-1	1	0																									yhgnpc020				1000		1000						15		Npc_lhw_tjzldf_009	2033	1		-1				300000					
monyhg021	恶鼠	AttackNpc	1	51	1		1	drop_yhg_hd_001	1.25	5	hand_0		npc\monster605									1	0	8	1		2	10	5	20			5						60000	1	0																													1000		1000						15			2132	1		-1									
monyhg022	连环坞喽啰	AttackNpc	1	51	15		1		1.25	4	blade1_1		npc\worldnpc391									1	0	8	1		2	1	1	1			5			b_r_npcitem323			60000	1	0																													1000		1000						15		Npc_lhw_tjzldf_001		1		-1									
monyhg023	连环坞小头目1	AttackNpc	1	100	54		1		1.25	4	blade1_1		npc\worldnpc392							"Npc_lhw_tjzldf_001,1,100;Npc_lhw_tjzldf_002,1,100;Npc_lhw_tjzldf_003,1,80"		1	0	8	1		2	1	1	1		1	3	mst_yhhd_001		b_r_npcitem317			-1	1	0																									yhgnpc022;yhgnpc023;yhgnpc039;yhgnpc040;yhgnpc041;yhgnpc042				1000		1000						15			2306	1		-1									
monyhg024	连环坞悍匪1	AttackNpc	1	51	52		1		1.25	4	blade1_1		npc\worldnpc394									1	0	8	1		2	1	1	1		1	3	mst_yhhd_001		b_r_npcitem323			-1	1	0																									yhgnpc022;yhgnpc023;yhgnpc039;yhgnpc040;yhgnpc041;yhgnpc042				1000		1000						15		Npc_lhw_tjzldf_002	2215	1		-1									
monyhg025	连环坞高手	AttackNpc	1	100	54		1		1.25	4	blade1_1		npc\worldnpc393									1	0	8	1		2	1	1	1						b_r_npcitem317			-1	1	0																													1000		1000						15		Npc_lhw_tjzldf_003	2226	1		-1									
monyhg026	连环坞香主	AttackNpc	1	100	93		1		1.25	4	blade1_1		npc\monster239							"Npc_lhw_tjzldf_001,1,100;Npc_lhw_tjzldf_002,1,100;Npc_lhw_tjzldf_003,1,80;Npc_lhw_tjzldf_004,1,80;Npc_lhw_tjzldf_005,1,80;Npc_lhw_tjzldf_006,1,50;"		1	0	8	1		2	1	1	1						b_r_npcitem024			-1	1	0																													1000		1000						15			2227	1		-1									
monyhg027	连环坞堂主	AttackNpc	1	100	96		1		1.25	4	dknife2_1		npc\monster115							"jn_yhg_swhd_boss_001,1,0;Npc_lhw_ptsz_001,1,0;Npc_lhw_ptsz_002,1,0;Npc_lhw_ptsz_003,1,0;Npc_lhw_ptsz_004,1,0;Npc_lhw_ptsz_005,1,0;Npc_lhw_ptsz_006,1,0;Npc_lhw_ptsz_007,1,0;jn_yhg_swhd_boss_002,1,0;Npc_lhw_ptsz_008,1,0;Npc_lhw_ptsz_009,1,0"		7	0	15	1	1	2	1	1	1						dk_rl_npcitem209			-1	1	0																													1000	1	1000						15		Npc_lhw_ptsz_001	2133	1		-1	100	Npc_lhw_ptsz_004							
monyhg028	连环坞小头目2	AttackNpc	1	100	54		1		1.25	4	blade1_1		npc\worldnpc392							"Npc_lhw_tjzldf_001,1,100;Npc_lhw_tjzldf_002,1,100;Npc_lhw_tjzldf_004,1,80"		1	0	8	1		2	1	1	1		1	3	mst_yhhd_002		b_r_npcitem317			-1	1	0																									yhgnpc022;yhgnpc027;yhgnpc033;yhgnpc034;yhgnpc035;yhgnpc036;yhgnpc037;yhgnpc038				1000		1000						15			2305	1		-1									
monyhg029	连环坞小头目3	AttackNpc	1	100	54		1		1.25	4	blade1_1		npc\worldnpc392							"Npc_lhw_tjzldf_001,1,100;Npc_lhw_tjzldf_002,1,100;Npc_lhw_tjzldf_005,1,80"		1	0	8	1		2	1	1	1		1	3	mst_yhhd_003		b_r_npcitem317			-1	1	0																									yhgnpc022;yhgnpc028;yhgnpc029;yhgnpc030;yhgnpc031;yhgnpc032				1000		1000						15			2216	1		-1									
monyhg030	连环坞悍匪2	AttackNpc	1	50	52		1		1.25	4	blade1_1		npc\worldnpc394									1	0	8	1		2	1	1	1		1	3	mst_yhhd_002		b_r_npcitem323			-1	1	0																									yhgnpc022;yhgnpc027;yhgnpc033;yhgnpc034;yhgnpc035;yhgnpc036;yhgnpc037;yhgnpc038				1000		1000						15		Npc_lhw_tjzldf_002	2215	1		-1									
monyhg031	连环坞悍匪3	AttackNpc	1	50	52		1		1.25	4	blade1_1		npc\worldnpc394									1	0	8	1		2	1	1	1		1	3	mst_yhhd_003		b_r_npcitem323			-1	1	0																									yhgnpc022;yhgnpc028;yhgnpc029;yhgnpc030;yhgnpc031;yhgnpc032				1000		1000						15		Npc_lhw_tjzldf_002	2215	1		-1									
monyhg032	连环坞香主	AttackNpc	1	100	93		1		1.25	4	blade1_1		npc\worldnpc564							"Npc_lhw_tjzldf_001,1,100;Npc_lhw_tjzldf_002,1,100;Npc_lhw_tjzldf_003,1,80;Npc_lhw_tjzldf_004,1,80;Npc_lhw_tjzldf_005,1,80;Npc_lhw_tjzldf_007,1,50;"		1	0	8	1		2	1	1	1						b_r_npcitem024			-1	1	0																													1000		1000						15			2227	1		-1									
monyhg033	连环坞香主	AttackNpc	1	100	93		1		1.25	4	blade1_1		npc\worldnpc565							"Npc_lhw_tjzldf_001,1,100;Npc_lhw_tjzldf_002,1,100;Npc_lhw_tjzldf_003,1,80;Npc_lhw_tjzldf_004,1,80;Npc_lhw_tjzldf_005,1,80;Npc_lhw_tjzldf_008,1,50;"		1	0	8	1		2	1	1	1						b_r_npcitem024			-1	1	0																													1000		1000						15			2227	1		-1									
monyhg034	鼠洞	AttackNpc	1	67	96				0	0	hand_0		npc\itemnpc057_yhrw												1		2	1	1	1									60000		0																																								2163			-1									
monyhg040	刁鹏1	AttackNpc	1	67	54		1		1.25	8	dknife2_1		npc\monster115							"Npc_lhw_ptsz_006,1,30;Npc_lhw_ptsz_007,1,30;Npc_lhw_ptsz_002,1,30"		1	0	15	1		2	1	1	1						dk_rl_npcitem209			-1	1	0																													1000		1000						15		Npc_lhw_ptsz_001		1		-1	100								
monyhg041	刁鹏2	AttackNpc	1	67	54		1		1.25	8	dknife2_1		npc\monster115									1	0	30	1		2	1	1	1						dk_rl_npcitem209			-1	1	0																													1000		1000						15		Npc_lhw_ptsz_003		1		-1	100								
																																																																																													
																																																																																													
monyhgsl001	试炼NPC-攻	AttackNpc	5	61	45		1		1.25	5	hand1_1		npc\worldnpc1162									1	0	20	1		2	1	1	1					1				-1	1	0																													1000		1000						20		jn_yhgsl_006	2149	1		-1									
monyhgsl002	试炼NPC-防	AttackNpc	5	61	45		1		1.25	5	hand1_1		npc\worldnpc1162_1									1	0	20	1		2	1	1	1					1				-1	1	0																													1000		1000						20		jn_yhgsl_007	2150	1		-1									
monyhgsl003	试炼NPC-技	AttackNpc	5	61	45		1		1.25	5	hand1_1		npc\worldnpc1162_2							"Npc_yh_hsqs_001,1,60;Npc_yh_hsqs_002,1,40"		1	0	20	1		2	1	1	1					1				-1	1	0																													1000		1000						20		jn_yhgsl_008		1		-1									
monyhgsl004	毒虫	AttackNpc	5	61	45		1		1.25	2	hand1_1		npc\monster006							"jn_yhgsl_005,1,50"		1	0	20	1		2	1	1	1									-1	1	1																													1000		1000						20				1		-1									
																																																																																													
		//桃花岛																																																																																											
thd_rm_tf	土匪	AttackNpc	2	35	40		1		1.25	4	hand1_1		npc\monster066	1	0.919566	icon\funcnpc\worldnpc190.png						1	0	5	1		2	15	10	60	npc_foundplayer		3						30000	1	0																													2000		2000						30			649												
thd_rm_gb	官兵	AttackNpc	2	35	40		1		1.25	4	hand1_1		npc\monster105	1	1.065	icon\monster\monster479.png						1	0	5	1		2	15	10	60	npc_foundplayer		3						30000	1	0																													2000		2000						30			712												
thd_rc_pkz01	普通鱼	AttackNpc	521	33	40		7		0	0	hand1_0		npc\cj_101006									1	1	5	1		2	15	10	60			3						-1	1	0																													2000		2000						-1				1		-1	1								
thd_rc_pkz02	小鱼苗	AttackNpc	521	33	40		7		0	0	hand1_0		npc\cj_101009									1	1	5	1		2	15	10	60			3						-1	1	0																													2000		2000						-1				1		-1	1								
thd_rc_pkz03	稀有鱼	AttackNpc	521	33	40		7		0	0	hand1_0		npc\cj_101009									1	1	5	1		2	15	10	60			3						-1	1	0																													2000		2000						-1				1		-1	1								
