NPC±àºÅ	¶ÔÏóÀàÐÍ	ini×¢ÊÍÃû³Æ	NPCÆòÌÖÐÅÏ¢	±íÏÖAI°ü±àºÅ	NPCÀàÐÍ	Ñ¡Ôñ²Ù×÷	Êó±êÐÎ×´	ÊÇ·ñ×ªÉí	×ßÂ·ËÙ¶È	ÅÜ²½ËÙ¶È	ÎäÆ÷³ÖÎÕ·½Ê½	Ä£ÐÍ±àºÅ	ÐÔ±ð	Ä£ÐÍ°ë¾¶	Í¼Æ¬	³öÉú×´Ì¬	npcÉùÒô	×é³É²ÄÁÏ	ÎäÆ÷Ãû³Æ	NPCÖÖÀàID	½Å±¾±àºÅ	ÊÇ·ñÄÜ½ÓïÚ	´¥·¢ÌØÐ§	AIÀàÐÍ	Ñ²ÂßÄ£Ê½	Ñ²Âß°ë¾¶	Â·¾¶ID	ÊÇ·ñËæ»ú³öÏÖ	ÏìÓ¦·¶Î§	ÃÅÅÉ	³ÆºÅ	¼®¹á	ÕóÓª	Ãû×Ö±íÐòºÅ	ÉúÆ½±íÐòºÅ	Éí·Ý²ÎÊý01	Éí·Ý²ÎÊý2	Éí·Ý²ÎÊý3	¶Ô»°¹æÔò	Ìß¹Ý×¨ÓÃ¹ØÁªNPC	ÉúÆ½	ÄÜ·ñÇÐ´è	Ëæ»ú¶Ô»°	ÏÂÆåÍæ¼ÒµÄ×îÐ¡µÈ¼¶	NPCÉíÉÏ¹ÒµÄÆåÆ×°ü	NPCÊÂ¼þ°ü±àºÅ	½øÈëÇÐ´èÇ°¶Ô»°	½áÊøÇÐ´èºó¶Ô»°	¿ÕÏÐ×´Ì¬¶Ô»°	Åö×²Ê±¶Ô»°	ÊµÁ¦°ü±àºÅ	¼¶±ð	ÐÞÎª¾­Ñé	¹ÖÎïÇ¿¶È	µôÂä	ÎäÆ÷ÀàÐÍ	Ëø¶¨Î»ÒÆ¹¥»÷	½û²¥ÊÜ»÷¶¯×÷	Ê°È¡È¨ÏÞÇå¿ÕÊ±¼ä	ÎÞÊ°È¡ÎïÏûÊ§Ê±¼ä	×î´óÏûÊ§Ê±¼ä	¸½¼ÓËæ»úÄÜÁ¦±àºÅ	ÆÕÍ¨¹¥»÷	¼¼ÄÜ±í	±»¶¯	¹Ì¶¨NPCÖØÉúÊ±¼ä	µÐÈËNPC±àºÅ±í	¶ÓÓÑ±àºÅ	ÄÜ·ñ¹¥»÷	ÄÜ²»ÄÜ±»¹¥»÷	²»ÄÜ±»É±ËÀ	¹¥·À±ÈÖØ	·ÀÓù¸ÅÂÊ	"Õ½¶·ÆµÂÊ,ºÁÃë"	"×·»÷·¶Î§,Ã×"	ÎÞ·¨±»Ó²Ö±	Ëø¶¨¼¼ÄÜ¼ä¸ô	ÕÙ»½ID	ÕÙ»½°ë¾¶	ÕÙ»½ÀàÐÍ	±íÑÝ¸ÅÂÊ	±íÑÝÊ±¼ä	ÊÆÁ¦¹éÊô	ÊÆÁ¦¹ØÏµ±í	Õ½¶·¿ªÊ¼µÄÕÙ»½ID	NPC½»»¥Í£ÁôÊ±¼ä	È¨ÖØ	³õÊ¼¶¯×÷¹Ì¶¨Ö¡²¥·Å	Åö×²¶Ô»°¹æÔò	ÉÌµêID	Ï´ºìÃû¹¦ÄÜ	²Ö¿âID	Ö°ÒµID	±¦Ê¯ÓÎÏ·NPC ID	½ÓÈÎÎñ±í	½»ÈÎÎñ±í	¿ÉÒÔ¼ÓÈëµÄÃÅÅÉ±í	¿É»ñµÃµÄÉí·Ý±í	¸´»îµã	Âä½Åµã	æäÕ¾	ÊäÈë¹ØÏµ°ü±àºÅ	ÊÇ·ñÓÐ¹«»á¹¦ÄÜ	°ïÅÉµØ¿é¹ºÂò	ÊÇ·ñÓÐÃÅÅÉÕ½¹¦ÄÜ	ÔËïÚ±àºÅ	ÊÇ·ñÓÐ°ïÅÉ²Ö¿â	ËùÊô°ï»áµØ¿é±àºÅ	AI±à¼­°ü	ÉÆ¶ñ²ÎÊý	Ö±½Ó´¥·¢	´æÔÚÊ±¼ä	µØÎ»ÆÀ·Ö	ÊÀ½çÊÂ¼þÏà¹Ø	±¨¸´µÈ¼¶	±¨¸´ÊÖ¶Î	ÊÇ·ñ¿É½á»é	ÍË³ö·¢Éù¶Ô»°	ÌìÆø°ü	NPCÓÅÏÈÏÔÊ¾	Ê¹ÓÃÇá¹¦	Ê±¼äÖá	Ëõ·Å	²»ÄÜÒÆ¶¯	²»ÄÜ·´»÷
jl413	CommonNpc			8	95	2	2		1.25	4	hand1_1	npc\worldnpc158			icon\funcnpc\worldnpc158.png					0				3	0	0			20				1			7	1	2	talkrule070102							296;297;298;299;300																																								10																								1			3												
jl414	CommonNpc		5	8	95	2	2		1.3	4.8	hand1_2	npc\worldnpc466			icon\funcnpc\worldnpc466.png					0				3	0	0			20				1			7	2	19	talkrule070219							296;297;298;299;300																																								10																								1			2												
jl415	CommonNpc		5	8	95	2	2		1.3	4.8	hand1_2	npc\worldnpc464			icon\funcnpc\worldnpc464.png					0				3	0	0			20				1			7	2	19	talkrule070219							296;297;298;299;300																																								10																								1			2												
jl416	CommonNpc		4	8	95	2	2		1.25	4	hand1_1	npc\worldnpc420			icon\funcnpc\worldnpc420.png					0				3	0	0			20				1			7	7	9	talkrule070709							296;297;298;299;300																																								10																								1			2												
jl417	CommonNpc			8	95	2	2		1.25	4	hand1_1	npc\worldnpc231			icon\funcnpc\worldnpc231.png					0				3	0	0			20				1			7	1	11	talkrule070111							296;297;298;299;300																																								10																								1			3												
jl418	CommonNpc			8	95	2	2		1.3	4.8	hand1_2	npc\worldnpc427			icon\funcnpc\worldnpc427.png					0				3	0	0			20				1			7	2	8	talkrule070208							296;297;298;299;300																																								10																								1			1												
jl419	CommonNpc			8	95	2	2		1.3	4.8	hand1_2	npc\worldnpc429			icon\funcnpc\worldnpc429.png					0				3	0	0			20				1			7	2	8	talkrule070208							296;297;298;299;300																																								10																								1			1												
jl420	CommonNpc			8	95	2	2		1.25	4	hand1_1	npc\worldnpc424			icon\funcnpc\worldnpc424.png					0				3	0	0			20				1			7	2	7	talkrule070207							296;297;298;299;300																																								10																								1			1												
jl421	CommonNpc			8	95	2	2		1.25	4	hand1_1	npc\worldnpc425			icon\funcnpc\worldnpc425.png					0				3	0	0			20				1			7	2	7	talkrule070207							296;297;298;299;300																																								10																								1			1												
jl422	CommonNpc			8	95	2	2		1.25	4	hand1_1	npc\worldnpc354			icon\funcnpc\worldnpc354.png					0				3	0	0			20				1			7	7	3	talkrule070703							296;297;298;299;300																																								10																								1			3												
jl423	CommonNpc			8	95	2	2		1.25	4	hand1_1	npc\worldnpc353			icon\funcnpc\worldnpc353.png					0				3	0	0			20				1			7	7	3	talkrule070703							296;297;298;299;300																																								10																								1			3												
jl424	CommonNpc	¿öÇ®Áú		8	95	2	2		1.25	4	hand1_1	npc\worldnpc214			icon\funcnpc\worldnpc214.png					0				3	0	0			20				1			7	4	1	talkrule070401							296;297;298;299;300																																								10																								1			6												
jl425	CommonNpc			8	95	2	2		1.3	4.8	hand1_2	npc\worldnpc366			icon\funcnpc\worldnpc366.png					0				3	0	0			20				1			7	5	3	talkrule070503							296;297;298;299;300																																								10																								1			1												
jl426	CommonNpc			8	95	2	2		1.25	4	hand1_1	npc\worldnpc472			icon\funcnpc\worldnpc472.png					0				3	0	0			20				1			7	7	1	talkrule070701							296;297;298;299;300																																								10																								1			4												
jl427	CommonNpc			8	95	2	2		1.25	4	hand1_1	npc\worldnpc095			icon\funcnpc\worldnpc095.png					0				3	0	0			20				1			7	7	1	talkrule070701							296;297;298;299;300																																								10																								1			4												
jl428	CommonNpc			8	95	2	2		1.25	4	hand1_1	npc\worldnpc097			icon\funcnpc\worldnpc097.png					0				3	0	0			20				1			7	7	1	talkrule070701							296;297;298;299;300																																								10																								1			4												
jl429	CommonNpc		1	8	95	2	2		1	4.8	hand1_2	npc\worldnpc196			icon\funcnpc\worldnpc196.png					0				3	0	0			20				1			7	2	19	talkrule070219							296;297;298;299;300																																								10																								1			2												
jl430	CommonNpc		1	8	95	2	2		1.3	4.8	hand1_2	npc\worldnpc104			icon\funcnpc\worldnpc104.png					0				3	0	0			20				1			7	2	19	talkrule070219							296;297;298;299;300																																								10																								1			2												
jl431	CommonNpc		1	8	95	2	2		1.3	4.8	hand1_1	npc\worldnpc127			icon\funcnpc\worldnpc127.png					0				3	0	0			20				1			7	2	19	talkrule070219							296;297;298;299;300																																								10																								1			2												
jl432	CommonNpc		1	8	95	2	2		1.3	4.8	hand1_2	npc\worldnpc131			icon\funcnpc\worldnpc131.png					0				3	0	0			20				1			7	2	19	talkrule070219							296;297;298;299;300																																								10																								1			2												
jl433	CommonNpc		1	8	95	2	2		1.3	4.8	hand1_2	npc\worldnpc405			icon\funcnpc\worldnpc405.png					0				3	0	0			20				1			7	2	19	talkrule070219							296;297;298;299;300																																								10																								1			2												
jl434	CommonNpc		1	8	95	2	2		1.3	4.8	hand1_2	npc\worldnpc406			icon\funcnpc\worldnpc406.png					0				3	0	0			20				1			7	2	19	talkrule070219							296;297;298;299;300																																								10																								1			2												
jl435	CommonNpc			8	95	2	2		1.25	4	hand1_1	npc\worldnpc233			icon\funcnpc\worldnpc233.png					0				3	0	0			20				1			7	2	11	talkrule070211							296;297;298;299;300																																								10																								1			2												
jl436	CommonNpc			8	95	2	2		1.25	4	hand1_1	npc\monster039			icon\monster\monster039.png					0				3	0	0			20				1			7	2	10	talkrule070210							296;297;298;299;300																																								10																								1			3												
jl437	CommonNpc			8	95	2	2		1.25	4	hand1_1	npc\funcnpc001			icon\funcnpc\funcnpc001.png					0				3	0	0			20				1			7	1	2	talkrule070102							296;297;298;299;300																																								10																								1			3		3	21									
jl438	CommonNpc			8	95	2	2		1.25	4	hand1_1	npc\monster105			icon\monster\monster105.png					0				3	0	0			20				1			8	4	2	talkrule080402							296;297;298;299;300																																								10																								1			3												
jl439	CommonNpc			8	95	2	2		1.25	4	hand1_1	npc\monster483			icon\monster\monster483.png					0				3	0	0			20				1			8	4	2	talkrule080402							296;297;298;299;300																																								10																								1			3												
jl440	CommonNpc			8	95	2	2		1.25	4	hand1_1	npc\monster105			icon\monster\monster105.png					0				3	0	0			20				1			8	4	2	talkrule080402							296;297;298;299;300																																								10																								1			3												
jl441	CommonNpc			8	95	2	2		1.5	6	hand1_1	npc\monster105			icon\monster\monster105.png					0				3	0	0			20							8	4	2	talkrule080402							296;297;298;299;300					98	100		4						120			rn_b_hand_01		0				0	0	0			1200	120								999			10																								1			3												
jl442	CommonNpc			8	95	2	2		1.5	6	hand1_1	npc\monster482			icon\monster\monster482.png					0				3	0	0			20							8	4	2	talkrule080402												98	100		4						120			rn_b_hand_01		0				0	0	0			1200	120								999			10																								1			3												
jl443	CommonNpc			8	95	2	2		1.5	6	hand1_1	npc\monster482			icon\monster\monster482.png					0				3	0	0			20							8	4	2	talkrule080402												98	100		4						120			rn_b_hand_01		0				0	0	0			1200	120								999			10																								1			3												
jl444	CommonNpc			8	95	2	2		1.25	4	hand1_1	npc\worldnpc488			icon\funcnpc\worldnpc488.png					0				3	0	0			20				1			7	2	13	talkrule070213							296;297;298;299;300																																								10																								1			1												
jl445	CommonNpc			8	95	2	2		1.25	4	hand1_1	npc\worldnpc487			icon\funcnpc\worldnpc487.png					0				3	0	0			20				1			6	1	1	talkrule060101							296;297;298;299;300																																								10																								1			5												
jl446	CommonNpc			8	95	2	2		1.25	4	hand1_1	npc\worldnpc157			icon\funcnpc\worldnpc157.png					0				3	0	0			20				1			6	1	1	talkrule060101							296;297;298;299;300																																								10																								1			5												
jl447	CommonNpc			8	95	2	2		1.25	4	hand1_1	npc\worldnpc551			icon\funcnpc\worldnpc551.png					0				3	0	0			20				1			6	1	1	talkrule060101							296;297;298;299;300																																								10																								1			5												
jl448	CommonNpc			8	95	2	2		1.25	4	hand1_1	npc\worldnpc408			icon\funcnpc\worldnpc408.png					0				3	0	0			20				1			7	2	13	talkrule070213							296;297;298;299;300																																								10																								1			1												
jl449	CommonNpc			8	95	2	2		1.25	4	hand1_1	npc\worldnpc534			icon\funcnpc\worldnpc534.png					0				3	0	0			20				1			7	2	9	talkrule070209							296;297;298;299;300																																								10																								1			4												
jl450	CommonNpc			8	95	2	2		1.25	4	hand1_1	npc\worldnpc559			icon\funcnpc\worldnpc559.png					0				3	0	0			20				1			7	7	7	talkrule070707							296;297;298;299;300																																								10																								1			3												
jl451	CommonNpc			8	95	2	2		1.25	4	hand1_1	npc\worldnpc214			icon\funcnpc\worldnpc214.png					0				3	0	0			20				1			7	4	1	talkrule070401							296;297;298;299;300																																								10																								1			6												
jl452	CommonNpc			8	95	2	2		1.3	4.8	hand1_2	npc\worldnpc309			icon\funcnpc\worldnpc309.png					0				3	0	0			20				1			7	4	3	talkrule070403							296;297;298;299;300																																								10																								1			6												
jl453	CommonNpc			8	95	2	2		1.25	4	hand1_1	npc\worldnpc562			icon\funcnpc\worldnpc562.png					0				3	0	0			20				1			8	4	2	talkrule080402							296;297;298;299;300																																								10																								1			3												
jl454	CommonNpc			8	95	2	2		1.25	4	hand1_1	npc\worldnpc560			icon\funcnpc\worldnpc560.png					0				3	0	0			20				1			7	2	13	talkrule070213							296;297;298;299;300																																								10																								1			1												
jl455	CommonNpc			8	95	2	2		1.25	4	hand1_1	npc\worldnpc383			icon\funcnpc\worldnpc383.png					0				3	0	0			20				1			7	2	19	talkrule070219							296;297;298;299;300																																								10																								1			2												
jl456	CommonNpc			8	95	2	2		1.25	4	hand1_1	npc\worldnpc550			icon\funcnpc\worldnpc550.png					0				3	0	0			20				1			6	2	2	talkrule060202							296;297;298;299;300																																								10																								1			4												
jl457	CommonNpc			8	95	2	2		1.25	4	hand1_1	npc\worldnpc551			icon\funcnpc\worldnpc551.png					0				3	0	0			20				1			6	2	2	talkrule060202							296;297;298;299;300																																								10																								1			4												
jl458	CommonNpc			8	95	2	2		1.25	4	hand1_1	npc\worldnpc194			icon\funcnpc\worldnpc194.png					0				3	0	0			20				1			7	2	9	talkrule070209							296;297;298;299;300																																								10																								1			4												
jl459	CommonNpc			8	95	2	2		1.25	4	hand1_2	npc\worldnpc126			icon\funcnpc\worldnpc126.png					0				3	0	0			20				1			7	5	5	talkrule070505							296;297;298;299;300																																								10																								1			3												
jl460	CommonNpc			8	95	2	2		1.25	4	hand1_1	npc\monster105			icon\monster\monster105.png					0				3	0	0			20				1			8	4	2	talkrule080402							296;297;298;299;300																																								10																								1			3												
jl461	CommonNpc			8	95	2	2		1.25	4	hand1_1	npc\monster482			icon\monster\monster482.png					0				3	0	0			20				1			8	4	2	talkrule080402							296;297;298;299;300																																								10																								1			3												
jl462	CommonNpc			8	95	2	2		1.25	4	hand1_1	npc\worldnpc217			icon\funcnpc\worldnpc217.png					0				3	0	0			20				1			8	4	2	talkrule080402							296;297;298;299;300																																								10																								1			3												
jl463	CommonNpc			8	95	2	2		1.3	4.8	hand1_2	npc\worldnpc240			icon\funcnpc\worldnpc240.png					0				3	0	0			20				1			7	2	6	talkrule070206							296;297;298;299;300																																								10																								1			2												
jl464	CommonNpc	»ÆÑó		8	95	2	2		1.25	4	hand1_1	npc\worldnpc520			icon\funcnpc\worldnpc520.png					0				3	0	0			20				1			7	2	19	talkrule070219							296;297;298;299;300																																								10																								1			2												
jl465	CommonNpc	¸µâùÐÄ		8	95	2	2		1.3	4.8	hand1_2	npc\worldnpc185			icon\funcnpc\worldnpc185.png					0				3	0	0			20				1			7	2	19	talkrule070219							296;297;298;299;300																																								10																								1			2												
jl466	CommonNpc			8	95	2	2		1	4	hand1_1	npc\worldnpc116			icon\funcnpc\worldnpc116.png					0				3	0	0			20				1			7	2	19	talkrule070219							296;297;298;299;300																																								10																								1			2												
jl467	CommonNpc			8	95	2	2		0.8	1.2	hand1_2	npc\worldnpc142			icon\funcnpc\worldnpc142.png					0				3	0	0			20				1			7	2	19	talkrule070219							296;297;298;299;300																																								10																								1			2												
jl468	CommonNpc			8	95	2	2		1.25	4	hand1_1	npc\monster311			icon\monster\monster311.png					0				3	0	0			20				1			7	2	19	talkrule070219							296;297;298;299;300																																								10																								1			2												
jl469	CommonNpc		2	8	95	2	2		1.25	4	hand1_1	npc\worldnpc487			icon\funcnpc\worldnpc487.png					0				3	0	0			20				1			6	1	1	talkrule060101							296;297;298;299;300																																								10																								1			5												
jl470	CommonNpc		2	8	95	2	2		1.25	4	hand1_1	npc\worldnpc157			icon\funcnpc\worldnpc157.png					0				3	0	0			20				1			6	1	1	talkrule060101							296;297;298;299;300																																								10																								1			5												
jl471	CommonNpc		2	8	95	2	2		1.25	4	hand1_1	npc\worldnpc550			icon\funcnpc\worldnpc550.png					0				3	0	0			20				1			6	1	1	talkrule060101							296;297;298;299;300																																								10																								1			5												
jl472	CommonNpc			8	95	2	2		1.25	4	hand1_1	npc\monster373			icon\monster\monster373.png					0				3	0	0			20				1			8	3	2	talkrule080302							296;297;298;299;300																																								10																								1			8		6	14									
jl473	CommonNpc			8	95	2	2		1	4	hand1_1	npc\worldnpc105			icon\funcnpc\worldnpc105.png					0				3	0	0			20				1			7	2	10	talkrule070210							296;297;298;299;300																																								10				Shop_zahuo_00103																				1			3												
jl474	CommonNpc			8	95	2	2		1.25	4	hand1_1	npc\worldnpc008			icon\funcnpc\worldnpc008.png					0				3	0	0			20				1			7	5	1	talkrule070501							296;297;298;299;300																																								10																								1			1												
jl475	CommonNpc			8	95	2	2		1.25	4	hand1_1	npc\worldnpc135			icon\funcnpc\worldnpc135.png					0				3	0	0			20				1			7	5	2	talkrule070502							296;297;298;299;300																																								10																								1			1												
jl476	CommonNpc			8	95	2	2		1.25	4	hand1_1	npc\worldnpc491			icon\funcnpc\worldnpc491.png					0				3	0	0			20				1			7	2	19	talkrule070219							296;297;298;299;300																																								10																								1			2												
jl477	CommonNpc			8	95	2	2		1	4.8	hand1_2	npc\worldnpc196			icon\funcnpc\worldnpc196.png					0				3	0	0			20				1			7	2	19	talkrule070219							296;297;298;299;300																																								10																								1			2												
jl478	CommonNpc			8	95	2	2		1.25	4	hand1_1	npc\worldnpc132			icon\funcnpc\worldnpc132.png					0				3	0	0			20				1			7	2	19	talkrule070219							296;297;298;299;300																																								10																								1			2												
jl479	CommonNpc			8	95	2	2		1.25	4	hand1_1	npc\worldnpc409			icon\funcnpc\worldnpc409.png					0				3	0	0			20				1			7	2	19	talkrule070219							296;297;298;299;300																																								10																								1			2												
jl480	CommonNpc			8	95	2	2		1.3	4.8	hand1_2	npc\worldnpc407			icon\funcnpc\worldnpc407.png					0				3	0	0			20				1			7	2	19	talkrule070219							296;297;298;299;300																																								10																								1			2												
jl481	CommonNpc			8	95	2	2		1.25	4	hand1_1	npc\worldnpc492			icon\funcnpc\worldnpc492.png					0				3	0	0			20				1			7	1	16	talkrule070116							296;297;298;299;300																																								10																								1			3												
jl482	CommonNpc			8	95	2	2		1.25	4	hand1_1	npc\worldnpc493			icon\funcnpc\worldnpc493.png					0				3	0	0			20				1			7	1	16	talkrule070116							296;297;298;299;300																																								10																								1			3												
jl483	CommonNpc			8	95	2	2		1.25	4	hand1_1	npc\worldnpc259			icon\funcnpc\worldnpc259.png					0				3	0	0			20				1			7	1	16	talkrule070116							296;297;298;299;300																																								10																								1			3												
