NPC编号	对象类型	ini注释名称	NPC乞讨信息	表现AI包编号	NPC类型	选择操作	鼠标形状	停留时间	是否转身	走路速度	跑步速度	武器持握方式	模型编号	性别	模型半径	图片	出生状态	npc声音	组成材料	武器名称	NPC种类ID	脚本编号	是否能接镖	触发特效	AI类型	巡逻模式	巡逻半径	路径ID	是否随机出现	响应范围	门派	称号	籍贯	阵营	名字表序号	生平表序号	身份参数01	身份参数2	身份参数3	对话规则	踢馆专用关联NPC	生平	能否切磋	随机对话	下棋玩家的最小等级	NPC身上挂的棋谱包	NPC事件包编号	进入切磋前对话	结束切磋后对话	空闲状态对话	碰撞时对话	仇恨	实力包编号	级别	修为经验	怪物强度	掉落	武器类型	锁定位移攻击	禁播受击动作	拾取权限清空时间	无拾取物消失时间	最大消失时间	附加随机能力编号	普通攻击	技能表	主动被动	固定NPC重生时间	敌人NPC编号表	队友编号	能否攻击	能不能被攻击	不能被杀死	攻防比重	防御概率	"战斗频率,毫秒"	"追击范围,米"	无法被硬直	锁定技能间隔	召唤ID	召唤半径	召唤类型	表演概率	表演时间	婚宴npc类型	势力归属	势力关系表	战斗开始的召唤ID	NPC交互停留时间	权重	初始动作固定帧播放	碰撞对话规则	商店ID	洗红名功能	仓库ID	职业ID	宝石游戏NPC ID	接任务表	交任务表	可以加入的门派表	可获得的身份表	复活点	落脚点	驿站	输入关系包编号	是否有公会功能	帮派地块购买	是否有门派战功能	运镖编号	是否有帮派仓库	所属帮会地块编号	AI编辑包	善恶参数	直接触发	脱战回血	格挡方式(-1表示不格挡)	超过距离就脱战	使用轻功	破防几率	破防技能	防御CD	世界触发器相关	存在时间	是否理会玩家	缩放尺寸	跟随距离	跟随位置	是否跨场景	跟随角度	NPC所属势力	动作集	大逃杀专用	团队显示道具
AI_yzx1	BossNpc	胭脂血（简单）		8	95	2	2			1.25	6	knife1_2	npc\worldnpc747	2						k_r_npcitem307	0				3	0	0			10																							51	61							15	3	60		Npc_nlb_yzx01	"Npc_nlb_yzx01,1,0;Npc_nlb_yzx02,1,0;Npc_nlb_yzx03,1,0;Npc_nlb_yzx04,1,0;Npc_nlb_yzx05,1,0;Npc_nlb_yzx06,1,0;Npc_nlb_yzx07,1,0;Npc_nlb_yzx08,1,0;XJSkill_yzx03_hide,1,0;Npc_nlb_yzx03_hide,1,0;Npc_nlb_yzx08_hide,1,0;XJNpc_yzx_xxs,1,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,0"	0	-1							100	1000	50		1000							1	"1,0"																									3333		1		19		15															
AI_yzx2	BossNpc	胭脂血（中等）		8	95	2	2			1.25	6	knife1_2	npc\worldnpc747	2						k_r_npcitem307	0				3	0	0			10																							51	61							15	3	60		Npc_nlb_yzx01	"Npc_nlb_yzx01,1,0;Npc_nlb_yzx02,1,0;Npc_nlb_yzx03,1,0;Npc_nlb_yzx04,1,0;Npc_nlb_yzx05,1,0;Npc_nlb_yzx06,1,0;Npc_nlb_yzx07,1,0;Npc_nlb_yzx08,1,0;XJSkill_yzx03_hide,1,0;Npc_nlb_yzx03_hide,1,0;Npc_nlb_yzx08_hide,1,0;XJNpc_yzx_xxs,1,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,0"	0	-1							100	1000	50		1000							1	"1,0"																									3334		1		19		15															
AI_yzx3	BossNpc	胭脂血（困难）		8	95	2	2			1.25	6	knife1_2	npc\worldnpc747	2						k_r_npcitem307	0				3	0	0			10																							51	61							15	3	60		Npc_nlb_yzx01	"Npc_nlb_yzx01,1,0;Npc_nlb_yzx02,1,0;Npc_nlb_yzx03,1,0;Npc_nlb_yzx04,1,0;Npc_nlb_yzx05,1,0;Npc_nlb_yzx06,1,0;Npc_nlb_yzx07,1,0;Npc_nlb_yzx08,1,0;XJSkill_yzx03_hide,1,0;Npc_nlb_yzx03_hide,1,0;Npc_nlb_yzx08_hide,1,0;XJNpc_yzx_xxs,1,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,0"	0	-1							100	1000	50		1000							1	"1,0"																									3335		1		19		15															
AI_bwqf1	BossNpc	霸王枪法（简单）		8	95	2	2			1.25	6	lstuff1_1	npc\worldnpc1295	1						lst_r_866	0				3	0	0			10																							51	61							15	3	60		Npc_cf_bwqf01	"Npc_cf_bwqf01,1,0;Npc_cf_bwqf02,1,0;Npc_cf_bwqf03,1,0;Npc_cf_bwqf04,1,0;Npc_cf_bwqf05,1,0;Npc_cf_bwqf06,1,0;Npc_cf_bwqf07,1,0;Npc_cf_bwqf08,1,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,0"	0	-1							100	1000	50		1000							1	"1,0"																									3336		1		19		15															
AI_bwqf2	BossNpc	霸王枪法（中等）		8	95	2	2			1.25	6	lstuff1_1	npc\worldnpc1295	1						lst_r_866	0				3	0	0			10																							51	61							15	3	60		Npc_cf_bwqf01	"Npc_cf_bwqf01,1,0;Npc_cf_bwqf02,1,0;Npc_cf_bwqf03,1,0;Npc_cf_bwqf04,1,0;Npc_cf_bwqf05,1,0;Npc_cf_bwqf06,1,0;Npc_cf_bwqf07,1,0;Npc_cf_bwqf08,1,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,0"	0	-1							100	1000	50		1000							1	"1,0"																									3337		1		19		15															
AI_bwqf3	BossNpc	霸王枪法（困难）		8	95	2	2			1.25	6	lstuff1_1	npc\worldnpc1295	1						lst_r_866	0				3	0	0			10																							51	61							15	3	60		Npc_cf_bwqf01	"Npc_cf_bwqf01,1,0;Npc_cf_bwqf02,1,0;Npc_cf_bwqf03,1,0;Npc_cf_bwqf04,1,0;Npc_cf_bwqf05,1,0;Npc_cf_bwqf06,1,0;Npc_cf_bwqf07,1,0;Npc_cf_bwqf08,1,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,0"	0	-1							100	1000	50		1000							1	"1,0"																									3338		1		19		15															
AI_yjqf1	BossNpc	岳家枪法（简单）		8	95	2	2			1.25	6	lstuff1_1	npc\worldnpc1295	1						lst_r_866	0				3	0	0			10																							51	61							15	3	60		Npc_cf_yjqf01	"Npc_cf_yjqf01,1,0;Npc_cf_yjqf02,1,0;Npc_cf_yjqf03,1,0;Npc_cf_yjqf04,1,0;Npc_cf_yjqf05,1,0;Npc_cf_yjqf06,1,0;Npc_cf_yjqf07,1,0;Npc_cf_yjqf08,1,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,0;Npc_cf_yjqf08_sky,1,0"	0	-1							100	1000	50		1000							1	"1,0"																									3339		1		19		15															
AI_yjqf2	BossNpc	岳家枪法（简单）		8	95	2	2			1.25	6	lstuff1_1	npc\worldnpc1295	1						lst_r_866	0				3	0	0			10																							51	61							15	3	60		Npc_cf_yjqf01	"Npc_cf_yjqf01,1,0;Npc_cf_yjqf02,1,0;Npc_cf_yjqf03,1,0;Npc_cf_yjqf04,1,0;Npc_cf_yjqf05,1,0;Npc_cf_yjqf06,1,0;Npc_cf_yjqf07,1,0;Npc_cf_yjqf08,1,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,0;Npc_cf_yjqf08_sky,1,0"	0	-1							100	1000	50		1000							1	"1,0"																									3340		1		19		15															
AI_yjqf3	BossNpc	岳家枪法（简单）		8	95	2	2			1.25	6	lstuff1_1	npc\worldnpc1295	1						lst_r_866	0				3	0	0			10																							51	61							15	3	60		Npc_cf_yjqf01	"Npc_cf_yjqf01,1,0;Npc_cf_yjqf02,1,0;Npc_cf_yjqf03,1,0;Npc_cf_yjqf04,1,0;Npc_cf_yjqf05,1,0;Npc_cf_yjqf06,1,0;Npc_cf_yjqf07,1,0;Npc_cf_yjqf08,1,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,0;Npc_cf_yjqf08_sky,1,0"	0	-1							100	1000	50		1000							1	"1,0"																									3341		1		19		15															
																																																																																																																																					
		//无极岛																																																																																																																																			
npc_wjd_ls_01	CommonNpc	柳生但马守		8	715	2	2	10		1.25	4	hand1_1	npc\boss146		1										3					10																							54	160		1					20	30	60			"skill_wjd_022,1,30;skill_wjd_023,1,20;skill_wjd_024,1,20"	0	60000								1000	10		1000							610																										3952		1	1	-1																	
npc_wjd_ls_02	CommonNpc	柳生飘絮		8	715	2	2	10		1.25	4	hand1_2	npc\worldnpc216		1										3					10																							53	160		1					20	30	60			"skill_wjd_014,1,20;skill_wjd_015,1,20;skill_wjd_018,1,30"	0	60000								1000	10		1000							610																										3952		1	1	-1																	
npc_wjd_ls_03	CommonNpc	柳生雪姬		8	715	2	2	10		1.25	4	hand1_2	npc\monster693		1										3					10																							53	160		1					20	30	60			"skill_wjd_006,1,30"	0	60000								1000	10		1000							610																										3952		1	1	-1																	
npc_wjd_ls_04	CommonNpc	柳生右卫门		8	715	2	2	10		1.25	4	hand1_1	npc\boss041		1										3					10																							53	160		1					20	30	60			"skill_wjd_016,1,20;skill_wjd_017,1,20;skill_wjd_018,1,30"	0	60000								1000	10		1000							610																										3952		1	1	-1																	
npc_wjd_ls_05	CommonNpc	东城绫子		8	715	2	2	10		1.25	4	hand1_2	npc\worldnpc305		1										3					10																							101	160		1					20	30	60			"skill_wjd_006,1,30"	0	60000								1000	10		1000							610																										3952		1	1	-1																	
npc_wjd_ls_06	CommonNpc	南户路五月		8	715	2	2	10		1.25	4	hand1_1	npc\boss084		1										3					10																							53	160		1					20	30	60			"skill_wjd_004,1,30;skill_wjd_023,1,20;skill_wjd_021,1,20"	0	60000								1000	10		1000							610																										3952		1	1	-1																	
npc_wjd_ls_07a	CommonNpc	柳生剑客a		8	184	2	2	10		1.25	4		npc\b_wujidao_03		1										3					10																							101	160		1					20	30	60		skill_wjd_dao	"skill_wjd_dao,1,0;skill_wjd_002,1,30"	0	60000								1000	10		1000							610																												1	1	-1															1h		
npc_wjd_ls_08a	CommonNpc	柳生剑豪a		8	184	2	2	10		1.25	4		npc\b_wujidao_02		1										3					10																							51	160		1					20	30	60		skill_wjd_dao	"skill_wjd_dao,1,0;skill_wjd_002,1,30;skill_wjd_013,1,20"	0	60000								1000	10		1000							610																										3952		1	1	-1															1h		
npc_wjd_ls_09a	CommonNpc	柳生剑术师范a		8	3	2	2	10		1.25	4	hand1_1	npc\boss152		1										3					10																							52	160		1					20	30	60			"skill_wjd_019,1,20;skill_wjd_002,1,30;skill_wjd_013,1,20"	0	60000								1000	10		1000							610																										3952		1	1	-1																	
npc_wjd_rz_01	CommonNpc	服部平成		8	715	2	2	10		1.25	4	hand1_1	npc\boss148		1										3					10																							54	160		1					20	30	60			"skill_wjd_025,1,15;skill_wjd_031,1,15;skill_wjd_032,1,15;skill_wjd_034,1,25"	0	60000								1000	10		1000							610																										3952		1	1	-1																	
npc_wjd_rz_02	CommonNpc	服部保久		8	715	2	2	10		1.25	4	hand1_1	npc\boss149		1										3					10																							52	160		1					20	30	60			"skill_wjd_025,1,15;skill_wjd_031,1,15;skill_wjd_032,1,15;skill_wjd_034,1,25"	0	60000								1000	10		1000							610																										3952		1	1	-1																	
npc_wjd_rz_03	CommonNpc	服部久次郎		8	715	2	2	10		1.25	4	hand1_1	npc\boss153		1										3					10																							51	160		1					20	30	60			"skill_wjd_025,1,15;skill_wjd_031,1,15;skill_wjd_032,1,15;skill_wjd_034,1,25"	0	60000								1000	10		1000							610																										3952		1	1	-1																	
npc_wjd_rz_04	CommonNpc	服部宁宁		8	184	2	2	10		1.25	4		npc\g_wujidao_04		1										3					10																							53	160		1					20	30	60		skill_wjd_ci	"skill_wjd_ci,1,0;skill_wjd_025,1,30;skill_wjd_028,1,5;skill_wjd_032,1,15"	0	60000								1000	10		1000							610																										3952		1	1	-1															3h		
npc_wjd_rz_05	CommonNpc	利久庆次		8	184	2	2	10		1.25	4		npc\b_wujidao_06		1										3					10																							53	160		1					20	30	60		skill_wjd_ci	"skill_wjd_ci,1,0;skill_wjd_025,1,30;skill_wjd_028,1,5;skill_wjd_032,1,15"	0	60000								1000	10		1000							610																										3952		1	1	-1															3h		
npc_wjd_rz_06a	CommonNpc	下忍男		8	184	2	2	10		1.25	4		npc\b_wujidao_04		1										3					10																							101	160		1					20	30	60		skill_wjd_ci	"skill_wjd_025,1,30;skill_wjd_ci,1,0"	0	60000								1000	10		1000							610																										3952		1	1	-1															3h		
npc_wjd_rz_06b	CommonNpc	下忍女		8	184	2	2	10		1.25	4		npc\g_wujidao_06		1										3					10																							101	160		1					20	30	60		skill_wjd_ci	"skill_wjd_025,1,30;skill_wjd_ci,1,0"	0	60000								1000	10		1000							610																										3952		1	1	-1															3h		
npc_wjd_rz_07a	CommonNpc	中忍男		8	184	2	2	10		1.25	4		npc\b_wujidao_05		1										3					10																							51	160		1					20	30	60		skill_wjd_ci	"skill_wjd_025,1,30;skill_wjd_026,1,20;skill_wjd_ci,1,0"	0	60000								1000	10		1000							610																										3952		1	1	-1															3h		
npc_wjd_rz_07b	CommonNpc	中忍女		8	184	2	2	10		1.25	4		npc\g_wujidao_05		1										3					10																							51	160		1					20	30	60		skill_wjd_ci	"skill_wjd_025,1,30;skill_wjd_026,1,20;skill_wjd_ci,1,0"	0	60000								1000	10		1000							610																										3952		1	1	-1															3h		
npc_wjd_rz_08a	CommonNpc	上忍a		8	184	2	2	10		1.25	4		npc\b_wujidao_06		1										3					10																							52	160		1					20	30	60		skill_wjd_ci	"skill_wjd_025,1,30;skill_wjd_026,1,20;skill_wjd_027,1,20;skill_wjd_ci,1,0"	0	60000								1000	10		1000							610																										3952		1	1	-1															3h		
npc_wjd_rz_08b	CommonNpc	上忍女		8	184	2	2	10		1.25	4		npc\g_wujidao_04		1										3					10																							52	160		1					20	30	60		skill_wjd_ci	"skill_wjd_025,1,30;skill_wjd_026,1,20;skill_wjd_027,1,20;skill_wjd_ci,1,0"	0	60000								1000	10		1000							610																										3952		1	1	-1															3h		
npc_wjd_rz_09	CommonNpc	隙伺		8	184	2	2	10		1.25	4		npc\g_wujidao_06		1										3					10																							419	160		1					20	30	60		skill_wjd_ci	"skill_wjd_025,1,30;skill_wjd_ci,1,0"	0	60000								1000	10		1000							617																										4044		2	1	-1															3h		
npc_wjd_jh_01	CommonNpc	伊藤一刀		8	715	2	2	10		1.25	4	hand1_1	npc\boss147		1										3					10																							54	160		1					20	30	60			"skill_wjd_013,1,10;skill_wjd_014,1,10;skill_wjd_015,1,10;skill_wjd_016,1,10;skill_wjd_017,1,10;skill_wjd_018,1,10;skill_wjd_019,1,10;skill_wjd_021,1,10"	0	60000								1000	10		1000							610																										3952		1	1	-1																	
npc_wjd_jh_02	CommonNpc	小野善鬼		8	715	2	2	10		1.25	4	hand1_1	npc\boss162		1										3					10																							53	160		1					20	30	60			"skill_wjd_013,1,20;skill_wjd_019,1,30;skill_wjd_021,1,20"	0	60000								1000	10		1000							610																										3952		1	1	-1																	
npc_wjd_jh_03	CommonNpc	小野次郎		8	715	2	2	10		1.25	4	hand1_1	npc\boss163		1										3					10																							52	160		1					20	30	60			"skill_wjd_013,1,20;skill_wjd_019,1,30;skill_wjd_021,1,20"	0	60000								1000	10		1000							610																										3952		1	1	-1																	
npc_wjd_dm_01	CommonNpc	来岛通康		8	715	2	2	10		1.25	4	hand1_1	npc\boss151		1										3					10																							54	160		1					20	30	60			"skill_wjd_035,1,25;skill_wjd_036,1,15;skill_wjd_037,1,15;skill_wjd_038,1,15"	0	60000								1000	10		1000							610																										3952		1	1	-1																	
npc_wjd_dm_02	CommonNpc	来岛浓子		8	715	2	2	10		1.25	4	hand1_2	npc\monster087		1										3					10																							101	160		1					20	30	60			"skill_wjd_025,1,30"	0	60000								1000	10		1000							610																										3952		1	1	-1																	
npc_wjd_dm_03	CommonNpc	来岛蝶		8	715	2	2	10		1.25	4	hand1_2	npc\worldnpc304		1										3					10																							101	160		1					20	30	60			"skill_wjd_006,1,30"	0	60000								1000	10		1000							610																										3952		1	1	-1																	
npc_wjd_dm_04	CommonNpc	村上武吉		8	184	2	2	10		1.25	4		npc\b_wujidao_07		1										3					10																							53	160		1					20	30	60		skill_wjd_dao	"skill_wjd_dao,1,0;skill_wjd_001,1,10;skill_wjd_002,1,30;skill_wjd_005,1,20;skill_wjd_007,1,20"	0	60000								1000	10		1000							610																										3952		1	1	-1															1h		
npc_wjd_dm_05	CommonNpc	岛津村辉		8	715	2	2	10		1.25	4	hand1_1	npc\boss150		1										3					10																							52	160		1					20	30	60			"skill_wjd_008,1,30;skill_wjd_009,1,20"	0	60000								1000	10		1000							610																										3952		1	1	-1																	
npc_wjd_dm_06	CommonNpc	小野爱一郎		8	184	2	2	10		1.25	4		npc\b_wujidao_06		1										3					10																							53	160		1					20	30	60		skill_wjd_ci	"skill_wjd_ci,1,0;skill_wjd_025,1,30;skill_wjd_032,1,20"	0	60000								1000	10		1000							610																										3952		1	1	-1															3h		
npc_wjd_dm_07	CommonNpc	宫本明斗		8	184	2	2	10		1.25	4		npc\b_wujidao_07		1										3					10																							52	160		1					20	30	60		skill_wjd_dao	"skill_wjd_dao,1,0;skill_wjd_001,1,10;skill_wjd_002,1,30;skill_wjd_005,1,20;skill_wjd_007,1,20"	0	60000								1000	10		1000							610																										3952		1	1	-1															1h		
npc_wjd_dm_08a	CommonNpc	足轻a		8	184	2	2	10		1.25	4		npc\b_wujidao_09		1										3					10																							101	160		1					20	30	60		skill_wjd_qiang	"skill_wjd_qiang,1,0;skill_wjd_001,1,10"	0	60000								1000	10		1000							610																										3952		1	1	-1															7h		
npc_wjd_dm_09a	CommonNpc	足轻组头a		8	184	2	2	10		1.25	4		npc\b_wujidao_08		1										3					10																							51	160		1					20	30	60		skill_wjd_qiang	"skill_wjd_qiang,1,0;skill_wjd_001,1,10;skill_wjd_036,1,30"	0	60000								1000	10		1000							610																										3952		1	1	-1															7h		
npc_wjd_dm_10a	CommonNpc	足轻大将a		8	184	2	2	10		1.25	4		npc\b_wujidao_07		1										3					10																							52	160		1					20	30	60		skill_wjd_qiang	"skill_wjd_qiang,1,0;skill_wjd_001,1,10;skill_wjd_036,1,30;skill_wjd_009,1,20"	0	60000								1000	10		1000							610																										3952		1	1	-1															7h		
npc_wjd_dm_11	CommonNpc	水军将领		8	184	2	2	10		1.25	4		npc\b_wujidao_07		1										3					10																							52	160		1					20	30	60		skill_wjd_dao	"skill_wjd_dao,1,0;skill_wjd_001,1,10;skill_wjd_002,1,30;skill_wjd_005,1,20;skill_wjd_007,1,20"	0	60000								1000	10		1000							610																										3952		1	1	-1															1h		
npc_wjd_lr_01	CommonNpc	浪人1		8	1	2	2	10		1.25	4	hand1_1	npc\monster303		1										3					10																							101	160		1					20	30	60			"skill_wjd_011,1,30"	0	60000								1000	10		1000							610																										3952		1	1	-1																	
npc_wjd_lr_02	CommonNpc	浪人2		8	1	2	2	10		1.25	4	hand1_1	npc\monster304		1										3					10																							101	160		1					20	30	60			"skill_wjd_011,1,30;skill_wjd_012,1,20"	0	60000								1000	10		1000							610																										3952		1	1	-1																	
npc_wjd_lr_03	CommonNpc	浪人3		8	1	2	2	10		1.25	4	hand1_1	npc\worldnpc238		1										3					10																							51	160		1					20	30	60			"skill_wjd_011,1,30;skill_wjd_012,1,20;skill_wjd_013,1,20"	0	60000								1000	10		1000							610																										3952		1	1	-1																	
npc_wjd_cm_01	CommonNpc	村长		8	715	2	2	10		1.25	4	hand1_1	npc\worldnpc567		1										3					10																							101	160		1					20	30	60				0	60000								1000	10		1000							611																										3952		1	1	-1																	
npc_wjd_cm_02a	CommonNpc	村民a		8	715	2	2	10		1.25	4	hand1_1	npc\worldnpc454		1										3					10																							101	160		1					20	30	60				0	60000								1000	10		1000							611																										3952		1	1	-1																	
npc_wjd_cm_02b	CommonNpc	村民b		8	715	2	2	10		1.25	4	hand1_1	npc\worldnpc468		1										3					10																							101	160		1					20	30	60				0	60000								1000	10		1000							611																										3952		1	1	-1																	
npc_wjd_cm_02c	CommonNpc	村民c		8	715	2	2	10		1.25	4	hand1_1	npc\worldnpc132		1										3					10																							101	160		1					20	30	60				0	60000								1000	10		1000							611																										3952		1	1	-1																	
npc_wjd_cm_02d	CommonNpc	村民d		8	715	2	2	10		1.25	4	hand1_2	npc\worldnpc440		1										3					10																							101	160		1					20	30	60				0	60000								1000	10		1000							611																										3952		1	1	-1																	
npc_wjd_cm_03a	CommonNpc	渔夫a		8	715	2	2	10		1.25	4	hand1_1	npc\worldnpc483		1										3					10																							101	160		1					20	30	60				0	60000								1000	10		1000							611																										3952		1	1	-1																	
npc_wjd_cm_03b	CommonNpc	渔夫b		8	715	2	2	10		1.25	4	hand1_1	npc\worldnpc484		1										3					10																							101	160		1					20	30	60				0	60000								1000	10		1000							611																										3952		1	1	-1																	
npc_wjd_cm_03c	CommonNpc	渔夫c		8	715	2	2	10		1.25	4	hand1_1	npc\worldnpc553		1										3					10																							101	160		1					20	30	60				0	60000								1000	10		1000							611																										3952		1	1	-1																	
npc_wjd_cm_04	CommonNpc	恶霸		8	715	2	2	0		1.25	4	hand1_1	npc\worldnpc132		1										3	1	0	wjd_eba		5																							51	160		1					20	30	60			"skill_wjd_006,1,30;skill_wjd_003,1,20"	0	60000								1000	10		1000							611																										3952		1	1	-1																	
npc_wjd_cm_05	CommonNpc	郎中		8	715	2	2	10		1.25	4	hand1_1	npc\worldnpc060		1										3					10																							101	160		1					20	30	60				0	60000								1000	10		1000							611																										3952		1	1	-1																	
npc_wjd_cm_06	CommonNpc	明军密探		8	715	2	2	10		1.25	4	hand1_1	npc\monster500		1										3					10																							52	160		1					20	30	60				0	60000								1000	10		1000							611							shop_wjd_daming																			3952		1	1	-1																	
npc_wjd_xx_002	CommonNpc	磨刀台		8	95	2	2	10		1.25	4	hand1_1	npc\npcitem740		1										3					10																							327	160		1					20	30	60				0	60000								1000	10		1000							611																												1	1	-1									"5,5,5"								
npc_wjd_dy_01	CommonNpc	千利休		8	715	2	2	10		1.25	4	hand1_1	npc\boss152		1										3					10																							52	160		1					20	30	60				0	60000								1000	10		1000							610							shop_wjd_dongyin																			3952		1	1	-1																	
itemnpc_wjd_05_01	CommonNpc	晾衣架		8	52	0	2	10		1.25	4	hand1_1	npc\itemnpc083		1										3					10																							327	160		1					20	30	60				0	-1								1000	10		1000							611																												1	1	-1																	
npc_wjd_tz_01	CommonNpc	侠客岛应战NPC（鬼王刺）		8	3	2	2	10		1.25	4	knife1_2	npc\worldnpc1124		1					k_r_npcitem307					3					10																							52	160		1					20	30	60		Npc_jh_gwc01	"Npc_jh_gwc01,1,0;Npc_jh_gwc02,1,0;Npc_jh_gwc03,1,0;Npc_jh_gwc04,1,0;Npc_jh_gwc05,1,0;Npc_jh_gwc06,1,0;Npc_jh_gwc07,1,0;Npc_jh_gwc02_hide,1,0;Npc_jh_gwc03_hide,1,0;Npc_jh_gwc04_hide,1,0;Npc_jh_gwc06_hide,1,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,0"	1	-1					1			1000	10		1000							1																										4007		1	1	-1		15															
npc_wjd_tz_02	CommonNpc	侠客岛应战NPC（太玄剑）		8	3	2	2	10		1.25	4	sword1_1	npc\worldnpc067		1					s_r_npcitem087					3					10																							52	160		1					20	30	60		Npc_dh_txxhjp01	"Npc_dh_txxhjp01,1,0;Npc_dh_txxhjp02,1,0;Npc_dh_txxhjp03,1,0;Npc_dh_txxhjp04,1,0;Npc_dh_txxhjp05,1,0;Npc_dh_txxhjp06,1,0;Npc_dh_txxhjp07,1,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,0"	1	-1					1			1000	10		1000							1																										4014		1	1	-1		15															
npc_wjd_tz_03	CommonNpc	侠客岛应战NPC（西洋剑）		8	3	2	2	10		1.25	4	sword1_1	npc\worldnpc112		1					s_r_npcitem087					3					10																							52	160		1					20	30	60		Npc_by_xyjj01	"Npc_by_xyjj01,1,0;Npc_by_xyjj02,1,0;Npc_by_xyjj03,1,0;Npc_by_xyjj04,1,0;Npc_by_xyjj05,1,0;Npc_by_xyjj06,1,0;Npc_by_xyjj07,1,0;Npc_by_xyjj03_hide,1,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,0"	1	-1					1			1000	10		1000							1																										4013		1	1	-1		15															
npc_wjd_tz_04	CommonNpc	蓬莱岛应战NPC（虬枝剑法）		8	3	2	2	10		1.25	4	sword1_2	npc\worldnpc057		1					s_r_npcitem087					3					10																							52	160		1					20	30	60		Npc_jh_qzjf01	"Npc_jh_qzjf01,1,0;Npc_jh_qzjf02,1,0;Npc_jh_qzjf03,1,0;Npc_jh_qzjf04,1,0;Npc_jh_qzjf05,1,0;Npc_jh_qzjf06,1,0;Npc_jh_qzjf07,1,0;Npc_jh_qzjf07_hide,1,0;Npc_jh_qzjf08,1,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,0"	1	-1					1			1000	10		1000							1																										4008		1	1	-1		15															
npc_wjd_tz_05	CommonNpc	蓬莱岛应战NPC（傲寒六诀）		8	3	2	2	10		1.25	4	blade1_1	npc\worldnpc081		1					b_r_npcitem329					3					10																							52	160		1					20	30	60		Npc_jh_ahlj03	"Npc_jh_ahlj01,1,0;Npc_jh_ahlj02,1,0;Npc_jh_ahlj03,1,0;Npc_jh_ahlj04,1,0;Npc_jh_ahlj05,1,0;Npc_jh_ahlj06,1,0;Npc_jh_ahlj07,1,0;Npc_jh_ahlj04_hide,1,0;Npc_jh_ahlj05_hide,1,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,0"	1	-1					1			1000	10		1000							1																										4010		1	1	-1		15															
