NPC编号	对象类型	特殊建筑类型	ini注释名称	NPC乞讨信息	表现AI包编号	NPC类型	家园子npc类型	选择操作	鼠标形状	是否转身	走路速度	跑步速度	武器持握方式	武器名称	模型编号	性别	模型半径	图片	出生状态	npc声音	组成材料	武器名称	NPC种类ID	脚本编号	是否能接镖	触发特效	AI类型	巡逻模式	巡逻半径	路径ID	是否随机出现	响应范围	缩放	称号	籍贯	阵营	名字表序号	生平表序号	身份参数01	身份参数2	身份参数3	对话规则	踢馆专用关联NPC	生平	能否切磋	下棋玩家的最小等级	NPC身上挂的棋谱包	NPC事件包编号	进入切磋前对话	结束切磋后对话	空闲状态对话	实力包编号	级别	修为经验	怪物强度	掉落	武器类型	锁定位移攻击	拾取权限清空时间	无拾取物消失时间	最大消失时间	附加随机能力编号	普通攻击	技能表	主动被动	固定NPC重生时间	敌人NPC编号表	队友编号	能否攻击	能不能被攻击	不能被杀死	攻防比重	防御概率	"战斗频率,毫秒"	"追击范围,米"	无法被硬直	锁定技能间隔	召唤ID	召唤半径	召唤类型	表演概率	表演时间	势力归属	势力关系表	战斗开始的召唤ID	NPC交互停留时间	权重	碰撞对话规则	初始动作固定帧播放	商店ID	洗红名功能	仓库ID	职业ID	钓鱼活动	宝石游戏NPC ID	接任务表	交任务表	可以加入的门派表	可获得的身份表	复活点	落脚点	驿站	输入关系包编号	是否有公会功能	帮派地块购买	是否有门派战功能	运镖编号	是否有帮派仓库	是否有帮派驻地	AI编辑包	善恶参数	直接触发	表演时间（ms）	使用次数	婚宴npc类型	格挡方式(-1表示不格挡)	脱战回血	存在时间(毫秒)	退出发声对话	天气包	护卫跟随点X	护卫跟随点Z	捐献类型	是否可见	优先显示
donghai_dh_01	CommonNpc		东海兑换			467		2	2	1	0.5	2	hand1_2		npc\boss094	2		icon\funcnpc\worldnpc240.png					0				3	0	0			4				1																																																						shop_dh_01							99;																												
																																																																																																																													
	//凌霄仙主																																																																																																																												
lxnpc_001	ContributeNpc		精材碑			82		2	2	1	0.5	2	hand1_2		npc\npcitem804	2							0				3	0	0			20																																																																																											0		
lxnpc_002	ContributeNpc		杀生碑			82		2	2	1	0.5	2	hand1_2		npc\npcitem804	2							0				3	0	0			20																																																																																											1		
lxrwnpc_001	CommonNpc		灵鹫宫长老			480		2	2	1	0.5	2	hand1_2		npc\boss178	2							0				3	0	0			20																																																										Shop_ssf_001																																			
lxnpc_zd01	CommonNpc		凌霄城空气墙			172		0	2	1	0	0			npc\fbmac004013	2							4				3	0	0																																																																																																
																																																																																																																													
qrjnpc_01	CommonNpc		陶子			82		2	2	1	0.5	2	hand1_2		npc\worldnpc013	2		icon\funcnpc\worldnpc013.png					0				3	0	0			20																																																										shop_qrj_02																																			
																																																																																																																													
home_hg_01	CommonNpc		大伞			333		0	2	1	0	0			npc\home_zhang_sd_01	2							0				3	0	0			20																																																																																													
																																																																																																																													
	//灭门玩法npc																																																																																																																												
mie_tm_001	CommonNpc		唐耀琪			88		2	2	1	0.5	4	hand1_1		npc\worldnpc164	1		icon\funcnpc\worldnpc164.png					0				3	0	0			20																																																																																													
mie_tm_002	CommonNpc		姜应			88		2	2	1	0.5	4	hand1_1		npc\worldnpc164	1		icon\funcnpc\worldnpc164.png					0				3	0	0			20																																																																																													
mie_tm_003	CommonNpc		徐忠			88		2	2	1	0.5	4	hand1_1		npc\worldnpc164	1		icon\funcnpc\worldnpc164.png					0				3	0	0			20																																																																																													
mie_tm_004	CommonNpc		王致轩			88		2	2	1	0.5	4	hand1_1		npc\worldnpc164	1		icon\funcnpc\worldnpc164.png					0				3	0	0			20																																																																																													
mie_tm_005	CommonNpc		甄夜辉			88		2	2	1	0.5	4	hand1_1		npc\worldnpc164	1		icon\funcnpc\worldnpc164.png					0				3	0	0			20																																																																																													
mie_tm_006	CommonNpc		侍卫			88		2	2	1	0.5	4	hand1_1		npc\worldnpc164	1		icon\funcnpc\worldnpc164.png					0				3	0	0			20																																																																																													
mie_tm_007	CommonNpc		水缸1			88		2	2	1	0.5	2			npc\npcitem1044								0				3	0	0			20																																																																																													
mie_tm_008	CommonNpc		水缸2			88		2	2	1	0.5	2			npc\npcitem1044								0				3	0	0			20																																																																																													
mie_tm_009	CommonNpc		水缸3			88		2	2	1	0.5	2			npc\npcitem1044								0				3	0	0			20																																																																																													
																																																																																																																													
mie_jz_001	CommonNpc		李玉书			88		2	2	1	0.5	4	hand1_1		npc\worldnpc192	1		icon\funcnpc\worldnpc192.png					0				3	0	0			20																																																																																													
mie_jz_002	CommonNpc		何韵施			88		2	2	1	0.5	4	hand1_1		npc\worldnpc056	2		icon\funcnpc\worldnpc056.png					0				3	0	0			20																																																																																													
mie_jz_003	CommonNpc		被遗弃的字画			88		2	2	1	0.5	2			npc\box001			icon\funcnpc\cj_030050.png					0				3	0	0			20																																																																																													
mie_jz_004	CommonNpc		被遗弃的字画			88		2	2	1	0.5	2			npc\box001			icon\funcnpc\cj_030050.png					0				3	0	0			20																																																																																													
mie_jz_005	CommonNpc		被遗弃的字画			88		2	2	1	0.5	2			npc\box001			icon\funcnpc\cj_030050.png					0				3	0	0			20																																																																																													
mie_jz_006	CommonNpc		装着字画真迹的锦盒			88		2	2	1	0.5	2			npc\itemboxnpc003								0				3	0	0			20																																																																																													
mie_jz_007	CommonNpc		装着字画真迹的锦盒			88		2	2	1	0.5	2			npc\itemboxnpc003								0				3	0	0			20																																																																																													
mie_jz_008	CommonNpc		装着字画真迹的锦盒			88		2	2	1	0.5	2			npc\itemboxnpc003								0				3	0	0			20																																																																																													
																																																																																																																													
mie_jyw_001	CommonNpc		郑启元			88		2	2	1	0.5	2	hand1_1		npc\worldnpc192	1		icon\funcnpc\worldnpc192.png					0				3	0	0			20																																																																925;	925;																						fqrwnpc_1008_end						
																																																																																																																													
mie_jl_001	CommonNpc		诸葛浩			88		2	2	1	0.5	2	hand1_1		npc\worldnpc192	1		icon\funcnpc\worldnpc192.png					0				3	0	0			20																																																																																							fqrwnpc_1008_end						
mie_jl_002	CommonNpc		外域弟子			88		2	2	1	0.5	2	hand1_2		npc\worldnpc1331	2		icon\funcnpc\worldnpc080.png					0				3	0	0			20																																																																																							fqrwnpc_1003_end						
mie_jl_003	CommonNpc		外域长老			88		2	2	1	0.5	2	hand1_1		npc\monster196	1		icon\funcnpc\worldnpc192.png					0				3	0	0			20																																																																																							fqrwnpc_1008_end						
																																																																																																																													
lifejob_npc001	CommonNpc		豪侠直升			88		2	2	1	0.5	2	hand1_2		npc\worldnpc240_01	2		icon\funcnpc\worldnpc240.png					0				3	0	0			20																																																																																							fqrwnpc_1009_end						
																																																																																																																													
//特殊建筑																																																																																																																													
home_out_dcr_01	InterBuildingNpc	Scarecrow_102	稻草人			88		2	2	1	0.5	2	hand_0		npc\npcitem1059	2							0				3	0	0			20																																																																														4974															
home_out_dcr_02	InterBuildingNpc	Scarecrow_102	稻草人			88				1	0.5	2	hand_0		npc\npcitem1059	2							0				3	0	0			20																																																																														4974															
home_bag_001	HomeDepotNpc		家园仓库		8	88	3	2	2	1	1.25	4											0				3	0	0			20				1																																																																																									
																																																																																																																													
home_jj_back	CommonNpc		家具回收员			88		2	2	1	0.5	2	hand1_1		npc\worldnpc192	1		icon\funcnpc\worldnpc192.png					0				3	0	0			20																																																										shop_jjman_01																				2894									fqrwnpc_1008_end						
																																																																																																																													
home_out_xwq_01	InterBuildingNpc	HotSpring_105	温泉			88		2	2	1	0.5	2	hand1_2		npc\itemnpc1172	2							0				3	0	0			20																																																																														4977															
home_out_yf_01	InterBuildingNpc	BeeKeeping_103	养蜂			88		2	2	1	0.5	2	hand1_2		npc\itemnpc1172	2							0				3	0	0			20																																																																														4975															
home_out_xzl_01	InterBuildingNpc	BambooForest_104	小竹林			88		2	2	1	0.5	2	hand1_2		npc\itemnpc1172	2							0				3	0	0			20																																																																														4976															
home_out_lgp_01	InterBuildingNpc	Waterfall_106	练功坪			88		2	2	1	0.5	2	hand1_2		npc\itemnpc1172	2							0				3	0	0			20																																																																														4978															
home_out_gxt_01	InterBuildingNpc	StarObPlat_109	观星台			88		2	2	1	0.5	2	hand1_2		npc\itemnpc1172	2							0				3	0	0			20																																																																														4979															
																																																																																																																													
fengzheng_01	PetNpc		风筝		6	283		2		1	1.25	4			npc\part_back_1_16_1								0				3	1	0			5				2																51	35		1			0	180	5	300					-1			1	1	1			1500	10	20	1000																																	2541		1									0.1	0.6			
pet_peacock_1	PetNpc		白灵儿		6	283		2	2	1	1.25	4			npc\petm_210101								0				3	1	0			5				2																51	35		1			0	180	5	300					-1			1	1	1			1500	10	20	1000																																	2541		1									0.1	0.6			
																																																																																																																													
	//明教专属铁匠																																																																																																																												
Jobmj_tj	CommonNpc		朱荣		8	123		2	2	1	1.25	4	hand1_1		npc\monster235	1		icon\monster\monster235.png					0				3	0	0			20			Home_134	1																																																									sh_tj																																
																																																																																																																													
pet_keji_01	PetNpc		柯小萌		6	283		2	2	1	1.25	4			npc\petm_220101								0				3	1	0			5				2																51	35		1			0	180	5	300					-1			1	1	1			1500	10	20	1000																																	2541		1									0.1	0.6			
