NPC编号	ini注释名称	对象类型	副本分组场景刷新属性包	NPC类型	实力包编号	级别	修为经验	怪物强度	掉落	掉落数量	走路速度	跑步速度	武器持握方式	是否转身	模型编号	性别	模型半径	图片	npc声音	材质类型	脚本编号	技能表	AI类型	主动被动	响应范围	锁定位移攻击	禁播受击动作	选择操作	拾取权限清空时间	无拾取物消失时间	最大消失时间	触发特效	巡逻模式	巡逻半径	路径ID	是否随机出现	武器名称	武器类型	出生状态	表现AI包编号	NPC种类ID	门派	称号	籍贯	阵营	名字表序号	生平表序号	生平	空闲状态对话	进入战斗对话	脱离战斗对话	死亡对话	召唤对话	受到伤害状态对话	敌人NPC编号表	队友编号	不能被杀死	攻击防御比重	"战斗频率,毫秒"	无法被硬直	锁定技能间隔	召唤类型	召唤ID	召唤半径	表演概率	表演时间	"追击范围,米"	附加随机能力编号	普通攻击	势力归属	势力关系表	AI编辑包	直接触发	刷新时间	格挡类型	世界触发器相关	使用轻功	NPC绑定点	破防几率	破防技能	防御CD	世界战场声威	拾取半径	超过距离就脱战	脱战回血	存在时间	是否理会玩家	优先显示	缩放尺寸	跟随距离	跟随位置	时间轴	动作集	伤害判定奖励类BOSS类型	追击高度差	竞拍掉落	团队显示道具
NPC_round_atk_79	关卡79	BossNpc		3	307	89		10			1.25	4	hand1_1		npc\worldnpc152	2	1.5	icon\funcnpc\worldnpc152.png				"Npc_sl_lzs01,6,0;Npc_sl_lzs02,6,0;Npc_sl_lzs03,7,0;Npc_sl_lzs04,3,0;Npc_sl_lzs05,6,0;Npc_sl_lzs06,6,0;Npc_sl_lzs07,6,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,0"	1		15		1	2	6000	1	6500	npc_foundplayer								1																			1000		1000	0					100		Npc_sl_lzs01	1		2188	1	-1	19	1			30		1				7												
NPC_round_atk_80	关卡80	BossNpc		3	414	10		10			1.25	4	knife1_1		npc\worldnpc732	2	1.5	icon\funcnpc\worldnpc732.png				"Npc_tm_jsc01,7,0;Npc_tm_jsc02,7,0;Npc_tm_jsc03,7,0;Npc_tm_jsc04,7,0;Npc_tm_jsc05,7,0;Npc_tm_jsc06,7,0;Npc_tm_jsc07,7,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,0"	1		15		1	2	6000	1	6500	npc_foundplayer					k_r_405			1																			1000		1000	0					100		Npc_tm_jsc07	1		2059	1	-1	19	1			30		1				7												
NPC_round_atk_81	关卡81	BossNpc		3	307	91		10			1.25	4	hand1_2		npc\worldnpc254	2	1.5	icon\funcnpc\worldnpc254.png				"Npc_jz_xytf01,7,0;Npc_jz_xytf02,7,0;Npc_jz_xytf03,7,0;Npc_jz_xytf04,7,0;Npc_jz_xytf05,7,0;Npc_jz_xytf06,7,0;Npc_jz_xytf07,7,0;Npc_jz_xytf07_sky,7,0;jn_tg_yanxing,1,0"	1		15		1	2	6000	1	6500	npc_foundplayer								1																			1000		1000	0					100			1		2062	1	-1	19	1			30		1				7												
NPC_round_atk_82	关卡82	BossNpc		3	307	92		10			1.25	4	hand1_1		npc\worldnpc152	2	1.5	icon\funcnpc\worldnpc152.png				"Npc_sl_djgq02,7,0;Npc_sl_djgq03,7,0;Npc_sl_djgq04,7,0;Npc_sl_djgq05,7,0;Npc_sl_djgq06,7,0;Npc_sl_djgq07,7,0;Npc_sl_djgq01,7,0;Npc_sl_djgq08,7,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,0"	1		15		1	2	6000	1	6500	npc_foundplayer								1																			1000		1000	0					100		CS_sl_djgq08	1		2115	1	-1	19	1			30		1				7												
NPC_round_atk_83	关卡83	BossNpc		3	307	93		10			1.25	4	hand1_1		npc\monster290	2	1.5	icon\monster\monster290.png				"Npc_jy_yzq01,7,0;Npc_jy_yzq02,7,0;Npc_jy_yzq03,7,0;Npc_jy_yzq04,7,0;Npc_jy_yzq05,7,0;Npc_jy_yzq06,7,0;Npc_jy_yzq07,1,0;Npc_jy_yzq07_sky,1,0;Npc_jy_yzq08,1,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,0"	1		15		1	2	6000	1	6500	npc_foundplayer								1																			1000		1000	0					100		Npc_jy_yzq01	1		2118	1	-1	19	1			30		1				7												
NPC_round_atk_84	关卡84	BossNpc		3	307	94		10			1.25	4	hand1_1		npc\worldnpc292	2	1.5	icon\funcnpc\worldnpc292.png				"Npc_gb_lhz01,7,0;Npc_gb_lhz02,7,0;Npc_gb_lhz03,7,0;Npc_gb_lhz04,7,0;Npc_gb_lhz05,7,0;Npc_gb_lhz06,7,0;Npc_gb_lhz07,7,0;Npc_gb_lhz08,7,0;jn_tg_yanxing,1,0"	1		15		1	2	6000	1	6500	npc_foundplayer								1																			1000		1000	0					100			1		2114	1	-1	19	1			30		1				7												
NPC_round_atk_85	关卡85	BossNpc		3	414	11		10			1.25	4	hand1_1		npc\worldnpc732	2	1.5	icon\funcnpc\worldnpc732.png				"Npc_tm_mhb01,7,0;Npc_tm_mhb02,7,0;Npc_tm_mhb03,7,0;Npc_tm_mhb04,7,0;Npc_tm_mhb05,7,0;Npc_tm_mhb06,7,0;Npc_tm_fbpg,1,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,0"	1		15		1	2	6000	1	6500	npc_foundplayer								1																			1000		1000	0					100			1		2123	1	-1	19	1			30		1				7												
NPC_round_atk_86	关卡86	BossNpc		3	307	96		10			1.25	4	sword1_1		npc\worldnpc288	2	1.5	icon\funcnpc\worldnpc288.png				"Npc_wd_tjj01,7,0;Npc_wd_tjj02,7,0;Npc_wd_tjj03,7,0;Npc_wd_tjj04,7,0;Npc_wd_tjj05,7,0;Npc_wd_tjj06,7,0;Npc_wd_tjj07,7,0;Npc_wd_tjj08,7,0;Npc_wd_tjj09,7,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,0"	1		15		1	2	6000	1	6500	npc_foundplayer					s_r_217			1																			1000		1000	0					100			1		2134	1	-1	19	1			30		1				7												
NPC_round_atk_87	关卡87	BossNpc		3	307	97		10			1.25	4	stuff1_1		npc\worldnpc292	2	1.5	icon\funcnpc\worldnpc292.png				"Npc_gbzp_dgbf01,6,0;Npc_gbzp_dgbf02,6,0;Npc_gbzp_dgbf03,6,0;Npc_gbzp_dgbf04,6,0;Npc_gbzp_dgbf05,6,0;Npc_gbzp_dgbf06,3,0;Npc_gbzp_dgbf07,6,0;Npc_gbzp_dgbf08,6,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,0"	1		15		1	2	6000	1	6500	npc_foundplayer					st_r_1002			1																			1000		1000	0					100		Npc_gbzp_dgbf01	1		2137	1	-1	19	1			30		1				7												
NPC_round_atk_88	关卡88	BossNpc		3	307	98		10			1.25	4	stuff1_1		npc\worldnpc292	2	1.5	icon\funcnpc\worldnpc292.png				"Npc_gb_lsbf01,7,0;Npc_gb_lsbf02,7,0;Npc_gb_lsbf03,7,0;Npc_gb_lsbf04,7,0;Npc_gb_lsbf05,7,0;Npc_gb_lsbf06,7,0;Npc_gb_lsbf07,7,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,0"	1		15		1	2	6000	1	6500	npc_foundplayer					st_r_1002			1																			1000		1000	0					100		Npc_gb_lsbf01	1		2153	1	-1	19	1			30		1				7												
NPC_round_atk_89	关卡89	BossNpc		3	307	99		10			1.25	4	hand1_1		npc\worldnpc288	2	1.5	icon\funcnpc\worldnpc288.png				"Npc_wdzp_tjq01,6,0;Npc_wdzp_tjq02,6,0;Npc_wdzp_tjq03,6,0;Npc_wdzp_tjq04,6,0;Npc_wdzp_tjq05,6,0;Npc_wdzp_tjq06,6,0;Npc_wdzp_tjq07,3,0;Npc_wdzp_tjq08,6,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,0"	1		15		1	2	6000	1	6500	npc_foundplayer								1																			1000		1000	0					100		Npc_wdzp_tjq01	1		2167	1	-1	19	1			30		1				7												
NPC_round_atk_90	关卡90	BossNpc		3	414	12		10			1.25	4	sword1_1		npc\worldnpc288	2	1.5	icon\funcnpc\worldnpc288.png				"Npc_wd_qfjf01,7,0;Npc_wd_qfjf02,7,0;Npc_wd_qfjf03,7,0;Npc_wd_qfjf04,7,0;Npc_wd_qfjf05,7,0;Npc_wd_qfjf06,7,0;Npc_wd_qfjf07,7,0;Npc_wd_qfjf02_sky,7,0;Npc_wd_qfjf06_sky,7,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,0"	1		15		1	2	6000	1	6500	npc_foundplayer					s_r_217			1																			1000		1000	0					100		Npc_wd_qfjf01	1		2170	1	-1	19	1			30		1				7												
NPC_round_atk_91	关卡91	BossNpc		3	307	101		10			1.25	4	hand1_1		npc\worldnpc152	2	1.5	icon\funcnpc\worldnpc152.png				"Npc_slzp_lzs01,6,0;Npc_slzp_lzs02,6,0;Npc_slzp_lzs03,7,0;Npc_slzp_lzs04,3,0;Npc_slzp_lzs05,6,0;Npc_slzp_lzs06,6,0;Npc_slzp_lzs07,6,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,0"	1		15		1	2	6000	1	6500	npc_foundplayer								1																			1000		1000	0					100		Npc_slzp_lzs01	1		2191	1	-1	19	1			30		1				7												
NPC_round_atk_92	关卡92	BossNpc		3	307	102		10			1.25	4	dknife2_2		npc\worldnpc382	2	1.5	icon\funcnpc\worldnpc382.png				"Npc_em_lbc01,7,0;jn_tg_yanxing,1,0;Npc_em_lbc02,7,0;Npc_em_lbc03,7,0;Npc_em_lbc04,7,0;Npc_em_lbc05,7,0;Npc_em_lbc06,7,0;Npc_em_lbc07,7,0;Npc_em_lbc08,7,0;Npc_em_lbc06_sky,7,0"	1		15		1	2	6000	1	6500	npc_foundplayer					dk_r_618			1																			1000		1000	0					100			1		2206	1	-1	19	1			30		1				7												
NPC_round_atk_93	关卡93	BossNpc		3	307	103		10			1.25	4	sword1_1		npc\monster036	2	1.5	icon\monster\monster036.png				"Npc_jz_lyfh01,7,0;Npc_jz_lyfh02,7,0;Npc_jz_lyfh03,7,0;Npc_jz_lyfh04,7,0;Npc_jz_lyfh05,7,0;Npc_jz_lyfh06,7,0;Npc_jz_lyfh07,7,0;Npc_jz_lyfh08,7,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,0"	1		15		1	2	6000	1	6500	npc_foundplayer					s_r_217			1																			1000		1000	0					100		Npc_jz_lyfh01	1		2238	1	-1	19	1			30		1				7												
NPC_round_atk_94	关卡94	BossNpc		3	307	104		10			1.25	4	hand1_1		npc\monster290	2	1.5	icon\monster\monster290.png				"Npc_jh_dldm01,7,0;Npc_jh_dldm02,7,0;Npc_jh_dldm03,7,0;Npc_jh_dldm04,7,0;Npc_jh_dldm05,7,0;Npc_jh_dldm06,7,0;Npc_jh_dldm07,1,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,0"	1		15		1	2	6000	1	6500	npc_foundplayer								1																			1000		1000	0					100		Npc_jh_dldm01	1		2255	1	-1	19	1			30		1				7												
NPC_round_atk_95	关卡95	BossNpc		3	414	13		10			1.25	4	hand1_1		npc\worldnpc292	2	1.5	icon\funcnpc\worldnpc292.png				"Npc_gb_lhz01,7,0;Npc_gb_lhz02,7,0;Npc_gb_lhz03,7,0;Npc_gb_lhz04,7,0;Npc_gb_lhz05,7,0;Npc_gb_lhz06,7,0;Npc_gb_lhz07,7,0;Npc_gb_lhz08,7,0;jn_tg_yanxing,1,0"	1		15		1	2	6000	1	6500	npc_foundplayer								1																			1000		1000	0					100			1		2114	1	-1	19	1			30		1				7												
NPC_round_atk_96	关卡96	BossNpc		3	307	106		10			1.25	4	sword1_1		npc\worldnpc288	2	1.5	icon\funcnpc\worldnpc288.png				"Npc_wd_qfjf01,7,0;Npc_wd_qfjf02,7,0;Npc_wd_qfjf03,7,0;Npc_wd_qfjf04,7,0;Npc_wd_qfjf05,7,0;Npc_wd_qfjf06,7,0;Npc_wd_qfjf07,7,0;Npc_wd_qfjf02_sky,7,0;Npc_wd_qfjf06_sky,7,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,0"	1		15		1	2	6000	1	6500	npc_foundplayer					s_r_217			1																			1000		1000	0					100		Npc_wd_qfjf01	1		2170	1	-1	19	1			30		1				7												
NPC_round_atk_97	关卡97	BossNpc		3	307	107		10			1.25	4	hand1_1		npc\worldnpc152	2	1.5	icon\funcnpc\worldnpc152.png				"Npc_slzp_lzs01,6,0;Npc_slzp_lzs02,6,0;Npc_slzp_lzs03,7,0;Npc_slzp_lzs04,3,0;Npc_slzp_lzs05,6,0;Npc_slzp_lzs06,6,0;Npc_slzp_lzs07,6,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,0"	1		15		1	2	6000	1	6500	npc_foundplayer								1																			1000		1000	0					100		Npc_slzp_lzs01	1		2191	1	-1	19	1			30		1				7												
NPC_round_atk_98	关卡98	BossNpc		3	307	108		10			1.25	4	dknife2_2		npc\worldnpc382	2	1.5	icon\funcnpc\worldnpc382.png				"Npc_em_lbc01,7,0;jn_tg_yanxing,1,0;Npc_em_lbc02,7,0;Npc_em_lbc03,7,0;Npc_em_lbc04,7,0;Npc_em_lbc05,7,0;Npc_em_lbc06,7,0;Npc_em_lbc07,7,0;Npc_em_lbc08,7,0;Npc_em_lbc06_sky,7,0"	1		15		1	2	6000	1	6500	npc_foundplayer					dk_r_618			1																			1000		1000	0					100			1		2206	1	-1	19	1			30		1				7												
NPC_round_atk_99	关卡99	BossNpc		3	307	109		10			1.25	4	sword1_1		npc\monster036	2	1.5	icon\monster\monster036.png				"Npc_jz_lyfh01,7,0;Npc_jz_lyfh02,7,0;Npc_jz_lyfh03,7,0;Npc_jz_lyfh04,7,0;Npc_jz_lyfh05,7,0;Npc_jz_lyfh06,7,0;Npc_jz_lyfh07,7,0;Npc_jz_lyfh08,7,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,0"	1		15		1	2	6000	1	6500	npc_foundplayer					s_r_217			1																			1000		1000	0					100		Npc_jz_lyfh01	1		2238	1	-1	19	1			30		1				7												
NPC_round_atk_100	关卡100	BossNpc		3	414	14		10			1.25	4	sword1_1		npc\monster698	2	1.5	icon\monster\monster698.png				"Npc_dh_txxhjp01,10,0;Npc_dh_txxhjp02,10,20;Npc_dh_txxhjp03,10,20;Npc_dh_txxhjp04,10,0;Npc_dh_txxhjp05,6,0;Npc_dh_txxhjp06,10,20;Npc_dh_txxhjp07,10,10;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,0"	1		15		1	2	6000	1	6500	npc_foundplayer					s_r_npcitem202			1																			1000		1000	0					100		Npc_dh_txxhjp01	1		3156	1	-1	19	1			30		1				7												
																																																																																																	
	//侠客岛																																																																																																
newworld_xkdnpc_012_attack	太玄镶华剑谱_男	AttackNpc		3	381	160		3			1	5	sword1_1		npc\boss044	1	1	icon\monster\monster698.png				"Npc_dh_txxhjp01,10,0;Npc_dh_txxhjp02,10,0;Npc_dh_txxhjp03,10,0;Npc_dh_txxhjp04,10,0;Npc_dh_txxhjp05,6,0;Npc_dh_txxhjp06,10,0;Npc_dh_txxhjp07,10,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,0"	7	0	20			2	30	10	60	npc_foundplayer					s_r_npcitem202			1																	1		1000		1000						30		Npc_dh_txxhjp01	1		3105	1	-1	19		15		10		1																
newworld_xkdnpc_013_attack	血海魔刀录_男	AttackNpc		3	381	160		3			1	5	blade1_1		npc\boss045	1	1	icon\funcnpc\worldnpc1318.png				"Npc_by_xhmdl01,10,0;Npc_by_xhmdl02,10,20;Npc_by_xhmdl03,10,20;Npc_by_xhmdl04,10,20;Npc_by_xhmdl05,10,0;Npc_by_xhmdl06,6,0;Npc_by_xhmdl07,6,10;Npc_by_xhmdl08,10,10;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,0"	7	0	20			2	30	10	60	npc_foundplayer					b_r_npcitem329			1																	1		1000		1000						30		Npc_by_xhmdl01	1		3165	1	-1	19		15		10		1																
newworld_xkdnpc_030_attack	流云剑法	AttackNpc		1	381	160		3			1.25	6	sword1_1		npc\boss044	1	0.905	icon\monster\monster171.png				"Npc_jh_lyjf01,6,0;Npc_jh_lyjf02,6,0;Npc_jh_lyjf03,6,0;Npc_jh_lyjf04,6,0;Npc_jh_lyjf05,6,0;Npc_jh_lyjf06,6,0;Npc_jh_lyjf07,6,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,0"	1	0	20			2	30	10	60	npc_foundplayer					s_r_npcitem213			1	0																1		1000		1000						30		Npc_jh_lyjf01	1		2330	1	-1	11		15		10		1																
newworld_xkdnpc_031_attack	新阴流高手破（井上村夫	AttackNpc		3	381	160		3			1.25	5	gblade1_1		npc\worldnpc238	1	1					"jn_yyzl_boss_001,1,25;jn_yyzl_boss_002,1,25;jn_yyzl_boss_003,1,100;jn_yyzl_boss_003,1,100"	1	0	20			2	30	10	60	npc_foundplayer					gb_r_npcitem061_a			1																	1		2000		1000	0					30			1		3761	1	-1	19		15		10		1																
newworld_xkdnpc_032_attack01	白虎	AttackNpc		3	307	160		3			1.25	4	hand_0		npc\petm_c_1202	0	1.645	icon\monster\monster003.png					7	0	20			2	30	10	60	npc_foundplayer								1																			1500		1000	0					30			1			1	-1	-1				10																		
newworld_xkdnpc_032_attack02	狼王	AttackNpc		3	307	160		3			1	6	hand_0		npc\petm_c_1502	0	1.5	icon\monster\petm_c_1501.png				"jn_tg_eat,1,0;newworld_l_03,1,60;newworld_l_04,1,40"	7	0	20			2	30	10	60	npc_foundplayer								1																			1500		1000	0					30			1			1	-1	-1				10																		
newworld_xkdnpc_032_attack03	野猪王破	AttackNpc		3	307	160		3			1	5	hand_0		npc\monster106	2	1.5					"jn_act_cj_yezhu01,1,0;jn_act_cj_yezhu02,1,0"	7	0	20			2	30	10	60	npc_foundplayer								1																			5000		1000						30			1		3460	1	-1	-1				10		1																
newworld_xkdnpc_050_attack	用剑高人（切磋）全真剑法_男	AttackNpc		3	381	160		3			1	5	sword1_1		npc\boss044	1	1	icon\monster\monster694.png				"Npc_jh_whjf01,10,0;Npc_jh_whjf02,10,0;Npc_jh_whjf03,10,0;Npc_jh_whjf04,10,0;Npc_jh_whjf05,6,0;Npc_jh_whjf06,10,0;Npc_jh_whjf07,10,0;Npc_jh_whjf08,10,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,0"	7	0	20	1	1	2	30	10	60	npc_foundplayer					s_r_217			1																	1		1000		1000						30		Npc_jh_whjf01	1		3089	1	-1	19		15		100		1																
newworld_xkdnpc_071_attack	东海恶鲨	AttackNpc		3	51	160		3			3	8	hand_0		npc\boss145	0	1	icon\monster\boss145.png				"jn_boss_dhes05,1,0;jn_boss_dhes03a,1,0"	14		30	1	1	2	30	10	60	npc_foundplayer								1																			2000	1	1000	0					100		jn_boss_dhes04	1		4006	1	-1	-1				-1		1			1	1			1	"0.3,0.3,0.3"								
																																																																																																	
																																																																																																	
boss_wjd_001	佐佐木小一郎	BossNpc		184	88	67		2			1.25	5			npc\b_wujidao_01	1	1					"skill_wjd_dao,1,0;skill_wjd_004,1,0;skill_wjd_007,1,0"	1	0	50	1	1	2	6000	10	6500	npc_foundplayer	0	3						1																			2000	1	1000	0					30		skill_wjd_dao	1		3719	1	-1	19	1	15		30		1			1	1				"1.2,1.2,1.2"				1h				
boss_wjd_002	岛津村辉	BossNpc		3	89	67		3			1.25	5	lspear1s_1		npc\boss150	1	1	icon\funcnpc\boss150.png				"skill_wjd_008,1,0;skill_wjd_009,1,0;skill_wjd_010,1,0"	1	0	50	1	1	2	6000	10	6500	npc_foundplayer	0	3			lsp_r_npcitem356			1																			2000	1	1000	0					30			1		3726	1	-1	19	1	15		30		1			1	1				"1.3,1.3,1.3"								
boss_wjd_003	伊藤一刀	BossNpc		3	88	67		2			1.25	5	gblade1_1		npc\boss147	1	1	icon\funcnpc\boss147.png				"skill_wjd_013,1,0;skill_wjd_014,1,0;skill_wjd_015,1,0;skill_wjd_016,1,0;skill_wjd_017,1,0;skill_wjd_018,1,0;skill_wjd_019,1,0;skill_wjd_021,1,0"	1	0	50	1	1	2	6000	10	6500	npc_foundplayer	0	3			gb_r_npcitem061_a			1																			2000	1	1000	0					30			1		3736	1	-1	19	1	15		30		1			1	1				"1.2,1.2,1.2"								
boss_wjd_004	柳生旦马守	BossNpc		3	90	67		3			1.25	5	gblade1_1		npc\boss146	1	1	icon\funcnpc\boss146.png				"skill_wjd_022,1,0;skill_wjd_023,1,0;skill_wjd_024,1,0"	1	0	50	1	1	2	6000	10	6500	npc_foundplayer	0	3			gb_r_npcitem061_a			1																			2000	1	1000	0					30		skill_wjd_022	1		3737	1	-1	19	1	15		30		1			1	1				"1.3,1.3,1.3"								
boss_wjd_005	服部保久	BossNpc		184	88	67		2			1.25	5			npc\b_wujidao_06	1	1					"skill_wjd_ci,1,0;skill_wjd_025,1,0;skill_wjd_028,1,0;skill_wjd_032,1,0"	1	0	50	1	1	2	6000	10	6500	npc_foundplayer	0	3						1																			2000	1	1000	0					30		skill_wjd_ci	1		3744	1	-1	19	1	15		30		1			1	1				"1.2,1.2,1.2"				3h				
boss_wjd_006	服部平成	BossNpc		3	90	67		3			1.25	5	knife1_1		npc\boss148	1	1	icon\funcnpc\boss148.png				"skill_wjd_025,1,0;skill_wjd_031,1,0;skill_wjd_032,1,0;skill_wjd_033,1,0;skill_wjd_034,1,0"	1	0	50	1	1	2	6000	10	6500	npc_foundplayer	0	3			k_r_405			1																			2000	1	1000	0					30		skill_wjd_025	1		3745	1	-1	19	1	15		30		1			1	1				"1.2,1.2,1.2"								
boss_wjd_007	来岛通康	BossNpc		3	92	67		3			1.25	5	lspear1s_1		npc\boss151	1	1	icon\funcnpc\boss151.png				"skill_wjd_035,1,0;skill_wjd_036,1,0;skill_wjd_037,1,0;skill_wjd_038,1,0"	1	0	50	1	1	2	6000	10	6500	npc_foundplayer	0	3			lsp_r_npcitem356			1																			2000	1	1000	0					30		skill_wjd_035	1		3747	1	-1	19	1	15		30		1			1	1				"1.3,1.3,1.3"								
boss_wjd_008	忍犬王	BossNpc		3	88	67		2			1.5	6	hand_0		npc\petm_c_1504	1	1					"skill_wjd_030,1,0"	1	0	50	1	1	2	6000	10	6500	npc_foundplayer	0	3						1																			2000	1	1000	0					30			1		3746	1	-1	19	1	15		30		1			1	1				"1.3,1.3,1.3"								
																																																																																																	
boss_dhpvp_001	早川雄	BossNpc		605	799	160		4	comd_drop_boss_dhpvp_bs		1.25	10	gblade1_1		npc\worldnpc394	1	2.5	icon\monster\boss064.png				"Npc_by_xhmdl01,1,40;Npc_by_xhmdl04,1,50;Npc_by_xhmdl05,1,50;Npc_by_xhmdl08,1,60;npc_dhpvpboss_01,1,40;npc_dhpvpboss_02,1,60"	7	0	30	1	1	2	120	60	300	npc_foundplayer					gb_r_npcitem061_a			1																	0		2000	1	2000	0					100		jn_boss_szxy01	1		4036	1	-1	-1		15		1				30	1	1			1	"1.5,1.5,1.5"								1
																																																																																																	
	//清音壁活动BOSS																																																																																																
newworld_pldnpc_012_guj	太玄镶华剑谱_男	BossNpc		3	69	160		3			1	5	handR_01		npc\b_qingyinbi01		1					"Npc_dh_txxhjp01,10,0;Npc_dh_txxhjp02,10,0;Npc_dh_txxhjp03,10,0;Npc_dh_txxhjp04,10,0;Npc_dh_txxhjp05,6,0;Npc_dh_txxhjp06,10,0;Npc_dh_txxhjp07,10,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,0"	7	0	20	1	1	2	60	60	60	npc_foundplayer					lpf_pc2			1																			1000	1	1000						30		Npc_dh_txxhjp01	1		4026	1	-1	19		15		10		1																
newworld_pldnpc_013_guj	血海魔刀录_男	BossNpc		3	69	160		3			1	5	handR_01		npc\g_qingyinbi01		1					"Npc_by_xhmdl01,10,0;Npc_by_xhmdl02,10,20;Npc_by_xhmdl03,10,20;Npc_by_xhmdl04,10,20;Npc_by_xhmdl05,10,0;Npc_by_xhmdl06,6,0;Npc_by_xhmdl07,6,10;Npc_by_xhmdl08,10,10;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,0"	7	0	20	1	1	2	60	60	60	npc_foundplayer					lpf_pc1			1																			1000	1	1000						30		Npc_by_xhmdl01	1		4027	1	-1	19		15		10		1																
newworld_pldnpc_014_guj	流云剑法	BossNpc		3	69	160		3			1.25	6	handR_01		npc\g_qingyinbi01		0.905					"Npc_jh_lyjf01,6,0;Npc_jh_lyjf02,6,0;Npc_jh_lyjf03,6,0;Npc_jh_lyjf04,6,0;Npc_jh_lyjf05,6,0;Npc_jh_lyjf06,6,0;Npc_jh_lyjf07,6,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,0"	7	0	20	1	1	2	60	60	60	npc_foundplayer								1																			1000	1	1000						30		Npc_jh_lyjf01	1		4028	1	-1	11		15		10		1																
newworld_pldnpc_015_guj	用剑高手	BossNpc		3	69	160		3			1.25	5	handR_01		npc\b_qingyinbi01		1					"Npc_jh_whjf01,10,0;Npc_jh_whjf02,10,0;Npc_jh_whjf03,10,0;Npc_jh_whjf04,10,0;Npc_jh_whjf05,6,0;Npc_jh_whjf06,10,0;Npc_jh_whjf07,10,0;Npc_jh_whjf08,10,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,0"	7	0	20	1	1	2	60	60	60	npc_foundplayer					lpf_pc2			1																			2000	1	1000						30		Npc_jh_whjf01	1		4029	1	-1	19		15		10		1																
newworld_pldnpc_016_guj	修罗刀高手	BossNpc		3	71	160		3			1.25	4	handR_01		npc\b_qingyinbi01		1.645					"Npc_jh_xld01,1,0;Npc_jh_xld02,1,0;Npc_jh_xld03,1,0;Npc_jh_xld04,1,0;Npc_jh_xld05,1,0;Npc_jh_xld06,1,0;Npc_jh_xld08,1,0;Npc_jh_xld09,1,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,0"	7	0	20	1	1	2	60	60	60	npc_foundplayer					lpf_pc3			1																			1500	1	1000						30		Npc_jh_xld01	1		4030	1	-1	19		15		10		1													2			
																																																																																																	
	//魔剑门-困兽雪猿																																																																																																
pld_bossnpc_001	三爪雪猿	BossNpc		3	72	160		3			1.25	10	hand_0		npc\boss064		2.5	icon\monster\boss064.png			npc\boss\bossworld001.lua	"jn_boss_szxy02,1,0;jn_boss_szxy03,1,0;jn_boss_szxy04,1,0;jn_boss_szxy05,1,0;jn_boss_szxy06,1,0"	7	0	20	1	1	2	60	60	60	npc_foundplayer					s_r_npcitem578			1																			2000	1	2000						100		jn_boss_szxy01	1			1	-1	-1				1															4			
																																																																																																	
	//神月宫活动																																																																																																
newworld_pld_lzy_sydhboss001	神宫九月	BossNpc		3	72	160		3			1	5	handR_01		npc\b_shenyuegong01		1					"Npc_dh_txxhjp01,10,0;Npc_dh_txxhjp02,10,0;Npc_dh_txxhjp03,10,0;Npc_dh_txxhjp04,10,0;Npc_dh_txxhjp05,6,0;Npc_dh_txxhjp06,10,0;Npc_dh_txxhjp07,10,0;jn_tg_yanxing,1,0;jn_tg_yanxing_back,1,0"	7	0	20	1	1	2	30	15	15	npc_foundplayer					lpf_pc2			1																			1000	1	1000						30		Npc_dh_txxhjp01	1		4024	1	-1	19		15		10		1													3			
