NPC编号	对象类型	名称	模型编号	头像	NPC类型	NPC种类ID	响应范围	脚本编号	采集范围	采集动作名	读条时间(ms)	掉落	掉落数量	无拾取物消失时间/秒	最大消失时间/秒	刷新时间	存在时间	宝箱开启前特效	宝箱开启后特效	钥匙数量	钥匙id	NPC特效名称	是否可选中	鼠标形状	模型缩放	开启条件	AI编辑包	拾取规则（0为自由拾取，1为系统分配，2为队伍分配，不填默认为0）	级别	怪物强度	限制创建次数	拾取锁定时间（防止拾取者见利踢人，单位：s）
boxnpc_guichengboss05e	BoxNpc	BOSS掉落(雷鬼)	npc\itemnpc588	icon\funcnpc\itemboxnpc003.png	161		3		3	interact041	2000	Comb_DMGC_Boss004	6			-1							2	9				2	60	10	1	
																																
		//重置暮色初章																														
BossBox003001X	BoxNpc	周厉风	npc\itemboxnpc003_yunbiao		161		3		3	interact041	5000		4			-1							2	9				2	10	10	1	5
BossBox003002X	BoxNpc	魏不羁	npc\itemboxnpc003_yunbiao		161		3		3	interact041	5000		4			-1							2	9				2	11	10	1	5
BossBox003003X	BoxNpc	钱昔之	npc\itemboxnpc003_yunbiao		161		3		3	interact041	5000		4			-1							2	9				2	12	10	1	5
																																
		//重置暮色终章																														
BossBox003301X	BoxNpc	周厉风	npc\itemboxnpc003_yunbiao		161		3		3	interact041	5000		6			-1							2	9				2	28	10	1	5
BossBox003302X	BoxNpc	魏不羁	npc\itemboxnpc003_yunbiao		161		3		3	interact041	5000		6			-1							2	9				2	28	10	1	5
BossBox003303X	BoxNpc	钱昔之	npc\itemboxnpc003_yunbiao		161		3		3	interact041	5000		6			-1							2	9				2	28	10	1	5
BossBox003304X	BoxNpc	叶楼凯	npc\itemboxnpc003_yunbiao		161		3		3	interact041	5000		6			-1							2	9				2	28	10	1	5
BossBox003305X	BoxNpc	韩似锦	npc\itemboxnpc003_yunbiao		161		3		3	interact041	5000		6			-1							2	9				2	28	10	1	5
BossBox003306X	BoxNpc	赵子亟	npc\itemboxnpc003_yunbiao		161		3		3	interact041	5000		6			-1							2	9				2	28	10	1	5
BossBox003307X	BoxNpc	裘云	npc\itemboxnpc003_yunbiao		161		3		3	interact041	5000		6			-1							2	9				2	28	9	1	5
BossBox003308X	BoxNpc	郭刚	npc\itemboxnpc003_yunbiao		161		3		3	interact041	5000		6			-1							2	9				2	28	9	1	5
BossBox003310X	BoxNpc	宇文绝	npc\itemboxnpc003_yunbiao		161		3		3	interact041	5000		6			-1							2	9				2	28	10	1	5
																																
		//重置青云堡																														
BossBox021301X	BoxNpc	田锋	npc\itemboxnpc003_yunbiao		161		3		3	interact041	5000		6			-1							2	9		10376		2	48	10	1	5
BossBox021302X	BoxNpc	老管家	npc\itemboxnpc003_yunbiao		161		3		3	interact041	5000		6			-1							2	9		10376		2	48	10	1	5
BossBox021303X	BoxNpc	鲍梦婕	npc\itemboxnpc003_yunbiao		161		3		3	interact041	5000		6			-1							2	9		10376		2	48	10	1	5
BossBox021304X	BoxNpc	薛仁	npc\itemboxnpc003_yunbiao		161		3		3	interact041	5000		6			-1							2	9		10376		2	48	10	1	5
BossBox021305X	BoxNpc	郭棣	npc\itemboxnpc003_yunbiao		161		3		3	interact041	5000		6			-1							2	9		10376		2	48	10	1	5
BossBox021306X	BoxNpc	吴真	npc\itemboxnpc003_yunbiao		161		3		3	interact041	5000		6			-1							2	9		10376		2	48	10	1	5
BossBox021307X	BoxNpc	仇恨天	npc\itemboxnpc003_yunbiao		161		3		3	interact041	5000		6			-1							2	9		10376		2	48	10	1	5
																																
		//重制凤凰山庄																														
BossBox001306X	BoxNpc	南霸天	npc\itemboxnpc003_yunbiao		161		3		3	interact041	5000		6			-1							2	9				2	63	10	1	5
BossBox001307X	BoxNpc	西门煜	npc\itemboxnpc003_yunbiao		161		3		3	interact041	5000		6			-1							2	9				2	63	10	1	5
BossBox001308X	BoxNpc	马鞭	npc\itemboxnpc003_yunbiao		161		3		3	interact041	5000		6			-1							2	9				2	64	10	1	5
BossBox001309X	BoxNpc	麻蜂	npc\itemboxnpc003_yunbiao		161		3		3	interact041	5000		6			-1							2	9				2	65	10	1	5
BossBox001310X	BoxNpc	海其阔	npc\itemboxnpc003_yunbiao		161		3		3	interact041	5000		6			-1							2	9				2	65	10	1	5
BossBox001311X	BoxNpc	高涛	npc\itemboxnpc003_yunbiao		161		3		3	interact041	5000		6			-1							2	9				2	65	10	1	5
BossBox001312X	BoxNpc	古淞	npc\itemboxnpc003_yunbiao		161		3		3	interact041	5000		6			-1							2	9				2	65	10	1	5
BossBox001313X	BoxNpc	毛战	npc\itemboxnpc003_yunbiao		161		3		3	interact041	5000		6			-1							2	9				2	65	10	1	5
BossBox001314X	BoxNpc	柳箐箐	npc\itemboxnpc003_yunbiao		161		3		3	interact041	5000		6			-1							2	9				2	66	10	1	5
																																
																																
Box_dataosha_sp_001	BoxNpc	大逃杀特殊事件宝箱1	npc\itemnpc1377_dataosha	icon\funcnpc\task.png	161		3		2	interact041	20000	drop_Box_dataosha_sp_001				-1							2	9				0	54	10		3000
Box_dataosha_sp_002	BoxNpc	大逃杀特殊事件宝箱2	npc\itemnpc1377_dataosha	icon\funcnpc\task.png	161		3		2	interact041	20000	drop_Box_dataosha_sp_002				-1							2	9				0	54	10		3000
Box_dataosha_sp_003	BoxNpc	大逃杀特殊事件宝箱3	npc\itemnpc1377_dataosha	icon\funcnpc\task.png	161		3		2	interact041	20000	drop_Box_dataosha_sp_003				-1							2	9				0	54	10		3000
Box_dataosha_sp_004	BoxNpc	大逃杀特殊事件宝箱4	npc\itemnpc1377_dataosha	icon\funcnpc\task.png	161		3		2	interact041	20000	drop_Box_dataosha_sp_004				-1							2	9				0	54	10		3000
Box_dataosha_sp_005	BoxNpc	大逃杀特殊事件宝箱5	npc\itemnpc1377_dataosha	icon\funcnpc\task.png	161		3		2	interact041	20000	drop_Box_dataosha_sp_005				-1							2	9				0	54	10		3000
Box_dataosha_sp_006	BoxNpc	大逃杀特殊事件宝箱6	npc\itemnpc1377_dataosha	icon\funcnpc\task.png	161		3		2	interact041	20000	drop_Box_dataosha_sp_006				-1							2	9				0	54	10		3000
Box_dataosha_sp_007	BoxNpc	大逃杀特殊事件宝箱7	npc\itemnpc1377_dataosha	icon\funcnpc\task.png	161		3		2	interact041	20000	drop_Box_dataosha_sp_007				-1							2	9				0	54	10		3000
Box_dataosha_sp_008	BoxNpc	大逃杀特殊事件宝箱8	npc\itemnpc1377_dataosha	icon\funcnpc\task.png	161		3		2	interact041	20000	drop_Box_dataosha_sp_008				-1							2	9				0	54	10		3000
Box_dataosha_sp_009	BoxNpc	大逃杀特殊事件宝箱9	npc\itemnpc1377_dataosha	icon\funcnpc\task.png	161		3		2	interact041	20000	drop_Box_dataosha_sp_009				-1							2	9				0	54	10		3000
Box_dataosha_sp_010	BoxNpc	大逃杀特殊事件宝箱10	npc\itemnpc1378_dataosha	icon\funcnpc\task.png	161		3		2	interact041	20000	drop_Box_dataosha_sp_010				-1							2	9				0	54	10		3000
Box_dataosha_sp_011	BoxNpc	大逃杀特殊事件宝箱11	npc\itemnpc1378_dataosha	icon\funcnpc\task.png	161		3		2	interact041	20000	drop_Box_dataosha_sp_011				-1							2	9				0	54	10		3000
Box_dataosha_sp_012	BoxNpc	大逃杀特殊事件宝箱12	npc\itemnpc1378_dataosha	icon\funcnpc\task.png	161		3		2	interact041	20000	drop_Box_dataosha_sp_012				-1							2	9				0	54	10		3000
Box_dataosha_sp_013	BoxNpc	大逃杀特殊事件宝箱13	npc\itemnpc1378_dataosha	icon\funcnpc\task.png	161		3		2	interact041	20000	drop_Box_dataosha_sp_013				-1							2	9				0	54	10		3000
Box_dataosha_sp_014	BoxNpc	大逃杀特殊事件宝箱14	npc\itemnpc1378_dataosha	icon\funcnpc\task.png	161		3		2	interact041	20000	drop_Box_dataosha_sp_014				-1							2	9				0	54	10		3000
Box_dataosha_sp_015	BoxNpc	大逃杀特殊事件宝箱15	npc\itemnpc1379_dataosha	icon\funcnpc\task.png	161		3		2	interact041	20000	drop_Box_dataosha_sp_015				-1							2	9				0	54	10		3000
Box_dataosha_sp_016	BoxNpc	大逃杀特殊事件宝箱16	npc\itemnpc1379_dataosha	icon\funcnpc\task.png	161		3		2	interact041	20000	drop_Box_dataosha_sp_016				-1							2	9				0	54	10		3000
Box_dataosha_sp_017	BoxNpc	大逃杀特殊事件宝箱17	npc\itemnpc1379_dataosha	icon\funcnpc\task.png	161		3		2	interact041	20000	drop_Box_dataosha_sp_017				-1							2	9				0	54	10		3000
Box_dataosha_sp_018	BoxNpc	大逃杀特殊事件宝箱18	npc\itemnpc1379_dataosha	icon\funcnpc\task.png	161		3		2	interact041	20000	drop_Box_dataosha_sp_018				-1							2	9				0	54	10		3000
Box_dataosha_sp_019	BoxNpc	大逃杀特殊事件宝箱19	npc\itemnpc1379_dataosha	icon\funcnpc\task.png	161		3		2	interact041	20000	drop_Box_dataosha_sp_019				-1							2	9				0	54	10		3000
Box_dataosha_sp_020	BoxNpc	大逃杀特殊事件宝箱20	npc\itemnpc1379_dataosha	icon\funcnpc\task.png	161		3		2	interact041	20000	drop_Box_dataosha_sp_020				-1							2	9				0	54	10		3000
box_luandou_gift_001	BoxNpc	群锋问武元旦福娃	npc\itemnpc1377_dataosha	icon\funcnpc\task.png	161		3		2	interact041	10000	drop_box_luandou_gift_001				-1							2	9				0	54	10		10000
																																
		//暮色之村·引																														
BossBox_Clone003001	BoxNpc	周厉锋★	npc\itemboxnpc003_yunbiao		161		3		3	interact041	5000	comb_NewDrop_MuseBoss001_introduction	4			-1							2	9				2	160	10	1	5
BossBox_Clone003002	BoxNpc	魏不羁★	npc\itemboxnpc003_yunbiao		161		3		3	interact041	5000	comb_NewDrop_MuseBoss002_introduction	4			-1							2	9				2	160	10	1	5
BossBox_Clone003003	BoxNpc	钱昔之★★	npc\itemboxnpc003_yunbiao		161		3		3	interact041	5000	comb_NewDrop_MuseBoss003_introduction	4			-1							2	9				2	160	10	1	5
																																
		//暮色之村																														
BossBox_Clone003301	BoxNpc	周厉锋★	npc\itemboxnpc003_yunbiao		161		3		3	interact041	5000	comb_NewDrop_MuseBoss001	3			-1							2	9				2	160	10	1	5
BossBox_Clone003302	BoxNpc	魏不羁★	npc\itemboxnpc003_yunbiao		161		3		3	interact041	5000	comb_NewDrop_MuseBoss002	3			-1							2	9				2	160	10	1	5
BossBox_Clone003303	BoxNpc	钱昔之★★	npc\itemboxnpc003_yunbiao		161		3		3	interact041	5000	comb_NewDrop_MuseBoss003	3			-1							2	9				2	160	10	1	5
BossBox_Clone003304	BoxNpc	叶楼凯★★	npc\itemboxnpc003_yunbiao		161		3		3	interact041	5000	comb_NewDrop_MuseBoss004	3			-1							2	9				2	160	10	1	5
BossBox_Clone003305	BoxNpc	韩似锦★★★	npc\itemboxnpc003_yunbiao		161		3		3	interact041	5000	comb_NewDrop_MuseBoss005	3			-1							2	9				2	160	10	1	5
BossBox_Clone003306	BoxNpc	赵子亟★★	npc\itemboxnpc003_yunbiao		161		3		3	interact041	5000	comb_NewDrop_MuseBoss005	3			-1							2	9				2	160	10	1	5
BossBox_Clone003307	BoxNpc	宇文绝★★	npc\itemboxnpc003_yunbiao		161		3		3	interact041	5000	comb_NewDrop_MuseBoss006	3			-1							2	9				2	160	10	1	5
																																
		//青云堡·引																														
BossBox_Clone021001	BoxNpc	田锋	npc\itemboxnpc003_yunbiao		161		3		3	interact041	5000	comb_NewDrop_QingYunBoss001_introduction	4			-1							2	9				2	160	10	1	5
BossBox_Clone021002	BoxNpc	老管家	npc\itemboxnpc003_yunbiao		161		3		3	interact041	5000	comb_NewDrop_QingYunBoss002_introduction	4			-1							2	9				2	160	10	1	5
BossBox_Clone021003	BoxNpc	鲍梦婕	npc\itemboxnpc003_yunbiao		161		3		3	interact041	5000	comb_NewDrop_QingYunBoss003_introduction	4			-1							2	9				2	160	10	1	5
																																
		//青云堡																														
BossBox_Clone021301	BoxNpc	田峰★★	npc\itemboxnpc003_yunbiao		161		3		3	interact041	5000	comb_NewDrop_QingYunBoss001	2			-1							2	9				2	160	10	1	5
BossBox_Clone021302	BoxNpc	虞老★★	npc\itemboxnpc003_yunbiao		161		3		3	interact041	5000	comb_NewDrop_QingYunBoss002	2			-1							2	9				2	160	10	1	5
BossBox_Clone021303	BoxNpc	鲍梦洁★★	npc\itemboxnpc003_yunbiao		161		3		3	interact041	5000	comb_NewDrop_QingYunBoss003	2			-1							2	9				2	160	10	1	5
BossBox_Clone021304	BoxNpc	薛仁★★★	npc\itemboxnpc003_yunbiao		161		3		3	interact041	5000	comb_NewDrop_QingYunBoss004	2			-1							2	9				2	160	10	1	5
BossBox_Clone021305	BoxNpc	郭棣★★	npc\itemboxnpc003_yunbiao		161		3		3	interact041	5000	comb_NewDrop_QingYunBoss005	2			-1							2	9				2	160	10	1	5
BossBox_Clone021306	BoxNpc	吴真★★	npc\itemboxnpc003_yunbiao		161		3		3	interact041	5000	comb_NewDrop_QingYunBoss006	2			-1							2	9				2	160	10	1	5
BossBox_Clone021307	BoxNpc	恨天老人★★★	npc\itemboxnpc003_yunbiao		161		3		3	interact041	5000	comb_NewDrop_QingYunBoss007	2			-1							2	9				2	160	10	1	5
																																
		//龙门客栈·金怀玉																														
BossBox_Clone002001	BoxNpc	朱鉴之★★	npc\itemboxnpc003_yunbiao		161		3		3	interact041	5000	comb_NewDrop_LongMen_JHYBoss001	3			-1							2	9				2	160	10	1	5
BossBox_Clone002002	BoxNpc	沈义山★★	npc\itemboxnpc003_yunbiao		161		3		3	interact041	5000	comb_NewDrop_LongMen_JHYBoss002	3			-1							2	9				2	160	10	1	5
BossBox_Clone002003	BoxNpc	贺彪★★★	npc\itemboxnpc003_yunbiao		161		3		3	interact041	5000	comb_NewDrop_LongMen_JHYBoss003	3			-1							2	9				2	160	10	1	5
BossBox_Clone002004	BoxNpc	曹冲★★	npc\itemboxnpc003_yunbiao		161		3		3	interact041	5000	comb_NewDrop_LongMen_JHYBoss004	3			-1							2	9				2	160	10	1	5
BossBox_Clone002005	BoxNpc	曹正卿★★★	npc\itemboxnpc003_yunbiao		161		3		3	interact041	5000	comb_NewDrop_LongMen_JHYBoss005	3			-1							2	9				2	160	10	1	5
																																
		//龙门客栈·马贼线																														
BossBox_Clone002401	BoxNpc	铁弼	npc\itemboxnpc003_yunbiao		161		3		3	interact041	5000	comb_NewDrop_LongMen_MZBoss001	3			-1							2	9				2	160	10	1	5
BossBox_Clone002402	BoxNpc	碧露	npc\itemboxnpc003_yunbiao		161		3		3	interact041	5000	comb_NewDrop_LongMen_MZBoss002	3			-1							2	9				2	160	10	1	5
BossBox_Clone002403	BoxNpc	金怀玉	npc\itemboxnpc003_yunbiao		161		3		3	interact041	5000	comb_NewDrop_LongMen_MZBoss003	3			-1							2	9				2	160	10	1	5
BossBox_Clone002404	BoxNpc	周志安	npc\itemboxnpc003_yunbiao		161		3		3	interact041	5000	comb_NewDrop_LongMen_MZBoss004	3			-1							2	9				2	160	10	1	5
BossBox_Clone002405	BoxNpc	沈义山	npc\itemboxnpc003_yunbiao		161		3		3	interact041	5000	comb_NewDrop_LongMen_MZBoss005	3			-1							2	9				2	160	10	1	5
BossBox_Clone002406	BoxNpc	贺彪	npc\itemboxnpc003_yunbiao		161		3		3	interact041	5000	comb_NewDrop_LongMen_MZBoss006	3			-1							2	9				2	160	10	1	5
																																
		//凤凰山庄·引																														
BossBox_Clone001001	BoxNpc	李日涵★★	npc\itemboxnpc003_yunbiao		161		3		3	interact041	5000	comb_NewDrop_FengHuangSZBoss001_introduction	4			-1							2	9				2	160	10	1	5
BossBox_Clone001002	BoxNpc	南霸天★★	npc\itemboxnpc003_yunbiao		161		3		3	interact041	5000	comb_NewDrop_FengHuangSZBoss002_introduction	4			-1							2	9				2	160	10	1	5
BossBox_Clone001003	BoxNpc	马鞭★★	npc\itemboxnpc003_yunbiao		161		3		3	interact041	5000	comb_NewDrop_FengHuangSZBoss003_introduction	4			-1							2	9				2	160	10	1	5
																																
		//凤凰山庄																														
BossBox_Clone001301	BoxNpc	南霸天★★	npc\itemboxnpc003_yunbiao		161		3		3	interact041	5000	comb_NewDrop_FengHuangSZBoss001	2			-1							2	9				2	160	10	1	5
BossBox_Clone001302	BoxNpc	西门煜★★	npc\itemboxnpc003_yunbiao		161		3		3	interact041	5000	comb_NewDrop_FengHuangSZBoss002	2			-1							2	9				2	160	10	1	5
BossBox_Clone001303	BoxNpc	马鞭★★	npc\itemboxnpc003_yunbiao		161		3		3	interact041	5000	comb_NewDrop_FengHuangSZBoss003	2			-1							2	9				2	160	10	1	5
BossBox_Clone001304	BoxNpc	麻锋★★	npc\itemboxnpc003_yunbiao		161		3		3	interact041	5000	comb_NewDrop_FengHuangSZBoss004	2			-1							2	9				2	160	10	1	5
BossBox_Clone001305	BoxNpc	四象迷阵★★★	npc\itemboxnpc003_yunbiao		161		3		3	interact041	5000	comb_NewDrop_FengHuangSZBoss005	2			-1							2	9				2	160	10	1	5
BossBox_Clone001306	BoxNpc	柳菁菁★★★	npc\itemboxnpc003_yunbiao		161		3		3	interact041	5000	comb_NewDrop_FengHuangSZBoss006	2			-1							2	9				2	160	10	1	5
BossBox_Clone001307	BoxNpc	穆道人★★★	npc\itemboxnpc003_yunbiao		161		3		3	interact041	5000	comb_NewDrop_FengHuangSZBoss007	2			-1							2	9				2	160	10	1	5
																																
		//雁门关·引																														
BossBox_Clone004001	BoxNpc	步兵队长崔锐	npc\itemboxnpc003_yunbiao		161		3		3	interact041	5000	comb_NewDrop_YMGBoss001_introduction	4			-1							2	9				2	160	10	1	5
BossBox_Clone004002	BoxNpc	唐门叛徒黎五	npc\itemboxnpc003_yunbiao		161		3		3	interact041	5000	comb_NewDrop_YMGBoss002_introduction	4			-1							2	9				2	160	10	1	5
BossBox_Clone004003	BoxNpc	鞑靼将军刑中天	npc\itemboxnpc003_yunbiao		161		3		3	interact041	5000	comb_NewDrop_YMGBoss003_introduction	4			-1							2	9				2	160	10	1	5
																																
		//蝙蝠洞																														
BossBox_Clonezone001001a	BoxNpc	柳生七兵卫	npc\itemboxnpc003_yunbiao		161		3		3	interact041	5000	comb_NewDrop_BianFuDongBoss001	3			-1							2	9				2	160	10	1	5
BossBox_Clonezone001002	BoxNpc	宫本宝藏	npc\itemboxnpc003_yunbiao		161		3		3	interact041	5000	comb_NewDrop_BianFuDongBoss001	3			-1							2	9				2	160	10	1	5
BossBox_Clonezone001003	BoxNpc	藤林椎名	npc\itemboxnpc003_yunbiao		161		3		3	interact041	5000	comb_NewDrop_BianFuDongBoss001	3			-1							2	9				2	160	10	1	5
BossBox_Clonezone001004	BoxNpc	左元谦	npc\itemboxnpc003_yunbiao		161		3		3	interact041	5000	comb_NewDrop_BianFuDongBoss001	3			-1							2	9				2	160	10	1	5
BossBox_Clonezone001005	BoxNpc	公冶乾	npc\itemboxnpc003_yunbiao		161		3		3	interact041	5000	comb_NewDrop_BianFuDongBoss001	3			-1							2	9				2	160	10	1	5
BossBox_Clonezone001006	BoxNpc	寒傲沧	npc\itemboxnpc003_yunbiao		161		3		3	interact041	5000	comb_NewDrop_BianFuDongBoss001	3			-1							2	9				2	160	10	1	5
BossBox_Clonezone001007	BoxNpc	真田佐助	npc\itemboxnpc003_yunbiao		161		3		3	interact041	5000	comb_NewDrop_BianFuDongBoss001	3			-1							2	9				2	160	10	1	5
BossBox_Clonezone001008	BoxNpc	洛满天	npc\itemboxnpc003_yunbiao		161		3		3	interact041	5000	comb_NewDrop_BianFuDongBoss001	3			-1							2	9				2	160	10	1	5
BossBox_Clonezone001009	BoxNpc	三癞子	npc\itemboxnpc003_yunbiao		161		3		3	interact041	5000	comb_NewDrop_BianFuDongBoss001	3			-1							2	9				2	160	10	1	5
BossBox_Clonezone001010	BoxNpc	麻爷	npc\itemboxnpc003_yunbiao		161		3		3	interact041	5000	comb_NewDrop_BianFuDongBoss001	3			-1							2	9				2	160	10	1	5
BossBox_Clonezone001011	BoxNpc	端木无争	npc\itemboxnpc003_yunbiao		161		3		3	interact041	5000	comb_NewDrop_BianFuDongBoss002	3			-1							2	9				2	160	10	1	5
																																
		//雁门关·叛军																														
BossBox_Clone004301	BoxNpc	村长	npc\itemboxnpc003_yunbiao		161		3		3	interact041	5000	comb_NewDrop_YMGBoss001	2			-1							2	9				2	160	10	1	5
BossBox_Clone004302	BoxNpc	方无恨★★★	npc\itemboxnpc003_yunbiao		161		3		3	interact041	5000	comb_NewDrop_YMGBoss002	2			-1							2	9				2	160	10	1	5
BossBox_Clone004303	BoxNpc	玄慈★★★	npc\itemboxnpc003_yunbiao		161		3		3	interact041	5000	comb_NewDrop_YMGBoss003	2			-1							2	9				2	160	10	1	5
BossBox_Clone004304	BoxNpc	胡英杰★★★	npc\itemboxnpc003_yunbiao		161		3		3	interact041	5000	comb_NewDrop_YMGBoss004	2			-1							2	9				2	160	10	1	5
BossBox_Clone004305	BoxNpc	崔锐★★★★	npc\itemboxnpc003_yunbiao		161		3		3	interact041	5000	comb_NewDrop_YMGBoss005	2			-1							2	9				2	160	10	1	5
BossBox_Clone004306	BoxNpc	许海兵★★★☆	npc\itemboxnpc003_yunbiao		161		3		3	interact041	5000	comb_NewDrop_YMGBoss006	2			-1							2	9				2	160	10	1	5
BossBox_Clone004307	BoxNpc	谭志★★★☆	npc\itemboxnpc003_yunbiao		161		3		3	interact041	5000	comb_NewDrop_YMGBoss007	2			-1							2	9				2	160	10	1	5
BossBox_Clone004308	BoxNpc	朱佶淳★★★★	npc\itemboxnpc003_yunbiao		161		3		3	interact041	5000	comb_NewDrop_YMGBoss008	2			-1							2	9				2	160	10	1	5
																																
		//银钩舫																														
BossBox_adv009001	BoxNpc	马猩猩★★★	npc\itemboxnpc003_yunbiao		161		3		3	interact041	5000	Comb_DuchuanBoss001	3			-1							2	9				2	160	10	1	5
BossBox_adv009002	BoxNpc	百花夫人★★★	npc\itemboxnpc003_yunbiao		161		3		3	interact041	5000	Comb_DuchuanBoss002	3			-1							2	9				2	160	10	1	5
BossBox_adv009003	BoxNpc	陆离仙★★★☆	npc\itemboxnpc003_yunbiao		161		3		3	interact041	5000	Comb_DuchuanBoss003	3			-1							2	9				2	160	10	1	5
BossBox_adv009004	BoxNpc	谭智★★★	npc\itemboxnpc003_yunbiao		161		3		3	interact041	5000	Comb_DuchuanBoss004	3			-1							2	9				2	160	10	1	5
BossBox_adv009005	BoxNpc	阎王★★★★☆	npc\itemboxnpc003_yunbiao		161		3		3	interact041	5000	Comb_DuchuanBoss005	3			-1							2	9				2	160	10	1	5
BossBox_adv009006	BoxNpc	唐家豪★★★	npc\itemboxnpc003_yunbiao		161		3		3	interact041	5000	Comb_DuchuanBoss006	3			-1							2	9				2	160	10	1	5
																																
		//快活岛																														
BossBox_Clone036001	BoxNpc	羽柴清正	npc\itemboxnpc003_yunbiao		161		3		3	interact041	5000	comb_NewDrop_KuaiHuoLinBoss001	4			-1							2	9				2	160	10	1	5
BossBox_Clone036002	BoxNpc	莫天行	npc\itemboxnpc003_yunbiao		161		3		3	interact041	5000	comb_NewDrop_KuaiHuoLinBoss002	4			-1							2	9				2	160	10	1	5
BossBox_Clone036003	BoxNpc	阎王	npc\itemboxnpc003_yunbiao		161		3		3	interact041	5000	comb_NewDrop_KuaiHuoLinBoss003	4			-1							2	9				2	160	10	1	5
																																
		//无争秘境																														
BossBox_Clonezone002001a	BoxNpc	柳生七兵卫	npc\itemboxnpc003_yunbiao		161		3		3	interact041	5000	comb_NewDrop_WuZhengMJBoss001	3			-1							2	9				2	160	10	1	5
BossBox_Clonezone002002	BoxNpc	公冶乾	npc\itemboxnpc003_yunbiao		161		3		3	interact041	5000	comb_NewDrop_WuZhengMJBoss001	3			-1							2	9				2	160	10	1	5
BossBox_Clonezone002003	BoxNpc	寒傲沧	npc\itemboxnpc003_yunbiao		161		3		3	interact041	5000	comb_NewDrop_WuZhengMJBoss001	3			-1							2	9				2	160	10	1	5
BossBox_Clonezone002004	BoxNpc	项非白	npc\itemboxnpc003_yunbiao		161		3		3	interact041	5000	comb_NewDrop_WuZhengMJBoss001	3			-1							2	9				2	160	10	1	5
BossBox_Clonezone002005	BoxNpc	董韦林	npc\itemboxnpc003_yunbiao		161		3		3	interact041	5000	comb_NewDrop_WuZhengMJBoss001	3			-1							2	9				2	160	10	1	5
BossBox_Clonezone002006	BoxNpc	徒观	npc\itemboxnpc003_yunbiao		161		3		3	interact041	5000	comb_NewDrop_WuZhengMJBoss001	3			-1							2	9				2	160	10	1	5
BossBox_Clonezone002007	BoxNpc	麻爷	npc\itemboxnpc003_yunbiao		161		3		3	interact041	5000	comb_NewDrop_WuZhengMJBoss001	3			-1							2	9				2	160	10	1	5
BossBox_Clonezone002008	BoxNpc	血煞	npc\itemboxnpc003_yunbiao		161		3		3	interact041	5000	comb_NewDrop_WuZhengMJBoss001	3			-1							2	9				2	160	10	1	5
BossBox_Clonezone002009	BoxNpc	尹风尧	npc\itemboxnpc003_yunbiao		161		3		3	interact041	5000	comb_NewDrop_WuZhengMJBoss001	3			-1							2	9				2	160	10	1	5
BossBox_Clonezone002010	BoxNpc	仲孙鸠	npc\itemboxnpc003_yunbiao		161		3		3	interact041	5000	comb_NewDrop_WuZhengMJBoss001	3			-1							2	9				2	160	10	1	5
BossBox_Clonezone002011	BoxNpc	端木无忧	npc\itemboxnpc003_yunbiao		161		3		3	interact041	5000	comb_NewDrop_WuZhengMJBoss002	3			-1							2	9				2	160	10	1	5
